J2,K2,L2,mean_WT-6mon-17,std_WT-6mon-17
2.64875805653842,1.7619766934037515,2.4336131852745244,2.2814493117388985,0.46255883929265657
2.612695479614617,3.2633472316627747,3.0566134566766507,2.977552055984681,0.33245293564708756
2.722942892438812,3.0117632651160426,2.7919867107819183,2.842230956112258,0.1508232908405234
2.661205957153982,3.0530427777526246,2.4832178764402943,2.7324888704489667,0.2915236608489386
2.1305353176981243,2.1033689254842463,2.3491699577297482,2.194358066970706,0.13475735362781402
1.8193938320398462,2.289698587122303,1.7321755360163602,1.9470893183928364,0.29989596705326815
1.3234813500557914,1.738750703103808,1.659690345560998,1.5739741329068657,0.22050535306213292
1.064225594058129,1.514259907478756,1.900737775157292,1.4930744255647257,0.4186583043064678
1.2965746628275205,1.2364295472403277,1.3734429780258415,1.3021490626978967,0.0686766008502192
0.9276272157041783,1.0091647923489693,1.1318481595029426,1.0228800558520301,0.10279897767601245
0.7383605182689694,1.0029997368322572,1.171888343384289,0.9710828661618386,0.21851912676548238
0.7825311052170612,0.8150040657753037,0.9184409260283388,0.8386586990069013,0.07097553172206214
0.8512100951925825,0.6124576337004705,1.1439133573461526,0.8691936954130686,0.26618387245775543
1.1182244392615193,0.685722460049336,0.6269880825898052,0.8103116606335535,0.268272512952195
0.15612440449679144,0.3494448759424434,0.6836706136673882,0.39641329803554104,0.2668909425364662
0.3732135653960117,0.8904457431825658,0.8854321991349525,0.71636383590451,0.2971874240584904
0.32756526846502165,0.5223714564393727,0.7132581883207785,0.5210649710750576,0.1928497790631874
0.8584643229591203,1.155011724678327,1.1174612514550133,1.0436457663641534,0.1614671320919596
0.9227479946260154,0.6565382007283085,1.4702214070686515,1.016502534140992,0.4148644662173711
0.4859743753909205,0.27376641099505516,0.7774344369510258,0.5123917411123338,0.25287106991773545
1.395126315316531,1.4298912658439744,1.0711741081688395,1.2987305631097816,0.19783479366699042
0.854672355284538,1.0060999115458709,0.9495567500380608,0.9367763389561565,0.07651849697548056
0.6432201986598072,1.0108778231432052,0.8622816791550638,0.8387932336526921,0.18495083810105387
0.8255976948445485,1.0086742065147398,0.375506162206129,0.7365926878551391,0.32583256671991273
0.8873221606838687,1.3341364232251125,1.027805716172141,1.0830881000270407,0.22847943622146663
1.4358607719544025,1.4185985592151205,1.856716748771767,1.5703920266470968,0.24811465267491023
1.3441868002090298,1.7003196971503605,1.8958027118374596,1.64676973639895,0.27967968680755867
1.2592886958170373,1.7413350748928806,1.58938541056227,1.5300030604240629,0.24644852510409837
1.9669080222778925,2.2419248225096657,1.6756358223164063,1.9614895557013217,0.2831833818747163
1.6973342977685748,2.602057604987766,2.388783345494961,2.2293917494171005,0.4729538310782498
2.477798629371147,2.5641974291355836,2.177511096816638,2.4065023851077894,0.2029629171427993
2.7754363062729825,3.163979139166077,2.399865884612195,2.7797604433504186,0.38207497964055404
3.751325219981831,4.687203451911091,4.7659205625140535,4.401483078135659,0.564427166483683
4.853378089582859,4.888335441608307,4.248675897989217,4.663463143060127,0.35964127699736387
5.106338449254828,5.435021311191549,5.350244757833684,5.297201506093353,0.17064083874946057
6.278169450317756,6.681989840349563,5.610403821272145,6.190187703979821,0.5411836470525061
7.821600817840717,7.30834811991889,6.750142591025697,7.293363842928435,0.5358862560003678
7.904307113055027,9.252644172163087,7.963376861817609,8.373442715678573,0.761983405080508
10.173856446072806,10.618135094847219,9.222313740715627,10.004768427211884,0.7131075527255135
10.606746347864478,11.38720720539875,10.399434810776526,10.797796121346584,0.5208633101449017
11.91637973831353,12.827114692051722,11.636292950492312,12.126595793619188,0.6226212311460722
13.574029597593723,14.18954602899753,12.973032639458099,13.578869422016451,0.6082711358082931
14.99737668954452,15.880489164935884,14.425851011401786,15.101238955294065,0.7328598550297625
16.584900613940345,16.90110533277168,15.210700618641596,16.232235521784542,0.8986915626661077
16.61081332330159,18.781613378524234,16.815319119099016,17.40258194030828,1.1986456673344539
18.369674697106735,19.66423017535355,18.203296057162483,18.74573364320759,0.7997795775277964
19.95727588031036,21.722129007083012,19.874865819053156,20.518090235482177,1.0435419863079984
20.309745400915883,21.56567703072708,20.82053468409995,20.898652371914306,0.6315994336224093
22.534535676535935,23.007030141275294,21.274819791939688,22.27212853658364,0.8954224164659959
