G10,H10,I10,mean_WT-1.5mon-13,std_WT-1.5mon-13
3.002199251578849,3.3689024900604223,3.0357858067881502,3.1356291828091405,0.20271739214894724
3.0171864544278066,3.1459617805382942,3.1852975316683607,3.116148588878154,0.08793152660148738
2.69985008088559,2.8797465668480706,3.2458427040599633,2.9418131172645414,0.27823762982504463
2.8690542721471397,2.431627373941331,2.7401307684780916,2.680270804855521,0.22477318401482052
2.4268581404839966,2.3796413329372412,2.472767664266103,2.426422379229114,0.04656469491574798
1.9679633502157088,1.9198417273095432,1.7890827883073126,1.8922959552775216,0.09256695428065012
1.4744182131830499,1.3851083472999812,1.9941621761031707,1.617896245528734,0.32890135438957696
2.335605409717808,1.3973010230821021,1.803264065234928,1.8453901660116128,0.4705685250523429
2.065811407796242,1.0354248929667833,1.0499072452720095,1.3837145153450117,0.5907576175139786
1.1971902751634589,0.9962638012485094,1.4288982864279571,1.2074507876133085,0.21649967212081772
1.4654125470142016,1.384184848252621,1.0144634998703015,1.2880202983790412,0.24036321738004965
0.9049085344612141,0.9138263835085576,0.9968803369084109,0.9385384182927275,0.05072195391274935
1.200867087239221,0.6053829876117782,1.0762031293851138,0.9608177347453711,0.31406316275456986
1.0727263612320983,0.8338508973397438,0.8925942986554485,0.9330571857424301,0.12447210826529477
0.9625612232730176,0.6428808448251287,0.5620077870090393,0.7224832850357285,0.21180928967194007
0.8530397555249586,0.6487636988932258,0.47798873514504037,0.6599307298544083,0.1877747158362128
0.49029019559703707,0.9625995597368797,0.36047929151566294,0.6044563489498599,0.31687953117743767
1.3832745395505466,0.6323219159078807,0.9326812684359951,0.9827592412981409,0.37797263560135835
1.2811890095274712,0.6182751602573435,0.747446542505691,0.882303570763502,0.35143065666135387
0.8886149426538432,0.8272038247967921,0.42360840491871815,0.7131423907897845,0.25261686024472574
1.236217534793535,1.0235867114824564,0.6702258473472391,0.9766766978744101,0.2858969387683377
0.8873528995528919,1.0645665278998306,0.6843113673350721,0.8787435982625982,0.19027371556671419
1.4843331943282179,1.3168453892695147,0.7281073878583322,1.1764286571520215,0.39718636883291214
1.6915920210190993,0.9620005669233933,1.1831468826087403,1.278913156850411,0.3741046737665407
1.8537228887132151,1.3252265609913523,1.6928266798609137,1.623925376521827,0.2709015214155179
2.3058152924575217,2.030944973877553,1.5504216169664429,1.9623939611005057,0.3823340584587639
2.7186440709192063,1.8160781531890955,1.7983773540011898,2.111033192703164,0.5262808794435015
3.1364393369725607,2.839350477172946,2.3952865619295176,2.790358792025008,0.3729973162084775
3.1898144949790797,2.7791328043852572,2.487160329886524,2.8187025430836203,0.3529943938591258
4.50600354690051,4.118746460412814,3.46930676063414,4.031352255982488,0.5238447927485413
4.813603833256623,4.621717286261208,3.9959914875705507,4.477104202362794,0.42755958062067534
5.878957054150532,5.240172046522545,4.515786208406763,5.211638436359947,0.682033220490856
6.78680949590066,5.742763339546682,5.907727968267237,6.145766934571526,0.5612530679281759
8.416748279070001,7.309016267019494,6.512329325495952,7.4126979571951495,0.9564336398001061
9.646938324906921,8.740649280818378,7.4584179041097185,8.615335169945007,1.0996286317887414
10.371324557802861,9.94074027944684,8.917307414009237,9.74312408375298,0.746880568907659
11.897199285471356,10.930069194500522,9.968473263563137,10.931913914511673,0.9643643342328744
13.486779018599874,12.85391110111504,11.463525052757216,12.601405057490709,1.0349920913343347
15.271076815242685,14.080896173419774,13.045473615462877,14.132482201375112,1.1136980018962443
16.662340413372103,15.375038542276542,14.01189939642202,15.349759450690224,1.3254013242925404
17.61623445536458,16.763696460413275,15.979314451115856,16.786415122297903,0.8186964506309904
19.894993821817046,18.69476877514003,17.565420117518766,18.718394238158613,1.1649665372089597
20.900604926299554,20.53813453264251,19.4971263049101,20.311955254617388,0.7285642453004979
21.81822590193216,21.30543931859631,20.024535292504158,21.049400171010873,0.9238498440816859
24.936032592597197,22.845299889280437,21.692436892255543,23.15792312471106,1.644240928914327
24.425244614131035,23.413348940850078,23.062276913605913,23.63362348952901,0.7076799387897501
25.903475819379562,25.526464483289722,23.067093094902614,24.8323444658573,1.540330707633302
27.24306003228695,26.135861225808792,25.701835462136337,26.360252240077358,0.7947369309226444
28.408314681376755,26.92925566060986,25.64441839046696,26.99399624415119,1.3830850241739243
29.198701355633833,27.789015459498017,27.393687081133038,28.127134632088296,0.9488216713075008
29.5702994478306,28.590423836218402,26.908911621066387,28.356544968371793,1.3460203507863808
30.44507073522246,29.526021663630996,28.743362588035943,29.5714849956298,0.8517645452045804
31.144373742584598,30.602367741638343,29.914436082021172,30.5537258554147,0.616409918025013
32.81211241706058,31.679112278225773,30.69011693547464,31.727113876920328,1.061811810574601
32.19660003503676,31.85674106206595,30.457801141519447,31.503714079540714,0.9215890818675155
33.60514539232504,33.35887232402953,31.668588309690126,32.877535342014895,1.0541950963968092
34.3055433998758,31.836455788582292,32.428373819681575,32.85679100271323,1.2890905205214847
34.56938051654546,33.76044868853147,32.40922201531399,33.5796837401303,1.0913652745705709
35.26871363286081,33.97081462868737,33.14786417340875,34.12913081165231,1.0692514286901678
34.89934185689627,34.442408188595984,34.106796932070665,34.48284899252098,0.3978171168178676
35.2294355970486,34.82236541807535,34.67235453046349,34.90805184852914,0.28825587931529956
35.91277394602332,34.71062327592496,35.32204070024507,35.31514597406445,0.6011049919450966
36.47604888087304,34.89834073971813,34.25987354467821,35.211421055089794,1.1407772539345624
36.44305656547136,36.33733696147577,35.475374437520166,36.08525598815577,0.5308114430016633
37.45282465333792,36.60157314727161,36.45743406467276,36.83727728842743,0.5379293054103818
36.10385009154905,36.89712238135547,36.082015767421865,36.3609960801088,0.46442732757004623
37.85421690919597,36.99989653413168,36.8898877022577,37.24800038186178,0.5278724697144271
37.38903468094208,36.99653776708588,36.26370264939165,36.883091699139875,0.5711790901789613
37.1326414629598,37.54451718630063,37.469743369863494,37.38230067304131,0.2194198527709715
38.71082403024873,38.56232521311233,37.82286933747112,38.36533952694406,0.47562422617317773
39.11881209628128,38.00204607101605,37.28465076536981,38.13516964422238,0.9242988484576564
38.89857827272156,38.2347977616734,38.33726233074835,38.49021278838111,0.35734650352198744
38.68571112585092,38.94344128270151,38.192004193698246,38.607052200750225,0.38184400552571396
38.207058032771926,38.75297887634706,37.998244803039576,38.319427237386186,0.3897127261997702
39.33295339690441,39.14564501570001,38.338324256600785,38.9389742230684,0.5285417619077176
39.69427910550695,39.12058714560841,37.66730677311738,38.827391008077576,1.0448096431242633
39.257401723423655,38.93270680916261,38.4192789027071,38.869795811764455,0.42258822847624644
39.791952182068876,39.26900510005996,38.517639451410965,39.1928655778466,0.6405592509763358
39.642634121176734,39.206059328915124,39.03483356104055,39.2945090037108,0.3134053109857276
39.549186682001704,39.584581071642155,39.10198785249167,39.41191853537851,0.26899063524690375
39.563551527640975,39.754516508979336,38.373867220699275,39.2306450857732,0.7481097102597045
38.77720282422407,40.363646322693505,39.1468912169572,39.429246787958256,0.8300567720436268
40.64331645876313,40.262229097554105,39.05387425566321,39.98647327066015,0.8298268411531768
40.39369561694176,39.81844609200917,38.7679497783012,39.66003049575071,0.8243688548324213
40.28096615644336,40.22816908345932,38.93014507451316,39.813093438138615,0.7651112614192581
40.53905528333933,40.01342251076138,39.80487831352794,40.119118702542885,0.37832885095931296
41.01473720230962,40.18098020592563,39.38710691643876,40.19427477489134,0.8138965819095202
