A9,B9,C9,mean_Agg-bu,std_Agg-bu
2.339800996023358,2.858939559602351,2.7921073739601074,2.6636159765286056,0.2824159015691932
3.159975459037892,3.3267239926623726,3.6833968055233632,3.3900320857412094,0.26739187062460396
2.8811621110627788,3.699237403500711,3.7669272543789356,3.449108922980809,0.49301943658832503
2.8373069596297444,3.2730266975812543,3.4926675529919944,3.201000403400998,0.3335644122550182
2.484789720105957,2.592090731124119,2.483124877248828,2.5200017761596345,0.062436415626926554
1.9511915939287503,2.861915534044004,2.365118025189248,2.3927417177206673,0.45598993965499485
1.879337083529118,2.1032111018716084,1.9675605657848392,1.983369583728522,0.11277117454589708
1.3225664969788438,1.7719071686662429,1.8478425060359491,1.6474387238936785,0.28389789842620483
1.8585313154472254,1.7634080120666042,2.1080114855191456,1.909983604344325,0.17797019976235362
1.4200903780946694,1.3249289640617399,1.6088761334431516,1.4512984918665204,0.1445232110210212
0.9534275196857603,1.440919008997845,1.2692647844237097,1.2212037710357717,0.2472739043931552
0.870192525463539,0.782979151406887,1.1169493949210523,0.9233736905971593,0.17322011468635728
0.6447789236490569,0.49029514448442546,0.9512046568360027,0.695426241656495,0.2345916830581428
0.589757389536943,0.7994351587452302,0.7524809565749093,0.7138911682856941,0.11003667818139445
0.5506927191060017,0.9114826899268405,1.088181613717628,0.85011900758349,0.27394836026294933
0.9297779988987731,0.5711902243752772,1.370851876253256,0.957273366509102,0.40053924377153705
0.5289410843967005,0.6308273344514793,0.9020248597637359,0.6872644262039719,0.19283862386627734
0.8364301271716292,0.4756882947503068,0.8313997151625854,0.7145060456948404,0.2068375325851166
0.8319633770273801,0.8967186108857104,0.9021246331524624,0.8769355403551842,0.03904072072815993
0.8255413763853976,0.533622359412961,0.963509813276598,0.7742245163583189,0.2194900244649384
1.0778402998900127,0.914734887211079,0.8752598080315643,0.955944998377552,0.10739375618334392
0.917977671086755,1.339728414675527,1.1239974202948402,1.1272345020190409,0.21089400525616514
0.4249061840651504,0.9710045156252601,1.426556515632558,0.9408224051076561,0.5015067960942773
1.3811543695861908,1.2475739983247427,1.2418524819520649,1.2901936166209993,0.0788262511629002
1.7752006703222416,1.9541585672134494,1.7627913264589594,1.8307168546648835,0.10708356667328268
1.5178273450672075,2.2257896287528998,2.1281044906751396,1.9572404881650822,0.3836646052161742
2.3519603393812183,2.6109493034726596,2.2730765637539667,2.411995402202615,0.17675591542358823
2.7491094291896863,3.2767856178053485,3.1665714651157355,3.0641555040369233,0.2783474659858799
3.243672745396971,4.2168920254604165,3.337971843803179,3.5995122048868553,0.5367415226425452
4.129564756358505,4.535850519909599,4.269398512203529,4.311604596157211,0.20640505216225397
4.652586776940546,5.479180091555996,5.268656966532751,5.133474611676431,0.4295577129328655
5.845003107415989,5.777019064120342,5.679706797704815,5.767242989747049,0.08308066094854603
6.645559984963627,7.775431422075123,7.215783357435359,7.212258254824703,0.5649439670103674
7.49126050711589,8.944925062946991,8.048653494632019,8.161613021564968,0.7333860179084373
9.52087334121064,10.362207336443936,9.525436244407935,9.802838974020837,0.48443258424812974
10.4535427766862,11.720059288600087,10.109611640569653,10.761071235285314,0.8481248265426197
11.908575950855358,13.258861181977316,12.112709677048942,12.426715603293871,0.7278511816533807
13.437441393609747,13.70689253750384,13.409276339653184,13.51787009025559,0.16430286588761037
15.021800767118288,16.24054573252743,15.155121413595115,15.472489304413608,0.6684882992764108
16.522682468022733,18.06142635555505,16.22015790944944,16.93475557767574,0.9873806552846606
17.540966912134966,18.2881301412847,18.47477210252416,18.101289718647944,0.49414576902748186
18.8366009545971,20.424150345037937,19.21910848576945,19.49328659513483,0.828527907504418
20.329796907128124,21.969203226484467,20.986684466349946,21.095228199987513,0.8250754974972687
22.226052968907215,22.216426514467933,21.87965780020257,22.107379094525907,0.19727115367556844
22.62864568787886,24.007849119640998,22.90993091819492,23.18214190857159,0.7287829882808063
23.612529113495757,24.402885157609276,23.415092245206555,23.810168838770526,0.5227138846474982
24.86784761315248,25.359989772410124,25.09595497113239,25.107930785565,0.24628954774449321
