G19,H19,I19,mean_HdhQ150-1.5mon-74,std_HdhQ150-1.5mon-74
2.5909005599216868,2.8446953118100704,2.8185488429202583,2.751381571550672,0.13959414665002365
2.9946302564702947,3.305271560641311,3.2526737431879464,3.184191853433184,0.16625832876146399
3.0955862606898785,3.3309692618794546,3.3531864514356355,3.2599139913349897,0.14274488842747732
2.673956614255607,2.4540095151158763,2.931028471325718,2.6863315335657334,0.23875013113468824
2.1993380746475286,2.3493023059095264,2.0683142496817504,2.205651543412935,0.14060037998367847
1.8735227412315172,2.2176173140033613,2.2246967697514655,2.1052789416621143,0.20073796851104872
1.5241197767074681,1.7420506356916103,1.0546104183152403,1.440260276904773,0.3513087315979869
1.4484101017775237,1.2527960755951641,1.9997193162278535,1.566975164533514,0.38732007103822863
0.9761391388513431,1.5883765076216112,1.6676935731516276,1.4107364065415273,0.3784559261445162
1.5627001288856652,1.0922596638525148,1.1836813052956796,1.279547032677953,0.24944184903510278
1.0683569293891237,1.0330703911754349,0.9305334540117246,1.0106535915254278,0.07159407986130946
0.8466989277272448,1.0969796735402138,0.9808749846879942,0.9748511953184842,0.12524906171285344
0.7237343690296677,1.0537852566812416,0.9160312966725084,0.8978503074611393,0.1657748726026532
0.7841842866168833,1.1212720381183716,0.7694467269635153,0.8916343505662567,0.19900854146077798
0.7662697402299321,0.6577918119971966,0.4629178179021437,0.6289931233764241,0.15371278588555443
0.4695600980076621,0.6025267846389012,0.7818860848373519,0.617990989161305,0.1567362010781745
0.6175428382116149,0.5873684076913841,0.4690963295006336,0.5580025251345442,0.07845927466448085
0.6890214685691015,0.899310369746328,1.0560183075196727,0.8814500486117008,0.1841491603380311
0.28309624418452123,0.5776765606922274,0.7533047144386759,0.5380258397718082,0.23759868713193635
0.7334235960251937,0.7679992543334646,0.7399524516561332,0.7471251006715972,0.01836992670880461
0.8763572038480719,0.7321167976465723,0.43004102928212606,0.6795050102589234,0.22776200747466058
1.083595811579364,1.383849083098463,0.9604127411890419,1.142619211955623,0.2178012976462496
0.989587499218954,0.9616217701606823,0.8647716796413274,0.9386603163403212,0.06549937767160148
1.1873630734212874,1.4536022246930262,0.8076873277998833,1.1495508753047323,0.3246133627131269
1.3927088413318107,1.8802521674558859,1.2084351587039093,1.4937987224972018,0.34712950950277627
1.7984591860649146,2.4502828713303426,1.512439119369072,1.92039372558811,0.480664903773667
2.2806155896716267,2.549004304930307,2.082538309303345,2.3040527346350927,0.23411451491116916
2.685546296188517,2.5678363305241123,2.1995380757887024,2.484306900833777,0.2535426429465921
