A5,B5,C5,mean_5nM-seeds,std_5nM-seeds
2.5501340982515326,2.45053092617538,2.3832873130978536,2.4613174458415887,0.08394476865124836
4.131103038283681,3.559457675326178,3.3425314982349232,3.6776974039482604,0.4073656140522725
3.623636676087872,3.3487165259376903,3.143402121107898,3.3719184410444867,0.2409565388149297
3.255473788893787,3.137227861521319,3.2161419723202544,3.2029478742451203,0.060217007589683055
2.5462156010349895,2.3118790951311095,2.383434807147154,2.413843167771084,0.12009121864935024
1.5093908695143377,2.3141971109567288,2.4866822449644035,2.10342340847849,0.5216260857880473
1.8042765774107017,1.4712917809067603,2.1169833429535436,1.7975172337570016,0.32289884618805215
1.906899307878611,1.7218064587737572,1.5352592883372325,1.7213216849965336,0.18582048403066428
1.5059249485976582,1.730787331233364,2.3128327144925156,1.8498483314411793,0.41642127346381036
0.8245825733606117,1.3451835907961922,1.608095261130729,1.2592871417625109,0.3987564205647794
1.524149497963615,1.495503691501033,1.0909762382052757,1.370209809223308,0.24224715879569103
1.0350131150285207,1.1279046306772813,1.1472201780657216,1.1033793079238412,0.059989372733667605
1.1222717715905026,0.6260438081918983,0.7800291956629943,0.8427815918151319,0.25399595534537106
0.7278964614864712,1.0596998875392247,1.4927913424406338,1.0934625638221098,0.38356353249469355
0.7979201109242726,1.1326840495166213,1.213085948280623,1.0478967029071724,0.22018705396946717
1.2104512448560225,1.384444528754798,1.3464497643226512,1.3137818459778239,0.09148120231614906
1.5533893824617788,1.7820159756379512,1.4132136032121496,1.5828729871039597,0.18616057499843314
1.377506844236184,1.8296484805418123,1.8859059581317412,1.6976870943032456,0.2787073202231151
1.683150370982375,2.046470193625723,2.2770020426442876,2.002207535750795,0.2993899449639662
1.5425337194475872,2.0196246989833444,1.9437431896421469,1.8353005360243595,0.2563665491661259
2.797894553971859,2.355008795763081,2.497204557665193,2.550035969133378,0.22612013894019148
3.329649787426782,3.0700257750381335,2.671774437725177,3.0238166667300312,0.3313630263083446
3.345372392412777,3.4413200828888435,2.7348155079910987,3.1738359944309065,0.383217601973483
4.414376950915457,4.180397751035007,3.359798629760181,3.9848577772368814,0.5538147432828047
4.619651421557058,4.90497422915453,4.335484280879942,4.620036643863844,0.2847451695702977
5.308457464398381,5.879106081077539,5.0391436613214315,5.408902402265784,0.4288952154174997
6.868991374910424,6.975696559345311,5.739853890701911,6.528180608319215,0.6847924936637924
7.753699173966683,7.8801831870345005,6.802806201831722,7.478896187610968,0.5889166350542927
8.728312591617806,9.020606247897721,7.798311101636177,8.515743313717234,0.6382715954623158
9.853489123635423,10.592807014483316,8.800780728628864,9.749025622249201,0.9005687201095363
11.049043777533205,11.182589570440411,9.669162208898953,10.633598518957523,0.837891202257397
11.986298200299112,13.343660363000806,10.525572343914918,11.951843635738278,1.409359910950061
13.956199924061924,14.88179508381791,12.711658341507997,13.849884449795944,1.0889676786443985
14.53915503839622,15.49994481932235,14.41518552641958,14.818095128046048,0.5937435145709978
16.508407872268783,17.249569152591533,15.595095945552526,16.451024323470946,0.828727972230309
17.423035999659884,19.421123332416904,16.692379857372934,17.845513063149905,1.4125775695621552
18.974874189073507,19.499514947255907,18.35035067094595,18.941579935758455,0.5753051485643093
20.08431086687136,21.58444182938038,18.893683013359873,20.18747856987054,1.348342846869674
21.6774426300323,22.747816048195215,20.575877342236947,21.667045340154818,1.0860066819948746
22.676540661437777,23.08793716691155,21.87429307291906,22.546256967089462,0.6172223079899966
23.554852800009122,24.51400900209115,22.804965259662303,23.624609020587524,0.8566545838993898
24.072781212144385,25.259277156377774,23.27266869849528,24.20157568900581,0.9995470495104626
26.435018075744587,26.941939487279743,25.057989193514306,26.144982252179545,0.9748885893054695
26.086830618684704,27.061006121975318,25.54931743501997,26.232384725226666,0.7662833483872775
27.763428253219725,27.546850312202398,26.717142383423635,27.342473649615254,0.5522733883607241
28.05074927046197,28.539575711601728,27.515008932179597,28.035111304747762,0.5124623701820634
29.264866445395697,29.265744553515027,28.567038866645888,29.032549955185534,0.40314466749976297
29.597866843275643,31.051953929662208,29.11147563046009,29.920432134465983,1.009653545890428
29.804117448247297,30.881692085700774,29.13381147632671,29.939873670091597,0.8818128883065506
31.407648846683767,30.889193988113185,29.653837809076222,30.650226881291058,0.900995142892411
31.19549229705142,31.740572145722606,30.48064076086193,31.138901734545318,0.6318691656211768
31.46058722641824,32.583125920828934,31.401124533859686,31.814945893702287,0.6659274498838444
32.320441652438575,33.226978714215136,31.74838476581502,32.43193504415624,0.7455756825157956
33.032786995787994,32.606721031508556,32.0720953692268,32.570534465507784,0.4813670127931429
33.831344037158686,33.40398067987992,32.28630741033272,33.17387737579045,0.7978064881116933
33.544372921060514,34.37946793253413,34.006609183856916,33.97681667915052,0.4183438950786082
34.957651490187644,33.14308910056787,33.33388461291528,33.81154173455693,0.9971340987283994
34.37654393521131,35.0069328126792,33.83112487783459,34.404867208575034,0.588415440629676
34.2016562994506,35.975466672910926,34.02523914441263,34.73412070559139,1.0786499019993876
35.47754058212105,36.15221876096159,34.00821734228109,35.212658895121244,1.0962696985262763
36.10590604275873,35.56833202521224,35.23017747407633,35.634805180682434,0.44163236045409593
34.77177928776312,35.67530631029296,35.04010416567396,35.16239658791002,0.46401168898281187
35.19393554660909,35.5793062083145,34.13044935525322,34.9678970367256,0.750410954829698
35.160109633001035,36.54056368511692,35.460378830537955,35.72035071621864,0.7260181702334111
36.09896350875759,36.36350201848533,35.401167217607714,35.95454424828355,0.4971566748439993
35.388857102675644,36.4475374531479,36.84819618826861,36.228196914697385,0.7539896189873242
36.85013689613351,37.16327200339576,37.17151082259921,37.06163990737616,0.18321329744043577
37.61254754851432,36.87446957532373,36.41170765658408,36.966241593474045,0.6056572372219257
36.97886639196225,37.13775447289972,36.8354734540027,36.98403143962156,0.15120668597766204
37.698533582932555,37.8896722766189,36.71746683316759,37.43522423090635,0.6289000409942476
37.700085954181525,38.129217093251164,37.35838366910371,37.72922890551214,0.38624218523475146
37.963789795428596,37.868922832930664,37.24017811457559,37.690963580978284,0.3932627463710688
37.334392470544095,37.75316604182467,36.75961727184223,37.28239192807033,0.4988114191721945
37.28416545263723,37.393571425638136,37.83829718025473,37.5053446861767,0.2934883970732974
37.87767394521143,38.39131840506892,38.13612242083536,38.135038257038566,0.25682394620425925
38.08533271845902,37.874319719153796,37.578304560445794,37.84598566601954,0.2546988460512392
38.26711802829083,38.14193157502878,38.04456660150967,38.15120540160976,0.11156517057385337
37.94828414449351,38.181884906962736,37.14184810689509,37.75733905278378,0.5456777047028459
38.04068747992938,37.51221833756867,38.05105716242129,37.86798765997311,0.3081488936404502
38.92984600618377,38.04813287819687,38.048585341867714,38.34218807541612,0.5089267470633028
38.60960590521402,39.05766829682073,38.24164499113189,38.636306397722215,0.408666362797294
39.117075284121626,37.758714426187204,37.62988613729005,38.16855861586629,0.8239612153940797
38.897441952646794,38.069457793775435,37.585224066167555,38.18404127086326,0.6635706257175362
38.16139921539893,38.741085773022974,38.54976570601046,38.48408356481079,0.29537219575805324
39.15624522730664,37.96186220987445,38.115136737857966,38.41108139167969,0.6498654681369453
37.63376415916954,39.381982957329306,37.71943546488451,38.245060860461116,0.9855347705261823
38.596017257192536,38.230785300097764,39.06641578630473,38.63107278119835,0.41891675150573066
39.407721471735265,38.7724170733111,39.28831188450502,39.156150143183794,0.33764324969717313
39.61260727821128,38.65262795044335,39.97308605338655,39.412773760680395,0.6825338646936595
39.22564630827882,39.653946618740214,38.30343881727462,39.06101058143122,0.6901423928225525
38.001645477826536,38.886414173906395,39.3923611009804,38.76014025090444,0.7039043357188453
38.608944159034394,38.90365534742123,38.43671476179228,38.649771422749296,0.23613243471346962
38.73576636039196,39.11472284656838,39.248875905508356,39.03312170415623,0.26610977275292474
39.402005469072385,39.3864206879606,39.385357502595916,39.3912612198763,0.00931996560458193
39.08718982912847,39.03150667699448,39.55648055218775,39.2250590194369,0.28836665486162943
39.115267906979184,38.74301344153278,38.25352078928335,38.70393404593177,0.43220067455370176
39.34767827168335,39.14130814856775,38.755177859914106,39.081388093388405,0.30076069265481337
39.0235945534765,39.4336821624822,38.81658113824831,39.091285951402334,0.3140700758469268
39.24239657584664,39.019186573115945,38.47622771339918,38.91260362078726,0.3940477455097701
38.93522328948182,39.91301173119642,39.570384504199666,39.4728731749593,0.49613395739994864
38.692598481697715,38.4005229248996,38.25666341568107,38.44992827409279,0.22212724245893573
39.11331626732842,39.54400043996527,38.224826139646694,38.96071428231346,0.6726966129156058
39.23320525178071,39.019501842570556,38.4793897405693,38.910698944973525,0.38850741193683996
39.875768010063965,39.699158042595315,38.77377739608899,39.44956781624942,0.5918760758281936
38.47495575695273,39.50644952110592,39.473112533380316,39.15150593714632,0.5861466953140999
38.17466235810336,39.39676134208625,38.69514436893563,38.755522689708414,0.6132826737137682
39.87810089060512,39.6017479389017,39.40286054686711,39.62756979212464,0.23867011157024956
39.92187608516116,40.181133924851274,39.4401511428966,39.84772038430302,0.37601618551020244
39.49583871980038,39.99361664664177,38.70901091296929,39.39948875980381,0.6477001303377642
39.67931371023748,41.037656026850556,38.64086021843067,39.785943318506234,1.2019504739524203
39.6187795641194,38.7850359025487,38.67557790465648,39.0264644571082,0.5158712560522412
