G15,H15,I15,mean_WT-delta-intron-1.5mon-54,std_WT-delta-intron-1.5mon-54
3.2312243047148614,2.9232437933872712,2.5229773725234312,2.892481823541855,0.3551241379168992
3.1119760502457976,3.5100222111276573,3.421887709678854,3.3479619903507696,0.20906684464981018
2.9702573237679886,3.0826782031644013,3.074026364344814,3.042320630425735,0.06255840234194193
2.374959447987421,3.0399823004549136,2.9927773805984663,2.8025730430136004,0.3710756204644457
2.1899818958094155,2.156589595819655,2.3721401567004823,2.2395705494431843,0.1160163221314882
1.395201192695323,2.0375122324085284,1.4227743115298963,1.6184959122112492,0.36314057424683077
1.8752496734212285,1.6480013474092159,1.2503306650258579,1.5911938952854339,0.31630879963425007
1.4997267011580282,1.4932242301076863,1.3219505247333312,1.4383004853330152,0.10081446092253411
1.246007371748938,1.6397514545364995,1.3794077812807133,1.4217222025220504,0.20025354769965129
1.3249409361285027,0.8740159701423377,1.3816401704434664,1.193532358904769,0.2781577660408111
1.5784356412746237,1.6098820572450725,1.1780992170025917,1.4554723051740959,0.24072617597738397
0.9616302700377725,0.8315680279543569,0.8659338553200514,0.8863773844373936,0.06739807204972528
1.0190212972481723,1.2254885783227054,0.8217514024383701,1.0220870926697494,0.20188604737311566
1.084645784001556,0.9424604749010532,0.9223845690737285,0.983163609325446,0.0884575284045473
0.5387067621660224,0.5256831914883918,0.39470987920846173,0.48636661095429207,0.07964371101376508
0.2235167509762679,0.9347164416179606,0.6262549747622267,0.5948293891188184,0.35663977002990466
0.5647803513010373,0.9327590826800665,0.3187534557550711,0.6054309632453916,0.30901469489730904
0.6636156850065648,0.6951935646537124,0.8437310299429697,0.7341800932010824,0.09617872127722012
0.8589342535863749,1.0845622008476754,1.1785079354985482,1.0406681299775329,0.16424631391873168
0.7500339980686682,0.8657060844207802,0.8577260799434214,0.8244887208109567,0.06460301403060034
0.9356305775042506,0.892813632885556,0.9218907407507344,0.916778317046847,0.02186150369293342
1.0239456456797529,1.380563900565747,1.1836278621095213,1.1960458027850072,0.17863314045117132
0.9990936052505619,0.6396890720727121,0.5297489948697646,0.7228438907310127,0.24547328515124975
1.3453166727826589,1.089871888681916,1.097889004436616,1.1776925219670638,0.14522210743803132
1.598724637581057,1.538498185026517,1.0301739807322647,1.3891322677799465,0.3123221018067411
1.9259114712382088,1.802297883744526,1.7217277709314402,1.8166457086380585,0.10284522802309629
2.446276638401139,2.5857776973262903,1.7178024611412464,2.2499522656228916,0.4661037407784879
2.766828489950013,2.5890206353455163,2.4900912678099947,2.615313464368508,0.1402296586780687
2.8828640326893926,3.0683114707017265,2.743951833661396,2.898375779017505,0.16273522741202817
3.6948845816949025,3.9655595637241787,3.189969150643916,3.616804432020999,0.39364642071956846
4.543673312312438,4.447054747825637,3.645458663414357,4.212062241184143,0.49306540895404016
5.270916038417091,4.911545236826672,4.9587226133966436,5.047061296213469,0.1952937157726635
6.548075336549848,6.592357919217714,5.731037942869605,6.290490399545722,0.4850056960929854
7.558936641056195,7.315175089354422,6.072816355056565,6.982309361822394,0.7970182372687434
8.863115752227605,8.664183605060852,8.015445071020176,8.514248142769544,0.4432796838160394
9.529975744775353,9.602147741256504,8.864037233875283,9.33205357330238,0.40691727629467067
11.746739587138391,10.805898109023328,9.970221710770666,10.840953135644128,0.8887775775929891
13.015281138952991,12.600188405277951,11.735847368397243,12.450438970876062,0.6527299312406234
14.13093892251809,13.778230451859983,13.012049286686986,13.64040622035502,0.5720359633668286
16.020443604414282,15.430003593259942,13.874589644119755,15.108345613931325,1.108499073737661
17.458569149132394,16.896731261546204,15.5508491925893,16.635383201089297,0.9803448192736244
18.71711694077141,18.324254552572665,16.745712717174882,17.929028070172986,1.0434374118729288
20.22942901571604,19.938367136064834,19.072500457550884,19.74676553644392,0.6017925738221571
21.319718298530287,21.032089338122407,19.99030844050244,20.780705359051712,0.6994484050703582
22.956271322183426,22.72380824257673,21.36473725811386,22.348272274291336,0.8596601752323316
23.790604567224044,23.875019749197605,22.163577746613747,23.276400687678464,0.9646567546836826
25.905677700563658,25.560807020168458,23.734964813920698,25.06714984488427,1.1665211803013371
27.11752345468238,26.26043148799562,24.646357869645737,26.00810427077458,1.2547575883732527
27.39452419170175,27.260929659222448,25.62214856557962,26.75920080550127,0.9869790889427312
28.62519125750381,28.144795604893496,26.930061681894475,27.90001618143059,0.8736725897837786
29.093890889051092,28.683156366906115,27.054406025360795,28.27715109377267,1.07865881476238
30.43832255115253,29.552978752453857,29.705625175152434,29.898975492919607,0.47328286416164456
31.269465251474248,31.017170437656617,29.37762661598629,30.554754101705715,1.0271976472407462
31.68766001224506,31.233531872186916,30.54581278413776,31.155668222856576,0.574892019425701
32.111074411984774,31.12754403331056,29.614829964177265,30.9511494698242,1.2574360291176294
33.475753066650675,32.19031857188413,31.66989438392956,32.44532200748812,0.9295436835443458
32.96794722421082,33.24366520876206,31.251056330960587,32.48755625464449,1.0796777980971777
33.91644905512396,33.81870166683038,31.784110325874714,33.17308701594302,1.2038815648328456
34.53370400540249,34.09889968790161,32.09028793916272,33.57429721082227,1.3034478652435577
35.67834237375967,34.65045502664953,33.807771966222624,34.712189788877275,0.9368120398664898
34.77155351367889,35.02695678810763,35.12520919036912,34.97457316405188,0.1825544232981416
35.749907999798204,34.772310687901815,34.54002646935875,35.020748385686254,0.6420625333135034
35.24705772897336,35.35105847967154,34.16289382061463,34.92033667641984,0.6580226431470406
36.95383150943151,36.14329621995381,36.38498285699714,36.49403686212749,0.41612671855866373
36.95432953686888,36.16962291356513,37.258153277713205,36.79403524271574,0.5616896687421157
