A8,B8,C8,mean_BLB,std_BLB
2.5584522924208266,2.805608896476176,3.1686419662927894,2.8442343850632636,0.30692312685986456
3.714924454562843,3.4473600425576816,3.915302398427769,3.6925289651827646,0.23477367945053337
4.17899989777368,3.2877029703661695,4.3905729911917275,3.9524252864438587,0.5853055711193823
3.6609535609910813,3.805938757209963,3.818025736979168,3.7616393517267372,0.08740563547068086
2.8415710356518282,3.3870811070352773,2.751888059028631,2.993513400571912,0.3437766916940769
2.9623296840431346,2.8993787110363414,2.9140981872312284,2.9252688607702346,0.03292862297624659
2.464073095122329,2.354310068660594,2.0123065987549498,2.276896587512624,0.23562231878071235
2.1550385684101987,1.9223623423895015,2.344147243194885,2.1405160513315287,0.2112671372068477
2.2606636155968576,2.114198740143186,2.3572613952530914,2.2440412503310454,0.12238092517848438
1.7800871400329574,1.7346590117251073,2.1584185313499424,1.8910548943693357,0.23265514070188062
1.900647241169133,1.4874900169216925,1.3284188462406088,1.5721853681104783,0.29536640106038226
1.8040687938255104,1.7180379449883987,1.6157696626428546,1.7126254671522545,0.09426617573807067
1.4653979291051287,0.9589511793442633,1.7619656682073308,1.395438258885574,0.4060527477113349
1.6241891917747386,1.390678312339794,2.109341234109917,1.70806957940815,0.36660065241886974
1.3250495506414166,1.2235387456682214,0.8447492556248863,1.131112517311508,0.25313839913064745
0.5603740016177939,1.4901950198519147,1.2706058655309684,1.1070582956668924,0.48600682834073217
1.1459249996037728,0.9552072814916506,1.4918491742223858,1.1976604851059365,0.27203593623548145
1.037530302357046,1.6509703663128947,1.4090440362867553,1.3658482349855652,0.3089928574483201
0.9263878093420533,0.8393536370882243,0.8811418131747356,0.8822944198683378,0.04352853272992208
1.189884737202556,1.0759135175570365,1.3705309681837723,1.2121097409811215,0.14856084157060775
1.4070984298868878,1.0871340513734153,1.184310739261881,1.2261810735073946,0.164040069942534
1.1262215747375883,1.3118471030506553,0.9921485659773198,1.1434057479218545,0.16054052606033112
0.6490792046132915,1.0647558572671216,1.3221957350320919,1.0120102656375016,0.33964398854981953
1.157920904486887,1.0198377782111512,1.6050871806020555,1.2609486211000311,0.30592523358267854
1.6259262559649874,1.840613559664132,1.5155748710014871,1.6607048955435355,0.16528672847534934
1.6266275486979294,1.3937967050716047,1.6065056013808556,1.5423099517167966,0.12900915282560174
2.088903005434815,2.2140591231620217,2.2406293176339913,2.1811971487436095,0.08102561616796117
3.027566737264233,2.490438103181701,2.0892506261797292,2.5357518222085544,0.4707964325791139
2.822995488076481,2.664017612695196,2.5990620512014564,2.6953583839910444,0.1152095004621111
3.141812335477323,3.490950478000407,3.0062882757233687,3.2130170297336993,0.25005388207767393
3.6498798029485866,4.089824141439713,4.026385494924767,3.9220298131043556,0.23781365917194708
3.986559879784287,4.494406358941921,4.546705956200792,4.342557398309,0.3094099010458053
4.8919889447027805,5.33055033993344,4.742409621464332,4.9883163020335175,0.30567400283321833
5.936830443652359,6.429386128410869,6.219164793729083,6.19512712193077,0.24715609014566817
7.067037030454851,7.526439429653524,7.090659249875726,7.228045236661367,0.25868672776385826
7.997848412713471,8.520595908169591,7.407456170609722,7.975300163830927,0.556912323871061
9.283320998579905,9.739741121326555,8.843615730034191,9.288892616646883,0.44808867585070267
9.459987286462463,10.526187136493801,10.01986548828991,10.002013303748724,0.5333240622936318
11.919367528789202,12.375731470057396,11.775351644477308,12.023483547774637,0.31343913731046025
13.370552335099484,14.094508330074406,12.983345992404974,13.482802219192955,0.5640216862169375
13.99856541165545,15.175644298182672,14.429856501166583,14.534688737001568,0.5955006503184209
15.136244893942102,16.402769834547797,15.359113791524443,15.632709506671446,0.6761377949827724
16.726554476514774,18.132996872360707,17.0063538067905,17.28863505188866,0.7445012284804083
18.583682931490912,19.951596865843644,18.135684265122723,18.890321354152423,0.9459941781287615
19.683347767677727,21.611205061940456,19.540520690105666,20.27835783990795,1.1564865677913303
20.427401999525117,21.741379576627597,21.158323333747006,21.109034969966572,0.6583739631737731
21.832244313499743,23.1781873130606,22.626520966747194,22.545650864435846,0.6766059559319634
23.36621384414002,24.432091152803228,23.491382041655655,23.7632290128663,0.5826226833020509
24.764572701579063,25.289608945976216,24.359783058642627,24.804654902065966,0.46620701655576613
25.796453809239857,25.510521041285312,25.701373029963932,25.669449293496367,0.14561500836134594
26.397490789903237,27.390435709418714,26.13314825823489,26.64035825251895,0.6628962113514635
28.446049034603107,27.394814127957602,27.512834539032188,27.784565900530964,0.5758924872352306
28.013162209355063,29.18872965103875,29.090047449002338,28.76397976979872,0.6520964660635791
29.737962977773886,30.053749916916274,28.43223056912269,29.407981154604286,0.8596494934180925
28.88453400356411,30.272177703318913,29.147438219218724,29.434716642033916,0.7370789839146739
31.281733465049022,31.583369146885232,30.89959719261958,31.254899934851277,0.3426748460526713
31.055174004421755,30.901201786793848,31.39998792444072,31.118787905218777,0.2554054601180847
31.675448468069455,31.962773307392013,31.722645687741334,31.786955821067597,0.15408028997657378
32.227269480750124,32.81383350460679,33.28510247983575,32.77540182173089,0.5299626488490751
31.753039108564856,34.76218617615694,32.65414478663855,33.056456690453444,1.54438747390766
33.4511808614934,34.12122262378603,33.66101326972159,33.74447225166701,0.3427288170763853
33.69755400838795,34.86429484029441,33.62706854184187,34.06297246350808,0.694859851986306
33.817503159982856,33.88019217797271,33.635201990859294,33.777632442938284,0.12726862733487276
34.54535286462721,34.49530553608029,34.391724129090065,34.47746084326585,0.07835350593251571
34.73822749440046,34.67406007158425,35.528573661319804,34.98028707576817,0.4759128065724002
35.3702887800007,35.74333858287213,34.973666500473946,35.36243128778225,0.3848961986610937
36.146000810155634,35.785374534669444,36.44793617777133,36.126437174198806,0.331713784182022
34.97873844508979,35.373754676807934,35.00367676941013,35.11872329710261,0.22121535543622398
35.6576330414738,35.42175624308757,36.35920412097987,35.812864468513744,0.4876215006506952
34.961477667388515,37.22730864948075,36.80309630258044,36.33062753981657,1.2045403931346523
35.83144426676325,36.444003732926525,36.02407600772354,36.099841335804435,0.3132292508706112
36.8250237285701,36.75659223066851,37.44568030877281,37.0090987560038,0.37963575521795634
36.09756307711319,36.64255169898751,36.4011829390497,36.3804325717168,0.2730862186223511
37.514296450522195,36.766864447330555,36.91151339643457,37.064224764762436,0.3964268171569561
37.22376904297671,37.813411089359214,36.94460577925556,37.32726197053049,0.4435524278552825
37.057105257651045,37.531931459921445,36.82998491685814,37.13967387814355,0.35818350066293886
37.1615981504583,38.22716288496261,37.24056453113839,37.54310852218644,0.5937227473697364
37.39607994492145,37.750244873677566,37.13600640258185,37.42744374039362,0.30831800238279333
37.719171553564344,37.442762414609106,37.39684815252055,37.51959404023133,0.1743571556803031
37.10148197110705,36.679801208504706,36.813034170193426,36.86477244993506,0.21554884267884855
38.61705616311116,38.426119407780845,39.17574208509902,38.739639218663676,0.38955550787899185
38.44124327756129,37.78676868389707,38.16700764298538,38.13167320148125,0.32866493653155765
38.43291513308697,39.481612792634415,37.378772108682924,38.431100011468104,1.0514215170521586
39.0542084809406,38.62106200585344,39.9320068923275,39.20242579304051,0.667922452495583
38.97348451730039,37.77618519796311,38.256634886735455,38.335434867332985,0.6025267568564974
38.88038246947942,38.279368883671836,37.795404472653544,38.31838527526826,0.5435402676057938
38.260165738983936,38.359968006260395,39.46320909162442,38.694447612289586,0.6676344675196119
38.57562026064213,39.085977352060326,39.15720111944776,38.939599577383404,0.31722060702577093
38.478105683862154,39.52773745767381,39.85908556606347,39.28830956919981,0.7209512078466394
37.81014612342963,38.60919660819062,39.279962850716885,38.56643519411238,0.7358408162461706
39.13762065976219,38.88149049980119,38.71194449733015,38.91035188563118,0.2143006848093067
39.41899892360743,38.52424753837769,39.47319960266827,39.138815354884464,0.5329208470468093
39.375988480966015,39.762920982214915,39.9446212600218,39.694510241067576,0.29042353809982724
39.601643568966985,39.21173595431038,39.21454762330981,39.34264238219573,0.22430601292058894
39.41073995839788,38.96478124973519,38.46727458098193,38.94759859637167,0.4719673317912115
38.94180439143301,39.18040628209901,39.99547908517144,39.37256325290115,0.5524950824460663
40.034729335390686,39.46313218681909,39.856746822461574,39.78486944822378,0.29249887650944073
38.90608878705553,39.2853675544216,40.19820858931899,39.46322164359871,0.6641667363155902
38.97224781343157,40.42655119178944,39.43454504053548,39.61111468191883,0.7430559923514933
39.8679812005856,39.84540842940699,39.127121042514126,39.613503557502234,0.4213707935587017
38.87539751117311,40.59466240068933,39.13942942987002,39.536496447244154,0.9258588457727216
38.16592875825467,37.96300683649438,39.52334602551851,38.550760540089186,0.8483726901742904
38.96947098379939,39.27932961381805,39.2882526669807,39.179017754866045,0.18152766226606515
39.85401251659669,39.864060427189976,38.97734874037915,39.5651405613886,0.5090674402876615
39.89492872328255,39.507601048834054,39.52660478985355,39.64304485399005,0.21834467763264476
39.41414206492272,38.417343307613386,39.7443264824706,39.19193728500223,0.6908345024339514
39.59522184174343,40.32961730937793,39.26017734927928,39.728338833466886,0.5470059937313992
39.795795167089814,40.60071370459541,39.46376065953174,39.953423177072324,0.5846370658948777
39.14865934802971,39.35229426969418,39.121141694458004,39.207365104060635,0.12626421742896957
40.34853792266647,39.9695046057557,39.828722378434165,40.04892163561878,0.2688537678378109
39.39898912830062,38.919893935544295,39.83059137554732,39.383158146464076,0.455555069993133
40.53668542647743,40.78541319787819,39.78273034923963,40.36827632453175,0.5221249304066027
40.75795635783893,40.453810917882954,39.93835909744413,40.383375457722,0.4143136286048642
39.84023653594642,40.788308741437376,39.63587205286178,40.08813911008186,0.6149140956190593
40.55293042705517,39.065278019364314,39.19695934570051,39.60505593070667,0.8235196042277114
