D10,E10,F10,mean_HdhQ150-2w-65,std_HdhQ150-2w-65
2.830799219780306,3.136361363461416,3.106961739792309,3.0247074410113437,0.1685715965508724
3.1002436232296042,2.852744099619723,3.0855640297867817,3.0128505842120368,0.13885041383551264
3.0966804131725416,2.3280451195602576,3.123955527148715,2.8495603532938376,0.45185128883599146
3.037990664754211,2.7699263059035375,3.3180537254747073,3.0419902320441516,0.2740855968950528
2.4591876199973393,2.1896707152460047,2.5315302928086245,2.3934628760173227,0.18015770638874223
2.1177020835934686,2.5803283831026027,2.106055112626418,2.2680285264408298,0.270522297299871
1.6093193684511522,2.200141490044417,2.1738011767027268,1.9944206783994318,0.3337674597974545
1.3416114511490473,1.5237159591684823,1.491476582035852,1.4522679974511272,0.09717766095715236
1.374616086879913,1.5088230083986183,2.335848276864469,1.7397624573810002,0.5205685378390064
1.1945977487938348,1.16990361130475,1.3681086433102754,1.24420333446962,0.10801316714065966
1.1685834378998707,1.4109736457788988,0.9420128306029169,1.1738566380938955,0.23452487399601152
1.0301209167606085,1.0658679752004634,1.428915019016831,1.1749679703259677,0.2206497013387405
0.9287088184555439,0.8811044228621954,1.2916349579984543,1.033816066438731,0.22454282498838657
0.9312294680756535,0.9809189155427396,1.1631135977955631,1.0250873271379854,0.1220888972885137
0.49456348953388396,0.7579503611709236,0.6346379016728456,0.6290505841258843,0.1317823001230231
0.6123728446588885,0.8531181043427168,1.3500757761073854,0.9385222417029969,0.3761938380351499
0.6864611805000462,0.8109611443046049,0.7538533753295343,0.7504252333780618,0.06232073783872979
0.7403281378673205,1.380381926677983,1.129251667472898,1.0833205773394006,0.322489475678447
1.264229021746825,0.7518637747279074,0.9556071434326892,0.9905666466358071,0.25796542740519657
0.6986740699470624,0.8444046331299344,1.151266493185667,0.898115065420888,0.2310272349657263
1.2306098613322527,0.8441055772391457,1.5076476845845994,1.1941210410519991,0.33327257246763475
1.6644774102452105,1.5783369861006438,1.6657101166517252,1.6361748376658598,0.05009284077122336
1.121603807227694,1.61030323769659,1.3336493528377567,1.3551854659206803,0.24506047510807655
1.7728399978826876,1.8507197323249662,1.8392672937913406,1.820942341332998,0.042049568025728165
2.243404719530072,2.5469725080954313,2.011744574188934,2.267373933938146,0.2684178230631484
1.7126849519422929,2.5176158881065636,2.1553315167710116,2.1285441189399563,0.4031335095356025
2.7829671807384937,3.4507787727133117,2.985737744670368,3.0731612327073914,0.3423817026206349
3.3185931180059116,3.6968463797093065,3.2415076420009745,3.4189823799053976,0.2437044202368865
