G11,H11,I11,mean_WT-1.5mon-14,std_WT-1.5mon-14
3.2165447547021873,2.951188499268407,3.1391716699149805,3.102301641295192,0.13646624063217033
2.815291401315191,3.1374230506091783,2.8166715714323907,2.923128674452253,0.18558565665684493
2.440117750219236,2.911094052060604,2.8440697943784694,2.7317605322194365,0.2547836278081319
2.9670007681314527,2.455622285633013,3.4970088544854656,2.973210636083311,0.5207210561246353
2.1202795651809865,1.9396731211784561,2.0661450015453524,2.042032562634932,0.09268618660008816
2.0946426194190058,1.637794131175358,1.7365651502483699,1.8230006336142448,0.24037669373536585
1.5788180001650047,1.3805373535360312,1.5971993786935998,1.5188515774648785,0.12013570316493083
1.623710223018203,1.130992766738475,1.2104318178051645,1.3217116025206141,0.26453736181384485
1.6223251021250396,1.3008610034452148,1.3001966310604507,1.4077942455435684,0.18578946866507592
1.4709847303612589,1.1882695840995565,1.0964216000594873,1.2518919715067676,0.19521844374933023
1.5043635508523494,0.9614250270941068,1.0515734829507561,1.1724540202990708,0.29095470159014086
1.1701867314508068,0.9452752898611592,0.8605419752055411,0.9920013321725024,0.16002331405176112
1.1341918305240066,0.9707100737254198,0.39729889470321744,0.8340669329842146,0.3869836051428549
0.5974179741720996,1.0898864851735979,0.4869348307047454,0.7247464300168144,0.32100946428030935
0.9061352579640171,0.1661566233150574,0.8324688684242404,0.634920249901105,0.40762873726533816
1.3640574418142748,0.8533772653487495,0.8169293754058572,1.011454694189627,0.3059062526243302
0.8045064281659446,1.1482225868984932,0.614795941731233,0.8558416522652236,0.27039318661643813
0.6973232850894794,0.7523160287284362,0.47059390607977913,0.6400777399658982,0.14933059942553037
1.4573008017087166,0.8767195705431663,0.7629339860294442,1.032318119427109,0.37241710485722146
0.578984877790033,0.606028436374414,0.5732275851319335,0.5860802997654602,0.017513786578431955
1.3035964451056092,0.7261174140056981,0.8884220039972652,0.9727119543695242,0.2978239490711609
1.1116841232003654,0.9686970043480949,0.588190800466887,0.8895239760051158,0.2705782530976632
1.1578547762218419,0.9697558686199965,0.6036546520288468,0.9104217656235617,0.28182414064035827
1.7123911282400217,1.1925307729051462,1.2760699583478265,1.3936639531643316,0.2791683326863989
1.9406218372635675,1.4778857687558318,1.3710000860393787,1.5965025640195927,0.30277003312070305
2.2024110444401406,2.184758381325728,1.7490852789700881,2.0454182349119856,0.256783604834313
2.6945529570494715,2.2350478549163695,1.7667614208450013,2.2321207442702806,0.46390269415655855
3.0134073407696254,2.3328352943566846,2.3430577286719605,2.5631001212660904,0.39001098509347953
3.5391163194094926,3.113243641113064,2.2466239086305175,2.966327956384358,0.6586518972832236
4.745825507568821,3.5337735864961806,2.890297126405117,3.723298740156706,0.9421710201595744
4.707975641247085,4.366368027161213,3.844823671133167,4.306389113180488,0.4346906181062743
5.398123284934308,5.360141059301482,4.054250528325129,4.937504957520306,0.7651564888215219
7.1898319954167285,6.29158046824641,5.704053901994141,6.3951554552190935,0.7482846845742659
7.951779731848391,7.6002508983980785,6.4336312508935,7.328553960379989,0.7947063118867967
8.989277261692271,8.69227932249741,7.620576568505763,8.434044384231813,0.719964832049513
10.703607027838556,9.449245252607056,8.615592172389377,9.58948148427833,1.0510476486102491
11.626846868903137,11.77493677412139,10.236192476505538,11.212658706510021,0.8488800732501995
13.397264768446904,13.014790831853675,10.993832420011747,12.468629340104108,1.2914492032901321
15.427541934219228,14.550694756638146,12.383413714736122,14.120550135197831,1.5669867423430455
16.59866746137141,15.939281267401881,14.329181283329111,15.6223766707008,1.1674601794660773
