G18,H18,I18,mean_HdhQ150-1.5mon-73,std_HdhQ150-1.5mon-73
2.7884012459371306,3.049737697818265,2.907226104423151,2.9151216827261823,0.13084701138356036
3.645620393342994,3.142501874530238,3.0214772511428447,3.2698665063386922,0.3309909025421185
3.0622352588483563,2.8979295138248338,2.363408064382564,2.7745242790185842,0.36539225623215077
2.7316554245726192,2.662635650154414,2.4850656393065744,2.6264522380112028,0.12721462193919633
2.0001568018735316,1.7805935401524837,2.2008372662443274,1.9938625360901143,0.2101925561626847
1.6751859847815385,1.7083058849880033,1.9805890354615392,1.7880269684103602,0.1675838422930104
1.5721634669653137,1.5699911467951064,1.8799012133082513,1.6740186090228903,0.17830287379686938
1.0104880758551493,1.4525868401330013,1.6237721158979743,1.3622823439620417,0.31645774593826975
1.492176126367776,1.548147751331853,1.103849461721289,1.381391113140306,0.2419818834222433
1.4036400366571677,1.1916249636532574,1.3677625269818428,1.3210091757640894,0.11347689052305457
1.0268825202062413,1.087384708400344,1.0028169491663594,1.0390280592576482,0.04357249206324143
1.3948342434373844,1.1284272511356694,0.9970852012372763,1.1734488986034435,0.20266052081821517
0.8201975080437437,0.8819147456131036,0.464087859298322,0.7220667043183897,0.22553728674370963
1.0695577788056994,0.4664067179783893,0.641385765045918,0.7257834206100022,0.3103063385475919
0.5661349089236783,0.3099965889359968,0.40582318877021895,0.42731822887663135,0.12941498098524062
1.03318639721374,1.0190559881092833,0.7202651357607022,0.9241691736945752,0.17672735959570202
1.039591377587229,0.5875726588213235,0.30636666991444267,0.6445102354409984,0.3699135489664467
0.6766474425900747,0.29787945894166207,1.1868112149181402,0.7204460388166257,0.44608144376270414
0.8024552984622626,0.6695238722519128,0.4089780976867096,0.6269857561336284,0.2001579260851558
0.6553555155435355,0.5854854012487839,0.4821982180699871,0.5743463782874355,0.08711441207679602
0.7454956620313543,1.1056418530431444,0.8637041798693935,0.904947231647964,0.18358121285982015
1.177520803048345,1.0180904001639253,0.9256844733842238,1.0404318921988314,0.12739600046482355
0.9193177331601117,0.628674578431437,1.388033529210626,0.9786752802673916,0.38314356686634116
1.2330226541879743,1.2285051005160237,1.069486806517115,1.177004853740371,0.09314075333505449
1.4891202925717928,1.4495723933817708,1.3308961740305725,1.4231962866613788,0.08234374400238714
1.4898755117534939,1.701440650859447,2.033498849621373,1.7416050040781048,0.27402821902271013
2.046067946151143,2.2087335126986507,1.9911495302455586,2.0819836630317843,0.11315101145957399
2.4985890438349037,2.521525478471784,2.363625455488057,2.461246659264915,0.08531673094179762
3.0588097369995118,2.9151094229171313,2.3037071748183062,2.759208778244983,0.4009659937077568
3.5907264869614535,3.5232439401089173,3.1890268711555105,3.4343324327419604,0.21510366673155262
3.862458631024353,4.137922402720832,3.856046227147768,3.952142420297651,0.1609221275422907
4.8959817450333905,5.094534930845314,4.380257427219439,4.790258034366048,0.3686885071363862
5.940692122756689,6.029026266737679,5.655183671699075,5.874967353731147,0.1953954462465667
