G8,H8,I8,mean_Q150delta-intron-1mon-31,std_Q150delta-intron-1mon-31
2.8588660708293667,3.3339917099842844,2.529615763967663,2.9074911815937714,0.40438653127938323
3.514959879325487,3.1459211906190108,3.0693717416398005,3.243417603861433,0.23825692027284823
2.702354215759782,3.1200271796185572,3.069143090170643,2.963841495182994,0.22787934442342625
2.560657047194313,3.3553180720173117,3.4857070744283374,3.133894064546654,0.5007003410570956
2.139817775871401,2.4639528484257727,2.6576366949577244,2.4204691064182993,0.2616337805123058
1.6562984050250573,1.942929394971819,2.167448758478572,1.922225519491816,0.2562033543961357
1.6114694605035742,1.882701021216235,1.3613172040962078,1.6184958952720059,0.26076291775831306
1.7490293976752849,1.5186693092538095,1.7301403362175294,1.665946347715541,0.127894854095982
1.0298267122941367,1.829853252155535,1.5346206526054007,1.4647668723516911,0.4045618359193692
1.7067081697941702,0.9530070941484957,1.4048796103633445,1.3548649581020034,0.379331552784604
0.8805961957611692,1.0877166608682656,1.0850600425325347,1.017790966387323,0.11882158145984123
0.9937759261053568,1.2737383637547899,0.765789901366331,1.0111013970754925,0.25441705734669734
1.1211564986724714,1.0652075707325697,0.9634254949176354,1.0499298547742255,0.07996764245652677
0.7177680497464698,0.7677506598643339,0.594283614876288,0.6932674414956973,0.08929117413112313
0.7687074670215874,0.700380259268363,0.6617424830243724,0.7102767364381076,0.054164860801626476
1.2196006357254636,0.949178592618296,0.6528609671548982,0.9405467318328858,0.2834684193139204
0.8201599344321445,1.0432876518741125,0.5872909863101937,0.816912857538817,0.22801567354595714
0.9013933718563846,0.7056030144867175,0.6730456692321374,0.7600140185250798,0.12351553077969556
1.0953522844415504,0.5511216705102158,1.2312096200077411,0.9592278583198358,0.35989901264543883
0.46207177614982764,0.6800133385519612,0.7850915806237561,0.6423922317751817,0.16476334324395742
0.759149061922444,1.1734333595263309,0.8114414868322981,0.9146746360936909,0.22561179521493382
1.1730585054869165,1.0540526150521063,1.0378808375647208,1.088330652701248,0.07382065005828535
0.36964454910538863,1.0138272518547562,0.8795774742607664,0.7543497584069704,0.33985927123419674
1.1909859032426167,1.4943788399296851,0.9415299819773414,1.2089649083832144,0.27686259842056476
1.4307540623067987,1.6083085329453763,1.508881972540987,1.5159815225977207,0.08898988829744892
1.7471466305683316,2.018735155240519,1.9616629963470305,1.9091815940519605,0.14319848069566443
2.3103552225068036,2.439530442913799,1.6810905534287504,2.143658739616451,0.4057690901812672
2.618531175138921,2.8251752145015416,2.4628169507662534,2.635507780135572,0.18177467277435108
2.8040332673914823,3.7361054704768284,2.4878241781944515,3.009320972020921,0.6489675087549128
3.785777043048836,4.11239229946273,3.533360074915129,3.8105098058088984,0.2903073568331417
4.491135974362711,4.960176456822153,4.109722324004976,4.520344918396614,0.42597879033484265
5.020434202615436,6.091465002243571,5.045299246165948,5.385732817008318,0.6113084373337128
6.108370730869679,7.436889186769514,6.220416413675185,6.588558777104793,0.7368086059013383
6.859067104507739,8.119931267843326,7.229844091416211,7.402947487922425,0.6480109559316708
8.75321940271496,9.605932275158901,7.949838756286696,8.769663478053518,0.828169210682778
9.570999754481232,10.983933467953737,9.006798495414609,9.853910572616526,1.0184765943176164
11.181971869631873,12.419601677648343,10.542904011173704,11.38149251948464,0.9541252014940659
12.655460965707746,13.907189341003148,12.043649557831278,12.868766621514057,0.9499050520790409
14.553647979137677,15.642613029634415,13.063578555030201,14.419946521267429,1.2947052812036917
15.212398027588115,16.773987040723608,14.949768711209963,15.645384593173896,0.9861800813830681
16.862558861185246,17.860282803355062,15.139899701336626,16.620913788625646,1.3761959567067887
19.081972984944173,19.445083357384433,17.08435277135739,18.537136371228666,1.2711795414828824
19.922070738119306,21.758835956061915,18.926109288866797,20.202338661016004,1.4370099770750422
21.445770235155216,22.52754690597893,20.057775067358026,21.343697402830724,1.2380457911706166
22.482765478801774,24.308616877266164,20.45477261770078,22.415384991256243,1.9278054859924723
23.46960758406493,25.23725252297223,22.932719399818904,23.87985983561869,1.2057978318758091
24.97682795253232,26.18878178218182,24.619364132644208,25.261657955786117,0.8225655218492985
26.22109917802668,26.73895405595038,25.069386952268246,26.009813395415105,0.8546021529780553
27.05395755818777,28.79707092623176,25.468706683970748,27.106578389463426,1.6648059485127804
28.091854572102047,29.018080918947,27.306091300439434,28.138675597162827,0.8569546486017956
28.75352037691334,28.882703897386357,27.40518567601267,28.34713665010412,0.8183066807037116
29.91313972690056,30.085519948996787,29.01257953575353,29.670413070550293,0.5761835253370993
30.465825172055087,32.13218915025175,30.076297875416902,30.891437399241244,1.0920309333683196
31.46711258357432,31.976651300270287,31.292610359628366,31.578791414490993,0.3554323044895567
32.705225183949175,32.94176830462627,31.3434652273407,32.33015290530538,0.8626427953506691
32.772045619339096,32.83814878849371,31.537487426239203,32.38256061135734,0.7326007940190564
33.38042159443443,33.73098696380444,32.469958111129365,33.19378888978941,0.6509011189513274
32.89525781629054,33.87057490205969,33.027073282002235,33.26430200011749,0.5291681707853001
33.730413900568564,34.766637956167045,32.473663562536196,33.65690513975727,1.1482532586057397
34.16357705242123,35.03116848547037,34.46198043310144,34.55224199033102,0.44078235582903474
34.50857893171626,34.785202549386725,34.97957853967662,34.7577866735932,0.2366936424132446
35.10104606746593,34.80240543018696,33.84066560162904,34.58137236642731,0.6586208629568576
35.03094522835582,35.31475348871489,34.58642060816127,34.97737310841066,0.36710989533169536
35.53712104324233,36.13010966918881,35.6669879205972,35.77807287767612,0.3117110495192499
35.720755788312964,36.06917420208327,36.74627257387799,36.178734188091404,0.5214630497642979
36.10921845556641,37.18878282677975,36.19636624582382,36.498122509389994,0.5997144652660769
37.49847141892084,36.89213239084286,37.23026860863826,37.20695747280066,0.30384093047706345
36.34628175923315,36.781717276796364,36.05151724879957,36.393172094943026,0.36735139568112235
38.124232200008755,37.654310576946955,36.27608064003546,37.35154113899706,0.9605561131840787
