A17,B17,C17,mean_WT-delta-intron-NB44,std_WT-delta-intron-NB44
2.931623618371861,3.0837049920381094,3.5500371121339636,3.188455240847978,0.3222394657487806
3.1078660399778353,2.548646169957416,2.853674406199519,2.8367288720449237,0.2799947840625823
2.752701264150457,2.095910081459628,2.7079298905264313,2.518847078712172,0.36695762249583325
2.6091742612822837,2.632018223519792,2.545529137739432,2.5955738741805026,0.04481984367185295
1.7210104688725878,1.5459432270796378,2.2997623033655974,1.855571999772608,0.3945135031171583
1.8358288001130656,1.7678836573907273,1.6438656050761193,1.7491926875266373,0.09733694739431377
1.5219683117261504,1.730267001066721,1.4970430395892174,1.5830927841273628,0.12806445602336333
1.25061347992552,0.8345209103728496,1.6617936746802193,1.2489760216595298,0.41363881296774957
1.5503572678153146,1.1316846524654758,1.3928402154932147,1.3582940452580017,0.21146339664208733
0.9322302568909803,1.2400570867956069,0.6952702532324465,0.9558525323063445,0.27316054332167583
0.6662132643742287,0.9362548982702621,1.0912834407596954,0.8979172011347286,0.2151127564309817
0.6181033224460312,0.5512761647105083,0.9092437412938159,0.6928744094834518,0.19033715628799253
0.7102362225116108,0.8269711456207085,0.5398981531111046,0.6923685070811413,0.14436816545947018
-0.0754232514270467,0.40914348464796657,0.7274315597630392,0.3537172643279864,0.4042870408348335
0.6217825934917259,0.4515367491605159,0.6349901909484179,0.5694365112002199,0.10231752330079451
0.5513527139845056,0.2183517567517815,0.9727839967375337,0.5808294891579403,0.37807890894421603
0.1947093406606823,0.5687055434490099,0.5925760419164738,0.45199697534205535,0.22313705517959823
0.15899228452444833,0.3817114545988772,0.06735280153780182,0.20268551355370912,0.16166992418457418
0.767221805692263,0.21369266105101345,0.5460118972810777,0.5089754546747848,0.27861694502042633
0.696515744274045,0.5570043413981061,0.5519097410209135,0.6018099422310216,0.0820571778926748
0.5685597937614116,0.8168684751499526,0.3938701559963702,0.5930994749692449,0.21256420551688743
0.33393568705413446,0.5380619744947551,0.8703378702211412,0.5807785105900103,0.27074037816433233
0.8311996660530878,0.5253249727887669,0.837929320486676,0.7314846531095102,0.17857122501865244
0.5904727659946225,0.9624937286764714,1.4639566743646346,1.005641056345243,0.4383375451168371
0.8623542358981945,1.4636478963799344,1.7817527811409766,1.3692516378063686,0.4669115670800539
1.0799211512585434,1.7509040545941945,1.8188947163232616,1.5499066407253332,0.40843659575580715
