G1,H1,I1,mean_WT-delta-intron-1mon-52,std_WT-delta-intron-1mon-52
0.7405299889423566,1.6148400041398745,0.7896368247439657,1.0483356059420657,0.4912212283825973
1.6359100959907131,1.739906676503739,1.4130449991831373,1.596287257225863,0.16699435930308623
1.8395333473925832,1.9285544701609636,2.0611961778784416,1.9430946651439962,0.11154445552047419
2.517276840820586,2.4967441894594065,1.679117845923115,2.2310462920677026,0.47809429476899634
2.600159663654275,3.0487114120133656,2.9305350944680684,2.859802056711903,0.2324909454401623
2.792810545472814,3.5582561297732127,3.0551365847800858,3.1354010866753708,0.38898396924503
3.86119634999645,4.309648696461756,3.3281385353225246,3.8329945272602437,0.4913624489204719
4.6033576248860895,5.146458208090218,3.5409985428037074,4.430271458593338,0.8166053514010975
5.640015750638404,6.037695282647226,5.2876530049546995,5.655121346080109,0.3752492356311796
6.449495662477391,6.780874288924374,5.744750977278619,6.325040309560127,0.5291547319889166
7.279372558943215,7.9548718524814115,6.58477769513153,7.273007368852052,0.6850692568892163
9.087674943911964,9.402710104788321,8.117405331247324,8.869263459982536,0.6699102719439439
10.274524013485333,10.733143348221455,9.617397999322225,10.208355120343004,0.5608080444433076
12.139901790674203,12.4717101295379,10.600045252802756,11.737219057671622,0.9986978473466426
13.286956460829128,13.523967940546889,11.572667771994539,12.794530724456854,1.0647795153596078
15.106154318117282,15.605488340416459,13.026560290413844,14.579400982982529,1.3677789583223094
16.022857562890678,17.043081051962645,14.58188258195197,15.882607065601766,1.2365788000317905
17.89209906627776,18.492836474915606,16.694368328234273,17.69310128980921,0.9155992600130347
19.622987149125894,20.126323179507263,17.651943044846977,19.133751124493376,1.3077282510326964
21.171925723144945,21.00270690470903,19.382219022003923,20.51895054995263,0.9880676480396811
21.559928765838876,22.547907555336323,20.72695288134249,21.611596400839233,0.9115761841803969
23.397859563081823,23.628053639712665,21.29737893324525,22.774430712013242,1.2843320427756444
24.538608487301904,24.415272448436653,22.880639569642366,23.944840168460306,0.9236856232041787
25.907509800316657,26.554032827465214,24.836915242232756,25.76615262333821,0.8672425202854874
27.615004559481665,27.65667688921736,26.109751696061462,27.12714438158683,0.8813342460081692
27.59493717915924,28.8201775619583,26.8897170001831,27.76827724710021,0.9768339569792249
28.192584979476106,28.705961107779743,27.74965949680898,28.216068528021612,0.47858311772934004
29.241927642236483,29.39879749659095,28.45088895318816,29.030538030671863,0.5080815166605467
30.352464834909714,30.347652525224834,29.128558937336674,29.942892099157074,0.7052373099967367
30.787569574795704,31.764462227524902,30.192235590582754,30.914755797634456,0.7937924167801018
31.001919282779816,33.1797448652611,31.26840317485574,31.816689107632214,1.1879369364524002
32.46640101669176,33.113583889591844,31.767184334712734,32.44905641366545,0.673367334213111
32.19253162372877,33.614914755534315,32.248142145026826,32.6851961747633,0.8056398774222318
33.43879221501392,34.02883095474258,32.15836574718771,33.208662972314734,0.9562319929950562
33.97201312905144,34.14929080250848,34.1270160137466,34.08277331510217,0.09656555112508486
33.46425482377346,33.97568672664994,33.25655584443909,33.56549913162083,0.37010149127091907
34.95165100565196,35.920889062962054,34.148653585664604,35.007064551426204,0.8874162735376142
35.36616919587864,35.4969744784875,35.37963255760906,35.41425874399173,0.07194953145887677
35.923585916875055,36.092665118779784,35.0798306184439,35.69869388469959,0.5425778753964001
35.697790539814484,35.59809134015584,34.3714364799764,35.22243945331558,0.738674169087581
35.458690696926595,35.94847070552781,36.32870254363277,35.911954648695726,0.43615389503843266
36.77756144123208,37.82309613908581,35.51627988714898,36.705645822488954,1.1550883936800576
36.407223112966186,36.380834325657624,36.70354908428231,36.49720217430204,0.17918810637904517
37.28232800635318,37.452090293856074,36.74972731868706,37.16138187296544,0.36646884261578466
36.46507693910466,37.14831249136873,35.9126212388432,36.50867022310553,0.6189979795601207
37.2603651309919,37.16545289665873,37.02683918567586,37.150885737775496,0.1174425109250666
38.42640290317752,38.16066447822137,37.59008544167497,38.05905094102462,0.42731804000035156
37.30030574803605,37.88697800234599,38.33902087330824,37.8421015412301,0.5208096585500508
37.28109018159262,39.27474445674212,38.52194289947963,38.359259179271454,1.0067342433934843
38.53427670929675,38.919091678600275,38.00451416175292,38.48596084988332,0.45919911289527887
37.47505884598535,38.31202686719026,37.67170236330292,37.81959602549284,0.43764514005855987
39.637755462205774,37.796759129452596,38.756400935232804,38.73030517563039,0.9207755512634895
37.81676615286441,39.38489914648385,38.61455870934349,38.605408002897256,0.7841065444126952
38.4337892906021,39.14578698902347,39.090104659506814,38.88989364637746,0.39597792611841837
37.37897728473736,40.4030524488517,40.30750913423989,39.36317962260966,1.7190335422716905
38.522429174021205,39.83493614544959,40.038960775365574,39.46544203161213,0.8230197139737477
38.86414184934218,39.590457186878595,38.68447799804769,39.04635901142282,0.47968937164191777
38.858674333705096,38.940921651201656,39.8944003413579,39.231332108754884,0.5757045823374269
39.725836072680956,40.077573270782366,40.005023079523916,39.936144140995744,0.1857094377290323
39.4245640369479,40.22337599967127,39.6207769505787,39.75623899573262,0.4162782869733336
38.59925476349233,40.374055335796626,41.00320307633563,39.99217105854154,1.246642921456068
39.446911228838225,40.0048906932484,39.12392409131911,39.52524200446857,0.4456762515962103
38.83548878953974,40.34868011567967,40.22572506046673,39.80329798856204,0.8403989949332131
40.15825614946279,39.74679633923802,40.749322586065276,40.218125024922024,0.5039374272476226
40.14637544819457,39.26180520909713,39.90849569289626,39.77222545006265,0.4577590100540577
39.163617268084245,40.50703303119862,39.73884200627275,39.80316410185187,0.674013706930957
40.65112454809261,40.05524219941177,40.003788389726466,40.23671837907695,0.359807209935349
39.75536417502798,39.360849110953914,39.46843015700247,39.52821448099479,0.2039391036357526
39.832097214447835,41.002102728147285,40.856796559305074,40.5636655006334,0.6377088588770444
39.472516969788664,39.47227274429626,40.27528421086648,39.74002464165047,0.4635484006438871
39.45326104838347,41.43960877799252,40.0225344629447,40.3051347631069,1.0228839244848755
40.72915189860136,40.18804481324447,39.87496100343789,40.26405257176124,0.4321381791291996
40.628284032966334,41.96939639183602,41.39085375041915,41.3295113917405,0.6726572332952709
41.0049613133596,40.83674311141121,40.91663661551817,40.91944701342966,0.08414430829832256
40.94405508338629,40.56047082136148,39.7185715553747,40.40769915337415,0.6268627092606903
39.859794610932305,41.48243317637388,39.935070877296205,40.42576622153413,0.9158741284462381
40.76890774390456,41.02825204152063,40.750119547925415,40.84909311111687,0.15544031277182402
40.05042076058046,40.3908333545404,39.87982031844645,40.1070248111891,0.26016647492224737
39.947530907202385,40.479219247712905,40.44793869284947,40.29156294925492,0.2983507210436551
39.452945613754586,41.39638962848149,40.74479255524251,40.53137593249286,0.9891428869197072
40.948259215216574,41.753594018158005,39.668309923014306,40.79005438546296,1.0516054466780047
40.52893854431366,41.03814187888774,41.38825760910261,40.98511267743467,0.4321069149325212
41.384530917446654,41.06915929603968,40.30588912500037,40.91985977949557,0.5546032711165362
41.200579725550455,41.54929428485452,41.43863341121671,41.39616914054056,0.17819335476021525
41.024461324387715,40.99283364582266,41.05677412697199,41.02468969906079,0.03197085232904269
41.1863701562792,40.98781890729956,40.68312364204024,40.95243756853967,0.2534820365878963
40.529080722385515,41.76914981318867,41.547454458752895,41.28189499810903,0.6613124888011997
39.31168725426568,41.120530797477905,40.13834735412041,40.19018846862133,0.9055354034048938
40.75815027790495,40.657191907170265,42.188415160378995,41.20125244848474,0.8563969949568766
40.71206976522505,40.80424911535675,40.88946290719602,40.801927262592606,0.0887193606535612
40.221197806190055,41.05171060136833,41.01844329304312,40.7637839002005,0.4701876545709545
40.92498652624161,40.6344014974366,41.07803096340989,40.8791396623627,0.22534024710553766
40.7773747341846,41.06168119415482,41.63490772140433,41.15798788324792,0.43680309043727683
40.34436842258716,41.66179432082306,41.14442257066733,41.05019510469251,0.6637483414997699
41.09903184690941,41.560217437299144,41.06450885717855,41.2412527137957,0.2767703566762694
40.03719383673994,41.379475010489685,40.94510713474479,40.78725866065814,0.6849210121826915
41.1157484123121,41.512975706166316,41.12837235822178,41.2523654922334,0.22578331140100436
40.38230575333931,41.135013749841015,42.523873821503,41.34706444156111,1.0864173091123046
41.789816479434606,41.421362468474285,40.62558298449678,41.27892064413522,0.5950438325657748
42.270245102316366,41.16997694038299,41.42527588648365,41.621832643061005,0.5758675420252652
40.58756320295918,41.12607799599747,40.7469920473048,40.82021108208715,0.276623057374312
40.744086125895805,40.98837371304291,41.080962675583244,40.937807504840656,0.1740378076490678
40.84775269091951,40.39531444892908,39.690724414637465,40.31126385149535,0.5830754541444672
40.5111015846569,40.5947432949616,39.93047742109496,40.34544076690449,0.36179402662253934
41.68924344181016,41.80147944002052,41.12070001970346,41.537140967178054,0.36498839279313694
40.52820477124527,40.30550771131875,40.867377372984436,40.567029951849484,0.2829397907007626
39.09461593727634,41.139528458814965,41.46653796649951,40.5668941208636,1.2854711556193266
39.626210929141145,41.31125056828955,40.853426024690016,40.59696250737357,0.8713035051927027
40.81971829636561,40.87460431448305,39.68435684138465,40.459559817411105,0.6719061387399287
40.552563079921185,39.58275823334844,40.004350033049,40.04655711543955,0.4862781492746067
41.838000212043994,40.693644708247525,42.06347822120654,41.53170771383268,0.7344877699130192
40.471982990319646,41.30993881717263,39.91131854451655,40.564413450669605,0.7038765582625427
39.872992674357214,40.950025525360324,41.499038043581635,40.77401874776639,0.8271878112093386
41.26189876165039,39.0756943115786,41.39651646427541,40.57803651250146,1.3028064123154788
40.95197282815632,41.10329544898084,41.14707751378518,41.06744859697411,0.10237288306811376
41.461802624488115,42.47519697754123,41.01786343177437,41.651621011267906,0.7469796053936897
41.441452155146706,40.04624115004861,40.75421305851751,40.7473021212376,0.6976311761792732
40.40337831140873,41.43469385109404,41.04077548512598,40.95961588254291,0.5204258798500325
39.63595128792932,41.47738425357214,40.63378160909591,40.58237238353246,0.9217922884759886
40.08263975218183,41.686579828025536,40.065410218838764,40.61154326634871,0.931048828424834
40.08497083949794,41.22860579363359,41.27735838327888,40.86364500547014,0.6747920393081499
40.97235754141513,41.83529011220675,40.35936370443368,41.055670452685185,0.7414819425843736
40.58128411647443,40.72348521817751,40.95884073091056,40.75453668852083,0.1906840177728065
41.172777660705655,42.04106813868304,41.32707742235047,41.51364107391306,0.46323491405530054
39.74537853784228,40.95086475846236,41.66253202226161,40.78625843952208,0.9691185690521033
41.54509493760454,41.2613204231664,41.784972246267,41.53046253567931,0.26213238706562286
41.31463033979084,41.52201982314425,41.41599838210156,41.41754951501222,0.10370344237959724
41.447269562349256,41.08605288983572,41.12896045765691,41.22076096994729,0.1973318820363821
41.65436937191394,40.31898662876967,41.23711793772732,41.07015797947031,0.6831679796490484
41.13867782756629,41.549108983356504,42.0275924932217,41.5717931013815,0.44489127617008234
40.26855622360142,39.437072729170644,42.105715343830525,40.60378143220086,1.36553846762187
40.642151689701116,42.05170112677746,41.21825597165484,41.304036262711136,0.7086791217757415
40.60726268401464,40.20574978910651,42.546080782303115,41.11969775180808,1.251490936226669
40.60505449314932,41.88484584853022,41.47963331925254,41.32317788697736,0.6540834847656923
40.914632507663725,41.53000016869357,42.06391905675487,41.50285057770405,0.5751240893916991
39.99217544090444,41.393094987298404,40.829468124071624,40.73824618409149,0.7049006849319076
41.31252538473326,41.53387280469127,41.92917148007254,41.591856556499025,0.31238548034371194
41.18983941992696,41.144422102041524,41.73027397908424,41.35484516701757,0.3259229631190725
42.61730233660821,41.38118787295827,42.267221550283836,42.088570586616775,0.6371278262056387
41.56250962451206,41.09163354168645,43.23098861324041,41.96171059314631,1.1241579473387215
40.84495239530433,40.08154976445979,41.17846956070893,40.70165724015768,0.5623240933547075
40.78766299954417,42.0682447085309,42.110206668496936,41.65537145885733,0.7517504102385109
40.43940279909485,41.13713672424355,40.545598375932265,40.70737929975689,0.37594940891164197
41.00333733007556,41.172965085162254,41.07983713818595,41.085379851141255,0.0849496031427841
40.17962168917321,40.44168135898239,41.321620813802234,40.64764128731928,0.5982099290581572
41.25120399389451,41.95031243043206,41.890777054602964,41.69743115964318,0.38758886443349416
41.28481162060948,40.547117491885935,41.247775635079705,41.026568249191705,0.4156292669758104
40.71529370406567,41.556180778728724,40.87272612933401,41.04806687070947,0.44702466349567027
41.35147499176654,41.39369327288641,42.08786537988673,41.61101121484656,0.4135069731604267
41.68437949893697,41.6058381387427,41.569451309010915,41.61988964889686,0.05873845344515995
41.29756888378936,41.712029303267144,42.28630332692049,41.765300504658995,0.4965151714013929
40.334986728490655,40.65835455759717,41.9829630809874,40.992101455691746,0.8732106037995261
41.469002879470985,41.465740844655556,40.961903959083685,41.29888256107008,0.2918365876056511
40.75309881133939,40.46519508830206,40.13273024571906,40.450341381786835,0.3104509039290872
39.99462041223944,40.73911531558117,41.585035224696874,40.772923650839154,0.7957462356622806
40.427435836176635,40.93497459115065,41.6328186269163,40.99840968474786,0.6051899919674807
40.25026558479303,41.60006290534741,41.71404896637404,41.18812581883816,0.8142079399511412
39.99312738993231,41.08035789412512,42.54600175981149,41.20649568128964,1.281103018148647
39.76309226981908,41.88108771230317,41.69492219038477,41.11303405750234,1.172783664188708
41.12121900527826,42.578500457076665,41.28272947486531,41.660816312406745,0.7988301133410508
41.314830121277275,41.01495399489404,40.84783088044056,41.05920499887063,0.23662351161754494
40.92865587513021,41.74156399421084,41.47306279037863,41.381094219906565,0.41418421744775513
40.84790229830606,40.88736848689001,40.800568700760834,40.8452798286523,0.043459276665993606
41.4039802805541,41.65865465271399,41.45697952869384,41.506538153987314,0.13437560033165397
41.49422031844576,41.02596356896088,42.107994804215174,41.54272623054061,0.5426440049863229
40.23010107347369,40.818433159225,42.108475959973674,41.052336730890794,0.9607841662865628
41.316538499896744,42.68555272291294,42.256595797608874,42.086229006806185,0.7002275474882887
41.05741278103874,41.821382382236436,41.276998735640994,41.38526463297206,0.3933236787713347
40.78001029638241,41.69005218061155,41.646044239743105,41.372035572245686,0.5131808844458409
39.940582817442674,41.89161984424335,41.00221213828994,40.94480493332532,0.9767845516659206
41.649010199550894,41.142736950462414,42.52924160233552,41.773662917449606,0.7016070926637582
40.392122881583134,41.51132372683739,41.534502848379795,41.14598315226677,0.6529650057279303
40.54071983802318,41.35302271455296,42.09182869136517,41.328523747980434,0.775844583825472
40.66233773035562,41.61755633529196,40.35109966038994,40.876997908679165,0.6599525524379716
41.7491259007098,41.40276854533705,41.209391546263554,41.4537619974368,0.2734566555419045
40.72645650972597,42.0820892215523,42.16509487019723,41.65788020049183,0.8077035676636996
40.84444869964918,39.754794708808575,40.98482123285552,40.52802154710442,0.6733022498220539
42.02446061520968,42.65346822248615,41.780864009460736,42.152930949052184,0.450264364741014
42.163188488742435,42.23019222685416,41.90239859378028,42.09859310312563,0.17318079960890767
41.95311354063639,41.77799281662941,41.09564746627023,41.608917941178674,0.4530471855157452
40.87476649212752,40.20013950369338,40.46652626236206,40.51381075272766,0.3397900243573673
41.923617019851,42.27053119354853,42.182454216713175,42.125534143370906,0.18032548915787508
41.43444490608063,41.57226483826131,41.74110049762532,41.58260341398909,0.15358898908276303
41.806564701710435,41.25153747484694,42.37390878172598,41.81067031942779,0.5611969170433594
41.047616457149985,41.05472105781686,43.68204576786267,41.92812776094317,1.5189417039784647
40.69597137725394,41.454182657526026,41.652412050771595,41.26752202851719,0.5048032619805539
41.07391258805471,41.74158898330499,41.85332307928367,41.55627488354779,0.4214571925309357
41.02484829155337,42.90471175133776,42.135276282925716,42.021612108605616,0.9450721217193087
40.8074739293478,43.2857406773689,42.518938953920404,42.204051186879035,1.2687857376093858
41.02650189455769,42.476865150407235,42.22563987877153,41.90966897457882,0.7750913511979692
41.90704086753758,40.76314468255441,40.61509166850637,41.095092406199456,0.7070538534257415
40.3020771730365,40.851158706297106,42.248821646343686,41.13401917522577,1.003723589814408
40.71319982732027,42.33012792981719,41.71779832130271,41.587042026146726,0.8163559448569375
41.636311213348854,42.208042450167035,42.299856224044106,42.048069962519996,0.35953635825549884
41.29347753729199,42.956289261248166,41.95151392525081,42.06709357459699,0.8374095168069001
42.48289507322255,41.81087953949582,41.976391768915,42.090055460544455,0.35012968381534326
41.066915383693406,41.61897733649652,41.18213140170311,41.28934137396434,0.29122771768392564
41.8775780652581,43.04614353988253,41.502360674954396,42.14202742669834,0.805149974902839
41.26672836432409,41.54541769354495,41.366115560495224,41.392753872788084,0.14124140793957105
39.99411372689796,42.336409604046274,42.20778963854971,41.51277098983132,1.3167671341494902
42.758229180190355,42.01858907187731,41.632409896141546,42.13640938273641,0.5720825852289543
41.56909415059894,43.44972632588966,41.29926608161179,42.10602885270013,1.171470858064883
40.65972338959946,43.4243792349755,41.30922230481049,41.79777497646182,1.4456290224591524
41.02463510461415,41.66031320829956,41.1733172225877,41.2860885118338,0.33250516632819793
42.23952931244588,41.27855747752082,42.28253350487054,41.93354009827908,0.5676389832129612
41.75694032948979,41.83045169890474,41.22636944722276,41.6045871585391,0.32960196938632047
41.26913284014249,41.45508317044641,41.793670459950334,41.50596215684641,0.26594441541652747
42.043451329659376,41.343284084463214,39.878813626446316,41.0885163468563,1.1045786738104653
41.45577710349132,42.140735843518925,41.25511899571228,41.617210647574176,0.4643542743919858
41.457240712962445,40.878940762849005,41.81492748902007,41.38370298827718,0.4723067177227343
39.708576331202636,43.06330936601557,40.87355179071566,41.21514582931129,1.7032537389124816
41.3013917055396,42.3727709550364,41.74374762115319,41.80597009390973,0.5383930730888313
42.02820149694883,41.17785509710599,41.73186701306816,41.64597453570766,0.43163107879503243
41.69655522271694,41.65564940145138,42.33289123361827,41.895031952595524,0.37974844836637106
41.80487481605454,43.16676258847447,42.11711625632329,42.362917886950775,0.7134412431175198
41.56260379974107,41.37477271618567,41.925192042803076,41.620856186243266,0.2797952182907916
40.930919608801425,40.9977194299736,41.98844172147429,41.305693586749776,0.5922198203619281
42.176317720274234,42.20522363117928,40.9757328402659,41.785758063906464,0.7016512916839688
41.76002259323038,42.58677263209466,41.82422836303468,42.05700786278657,0.45991154401588696
42.702968229563396,41.951487117776246,41.7397530024653,42.13140278326832,0.5061848757573657
41.23602615876331,42.03204479395003,41.37149723535714,41.54652272935683,0.42589536221178487
41.90435777573441,40.98633321042144,41.367984771761286,41.419558585972375,0.461180191859675
41.074214662892075,41.11066572042206,41.328476809526435,41.17111906428019,0.13748914462785813
40.68870778195567,42.42949594378248,41.80669270940921,41.64163214504912,0.8820541925070375
41.18474912109523,41.438703511064126,42.40384962895208,41.67576742037048,0.6431959148548099
40.748924215481715,41.23984826861013,41.75314445763,41.247305647240616,0.5021516534445736
41.98850684824655,41.76431529810432,41.031933785843584,41.59491864406482,0.500279347693448
41.475776214955964,41.333528043775836,40.3802754279811,41.063193228904304,0.5956854687369495
41.47976525145104,42.40220966585004,41.424945625324604,41.76897351420856,0.5490831591493595
42.21216001644699,42.329122079838484,41.33871402761803,41.959998707967834,0.5412171667604571
40.68799462597273,40.965697839925795,41.765389472316485,41.139693979405,0.5593754608018421
41.757520799243416,41.706233907047604,41.679196488339784,41.71431706487693,0.039782879483549215
41.160666669447615,41.87293469333769,41.59746591214451,41.54368909164327,0.35916624880615516
40.878740852397115,42.645490615667335,42.07676106891193,41.86699751232546,0.9018601575397915
41.656525791435726,42.03906548061485,43.90208291588199,42.53255806264419,1.2013670946785298
41.49314678563197,41.778110241988934,42.27528873369539,41.84884858710543,0.3958401720801915
42.1376968557887,42.2345417660804,41.459570208013666,41.94393627662759,0.42225892587455255
40.94513248896111,42.88666917690614,42.114463425696016,41.98208836385442,0.9775139617454656
41.02193446202204,41.90737693315217,41.672132566845484,41.53381465400656,0.45864035603002207
40.59593564698275,41.17010682646207,41.53492596180574,41.10032281175019,0.47336884072024044
41.215164282574506,41.89620428686795,42.471363708644944,41.86091075936246,0.6288429647596924
40.99758863013166,42.088096178421786,41.00551970515276,41.363734837902065,0.6273278562421649
41.761495321843576,41.815316828768054,42.12812680434527,41.90164631831897,0.19797536858139353
42.08751617879008,42.1461901032108,42.541138852168544,42.258281711389806,0.24671193509612188
41.013303216743765,40.93621101572866,42.25365189761081,41.40105537669441,0.7393756977838785
40.88219215156038,42.12401933089689,42.66302900272391,41.889746828393726,0.9132402075507455
41.23680945517448,41.71513095697749,41.5729446162494,41.508295009467126,0.24562683793632742
41.18920556619399,41.64732324551714,42.518178560952215,41.784902457554445,0.6750839465486982
40.49627341365012,40.51110199921611,41.56862455375148,40.85866665553923,0.614886277829428
41.9967510758798,42.418238125026825,42.539465709014436,42.31815163664036,0.2848644802757395
42.68098573167675,42.46643788430664,41.944274485066316,42.36389936701657,0.3789082684062326
41.90687062211967,42.98476472155602,41.799855085384685,42.23049680968679,0.6554030389251663
40.77771252065071,42.819810014729335,40.49588254330002,41.36446835956002,1.2682158861907502
41.59854418217486,42.21851942341976,42.32601761661743,42.04769374073735,0.3926709307458961
43.22580957057544,41.910806042833784,42.1157010924978,42.41743890196901,0.7075258643622963
41.74201785170253,42.54245610547829,41.882607283668456,42.05569374694975,0.4273693278129802
40.041610662905185,41.77333982840648,41.79650211077875,41.203817534030144,1.0065673009286136
41.87715866383272,41.803600854647435,40.79090694948751,41.49055548932255,0.6070286214776189
41.058032254330854,41.767872193497915,41.32367809464917,41.38319418082598,0.3586430094042382
41.91904596912405,42.00685429742009,42.45213472254376,42.1260116630293,0.2858229575976021
41.07012244993726,42.40635896143241,41.65385901247381,41.710113474614495,0.6698921010478003
41.75994065119369,42.07404432270766,41.446793538189866,41.76025950403041,0.31362551382165127
41.807811252727,41.46583939497785,40.79356325688642,41.35573796819708,0.5160101669550959
41.790095045630125,42.045620505972956,41.42022254843841,41.751979366680494,0.3144364086082249
41.64192583071956,42.82408079830999,41.450156696674526,41.972054441901356,0.7440803277901686
41.868388639147994,41.38290321163846,41.59586537596623,41.61571907558423,0.24335088272373484
41.05823721439323,42.762056404016,41.71977956560938,41.846691061339534,0.8589702285545453
41.99639333490462,41.679802146728214,41.61309237900644,41.76309595354642,0.20477621783013827
42.244133372273055,41.33848209452982,42.42318193967843,42.0019324688271,0.5814975466318659
40.7956559371008,41.83699523435389,41.86729822081338,41.49998313075602,0.6101533942696513
41.31850210678653,42.31144068132231,41.93405894983512,41.854667245981325,0.5012075769388293
43.24771811139169,40.99246514081275,41.29189189829853,41.84402505016766,1.2248182531996286
40.772066188073445,41.71045438188792,41.98502993400715,41.489183501322835,0.6360352696013932
40.87291314382616,41.885058967720504,42.431605350323586,41.729859153956745,0.7908511777149867
41.932551306477336,42.34924636289244,42.52852787068159,42.27010851335046,0.30576807500583625
40.71433285744238,42.00538803816289,42.46517819400646,41.72829969653724,0.9077159852843223
41.295624224941676,42.145629600676415,40.74395143600887,41.39506842054232,0.7061106714640688
41.02152074043682,41.854153308283635,41.17725252674724,41.350975525155896,0.442666927149371
40.6614079420023,42.07787710404622,43.67396975719474,42.137751601081085,1.5071731450418289
41.613017677831294,42.41346246021701,41.81424677394622,41.94690897066484,0.41638612637885414
41.51302020228792,41.996852904975434,42.09377326998766,41.867882125750334,0.3111167430902922
42.61698363779854,42.4727622602508,42.32473575523749,42.471493884428945,0.14612806985063953
41.314923982967365,42.16757972841789,43.05983683294457,42.180780181443275,0.8725313189072064
41.62876259290475,42.54502860900147,41.72710698068913,41.96696606086512,0.5030259802640336
42.56721157078712,42.439592245866706,40.72507547287717,41.91062642984367,1.0286981951458913
41.78929455367114,41.504553313622,42.65484953878398,41.98289913535904,0.5990888097297302
42.52963720825888,43.400289388543094,41.513745855087905,42.48122415062996,0.9442030999828022
40.58098014262011,42.45834596077208,41.94967291912292,41.66299967417171,0.9709591988438513
40.9655769825924,41.59753048274348,41.72992087264898,41.43100944599496,0.40847562635555
41.00114188525194,42.676429832950525,42.21765675769664,41.96507615863303,0.8657338772356844
40.56702878877264,41.455628358911696,41.95649797296974,41.32638504021802,0.7036931362664812
41.419552505629035,41.79900704836777,42.10174022495161,41.77343325964947,0.341812134220965
41.26088016603519,42.048361275498,42.073397878739385,41.79421310675753,0.46204948557499353
41.465695932334775,42.08052921813595,42.30651044973677,41.95091186673583,0.43513533125508647
40.50918729008573,41.6948270630106,40.55611161765111,40.920041990249146,0.671393628849607
42.026162290941855,40.859993091671306,41.465377814033786,41.45051106554899,0.5832267273451303
41.68329816896474,42.72315877907042,42.48986817101544,42.298775039683534,0.545632624339869
42.17534633787911,42.901749042264434,42.189482996748,42.42219279229718,0.41536804034853775
40.32045873717158,42.71838122455471,41.403520441818706,41.480786801181665,1.2008270614835983
42.088283705475675,41.52776772703323,41.680013394957086,41.76535494248866,0.2898394819958738
42.01953425312571,42.34111883196574,41.77918194834228,42.04661167781125,0.28194530584815897
41.06864135538124,42.04451614084903,42.30567771509545,41.806278403775245,0.6520219730486677
41.068198748627395,42.72973558925624,41.762409450767954,41.853447929550526,0.8345011513808723
40.61559449018589,42.207938633317994,42.41301957243186,41.74551756531192,0.9838999769659725
41.4386311618328,40.66052015928983,41.26850827706812,41.12255319939692,0.40907376668898265
41.00590631198806,41.923285081315385,42.037627469017394,41.655606287440285,0.5655537896463149
41.77280278569402,41.658009554727506,42.61570100587878,42.01550444876677,0.52294483633149
41.846014993061154,42.25213711662953,42.12620673688083,42.07478628219051,0.20788660895628
41.8558643893056,41.58903996401752,41.36937614656612,41.604760166629745,0.24362480612319556
41.03662892059555,40.90146063763264,41.29550792333945,41.077865827189214,0.20023405727370003
42.816076868267174,43.79681695264889,41.95025594563401,42.854383255516694,0.9238763026699146
41.52318068482997,41.297349370637725,41.59719519555855,41.472575083675416,0.15619723055090465
41.098487637406926,42.30510353153453,41.57187931126416,41.65849016006854,0.6079527599561488
41.87748198087494,41.10306432489477,41.377803880929214,41.45278339556631,0.3926157436793218
41.8083936405087,42.206939510489676,42.45468743725328,42.15667352941722,0.3260658209127623
