G17,H17,I17,mean_WT-delta-intron-1.5mon-56,std_WT-delta-intron-1.5mon-56
3.0625011481601323,2.972883517516255,3.048266600794248,3.027883755490212,0.048160411310243206
2.817124551693657,3.0708852755182687,2.9668824115064996,2.9516307462394753,0.1275660072631448
2.650725575092582,3.0165862387415645,2.894552003247489,2.8539546056938785,0.18627833426760315
2.8356585736433857,3.043283385490726,2.5825807102867646,2.8205075564736255,0.23072473583467487
2.2298404866810984,2.363361767979079,2.1361898056792534,2.24313068677981,0.1141676275385723
1.7142952357848116,1.8142271687087077,1.9363440273781531,1.8216221439572242,0.11120895065690727
1.8221784311802702,1.332528644250466,1.6100787248654072,1.588261933432048,0.2455528614197678
1.5288046090808662,1.7794020712510794,1.2055840240339077,1.5045969014552842,0.28767394330977614
1.4887891184493283,1.700162653523362,1.1632612272171536,1.4507376663966147,0.2704657467127773
1.550888271042709,1.3919228356173952,1.4667552620853703,1.4698554562484916,0.07952805050972074
0.7343521838148278,1.0147658129086636,1.6086773750483354,1.1192651239239424,0.4464316459530825
1.0097084149383813,0.7658185925306397,0.9026348528204782,0.8927206200964997,0.1222468010886127
1.2750675179081685,1.132538231358222,0.7021611226248021,1.0365889572970641,0.2982618511204418
0.5518338279401773,0.48901423221403273,0.9353567183236399,0.6587349261592833,0.24161185262102605
0.7639321692092113,0.26066467089226186,0.6578438025828085,0.5608135475614272,0.26529360434749627
0.5630292544822448,0.6687270952853647,0.42316678574847105,0.5516410451720268,0.12317562619460781
0.629881713863219,0.8860808967993565,0.430296971695866,0.6487531941194805,0.2284772333756318
0.5726391152295998,0.5221687150105758,0.5692344838978152,0.5546807713793303,0.028207680436720447
0.852632003139766,1.067679246959776,0.7836961419698536,0.9013357973564652,0.14812375116184529
0.4569116697509377,0.304074678696318,0.7395822566931318,0.5001895350467959,0.220955748604981
0.9126035971196637,1.4234082646405115,0.7233477987705562,1.019786553510244,0.362128849408582
1.1776943722141506,1.066661038408429,1.3071683175846074,1.183841242735729,0.12037140793015941
0.9533119110829399,1.6876855152527146,0.8133224745712535,1.1514399669689694,0.4696474492896941
1.194017797062832,1.2619601940804384,1.4067147007541712,1.2875642306324806,0.10863548327222293
1.043201991274709,1.5482270765710233,1.3108190883631603,1.3007493854029641,0.2526630827464062
1.4656294033787118,1.909044493840897,1.2223911352115517,1.532355010810387,0.34815576793237907
1.73214058326927,2.3702314966328903,2.061459116644278,2.0546103988488125,0.3191005830939302
2.4671896970928544,2.4694268267016932,2.1386185769321315,2.3584117002422267,0.19034971494075478
2.539121837022853,3.4932122293973773,2.4038891804699416,2.8120744156300574,0.5937453232299036
3.5411566755473065,4.133801495821914,3.2378100962949485,3.6375894225547234,0.45571329037907155
4.174949126399386,4.818946719818862,4.003786787321602,4.332560877846617,0.42982848559970044
4.577166286322018,5.817106665316972,4.669918872384157,5.021397274674382,0.690663330663287
5.609877775999008,7.824150711516967,5.794666122338566,6.409564869951513,1.2285465032320948
6.6009040103200665,8.071507109494803,6.735470288407823,7.135960469407564,0.8129960993962326
7.906745363699342,9.638968983960863,7.798298986974104,8.448004444878103,1.0328298766837967
8.962478250607678,11.134254329767652,8.6895062419667,9.595412940780678,1.339646611879377
10.234796592933053,12.866392667169732,10.700948296509951,11.267379185537578,1.4042640202319316
11.60954938403451,14.232336685118312,11.974949678694207,12.60561191594901,1.4205824333019321
13.054564539563609,16.145216622847293,13.433238997357606,14.211006719922835,1.6857415423707969
14.00298989763877,16.962965859335785,14.35104561736274,15.105667124779098,1.6178549496316244
15.511318152506801,18.446236725977066,15.532831055764662,16.496795311416175,1.6883000541537387
17.673558028411595,19.84092252652462,17.45186951521139,18.3221166900492,1.3199866764119534
18.433160489236315,21.75281733779902,18.613242219969187,19.59974001566817,1.8667923890303217
20.30631506670832,22.716399277152206,19.6269080353708,20.883207459743776,1.62352784334536
21.354844525401457,24.906773016133492,22.154421927441692,22.805346489658877,1.8632836848133771
22.344855719970187,25.29713146325504,22.776760723226865,23.472915968817365,1.59450842285935
24.228050812523215,26.807145513160336,23.582783121429472,24.87265981570434,1.7060975304884296
25.527954046419065,27.547997682402364,25.76389257818607,26.279948102335833,1.104481349241929
26.309416590541172,28.824051444251875,25.667296448797416,26.93358816119682,1.6683729012252406
27.620659840036716,28.535366308393744,26.674214590285395,27.610080246238613,0.9306209622118528
28.28433239050906,29.649461373140518,26.636215644065686,28.190003135905087,1.508835962638926
29.194895945289755,30.78774246481984,29.4908665926262,29.8245016675786,0.847215604863157
30.18872019899672,31.240015968175623,30.421794536068607,30.616843567746983,0.5521220808321016
30.74867151896313,32.530017744474975,31.552083343729926,31.610257535722678,0.8920968396126245
31.399402017003315,33.28330521527237,31.013324202983423,31.89867714508637,1.2145617272003315
33.18283816786314,33.90916350725032,32.054606995888285,33.048869557000586,0.934508242329174
30.78213128466673,34.1134633535302,31.617736270164926,32.171110302787284,1.7332369870404603
33.697326789924126,34.610946948464814,33.37899690060296,33.89575687966397,0.6394967595635876
34.03890688736191,34.065600774322355,33.995057762665034,34.033188474783096,0.03561747190968727
34.47543553947581,35.22926120246669,34.50540614833406,34.73670096342552,0.42683281406430457
34.70865790908903,35.58377868749106,33.5561186232469,34.616185073275666,1.0169880791116388
34.608504041697145,36.809484228248095,34.4433663460991,35.287118205348115,1.3209906681680579
34.841555774251006,35.76039337046086,34.802990491012125,35.13497987857466,0.5419671089123291
35.90853198156761,35.6945362950986,35.13092414817135,35.57799747494585,0.40168950458252195
36.10814439974223,36.81071668722073,35.83867673326478,36.252512606742584,0.5018436533583378
36.699204013206774,36.1395357270517,36.23018221106516,36.35630731710788,0.3003960792231718
37.10603893093844,37.313472410511125,37.08718947118471,37.16890027087809,0.12555737016124155
37.778143976181816,37.231108383530554,37.08919796789847,37.366150109203616,0.3637840724069118
37.0978146446075,37.71954121256997,37.128723384193265,37.31535974712358,0.35037241658482454
37.282029934730836,37.90901999649818,36.61149541290966,37.26751511471289,0.648884058406627
37.82474516385237,38.42985238435993,36.51785710042811,37.59081821621347,0.9772271251188858
38.27447529705931,38.74494320796832,38.15246522812761,38.390627911051745,0.31285158054896994
38.25214939020069,37.615960833801196,37.876063380117806,37.91472453470657,0.3198515022303641
37.74921171760283,38.994689360589916,37.70545971571895,38.1497869313039,0.7320339101962902
