G14,H14,I14,mean_WT-delta-intron-1.5mon-53,std_WT-delta-intron-1.5mon-53
2.5237223030518194,3.3229130598120937,3.0415037120924837,2.9627130249854656,0.40537938490241704
3.3676043393721584,2.7124938084706267,2.981402895332919,3.020500347725234,0.32930063773427276
2.61206354742372,2.867525178323247,3.544977632754165,3.0081887861670444,0.4821015044373023
2.6815909074145883,3.1702641169795216,3.249679462521444,3.0338448289718514,0.30763422796600265
2.2076773758009822,1.946195092359491,2.395309073319046,2.1830605138265065,0.22556669610879546
1.4747782047447557,2.1207623113235026,2.2163246144156443,1.9372883768279674,0.40338540244213134
2.1684738785003543,1.5003379169023283,1.7471914780554247,1.8053344244860359,0.33784148273984116
1.3150354631865697,1.6273036050720717,1.8177301895459126,1.586689752601518,0.25379639622490424
1.323687708098844,1.0921924189876968,1.2839969088161798,1.2332923453009068,0.12379713967260783
0.9292248474426819,1.3786552531234564,1.7648015083039676,1.3575605362900351,0.41818755284290293
1.0612608455100196,1.1367879622203299,1.1111872042202848,1.1030786706502114,0.038410904404035585
0.6446477287890493,1.0842035070628244,1.0274207764170378,0.9187573374229704,0.2390776605707423
0.39181944430408383,0.7498850992153236,0.7906540541409532,0.6441195325534536,0.2194470957187901
0.6818967907946948,0.12157220498363697,0.4997444047932181,0.4344044668571833,0.2858196826378425
0.0798457007491014,1.1586779966850622,0.5909963690540874,0.6098400221627504,0.5396629440080853
0.5421178247878901,0.5999729541834948,0.8546755374799008,0.6655887721504286,0.1662893791449644
0.7196619766029897,0.46984479370049864,0.4965223562678581,0.5620097088571154,0.1371809069447948
0.586310734881539,0.5287255180035606,0.5393472078420956,0.5514611535757317,0.03064433163978392
0.8810722762088234,0.5977296071204156,0.516534171872755,0.6651120184006646,0.1913825994982017
0.7866191261164832,0.7519602891519928,0.8580432230697498,0.7988742127794085,0.05409286070256092
1.0262007348843356,0.5532542505686322,0.6895534568618068,0.7563361474382582,0.24344309412492793
0.7076722234708213,0.7954060333337003,0.9156784589213882,0.8062522385753033,0.10442642684055797
0.7842355587403741,0.613302846961181,0.3948000991592808,0.5974461682869453,0.1952013575483475
1.607454469277048,0.9087341596828759,1.4923740016359412,1.336187543531955,0.37463071821614563
1.4596407490348027,1.7621145157193443,1.5972823640477172,1.606345876267288,0.15144043490230527
2.004565849236207,1.9867371630605888,1.7572431492296152,1.916182053842137,0.1379334878202476
2.1976175209569577,2.8513141271631692,2.0202691892751337,2.3564002791317535,0.4376846986330788
2.4230473424672248,2.6131254443063607,2.408049075964874,2.4814072875794864,0.11431750350739354
3.12573721985628,3.226557170940852,2.7510725856601828,3.034455658819105,0.250540695793957
4.083820374711964,4.477721722361684,3.355446482786934,3.9723295266201943,0.5693839523966294
4.438935186361778,5.166462738385077,4.182095587308285,4.595831170685046,0.5105946870584684
5.366118028476319,6.497503297764627,4.578524950442158,5.480715425561034,0.9646081572001468
6.3468797989811225,7.08135032849992,5.839323777705381,6.422517968395475,0.6244584355454817
7.1535269684267755,8.596362709677647,6.80624675221029,7.518712143438239,0.949288651744522
9.299752895379507,10.341010676547024,8.080667204588355,9.240476925504963,1.1313369892565026
10.098459384298382,11.679542706168778,9.130442252398364,10.302814780955176,1.2867785850565743
11.440680759115516,13.202536232837142,10.717106785835115,11.786774592595924,1.278348774860004
13.441330017110225,14.5427241726902,12.11240817323772,13.365487454346047,1.2169318119942691
14.228345760294484,16.457799081034622,13.719643183437505,14.801929341588869,1.4564075746281806
15.87723479870874,17.510581181315253,14.650803436818737,16.01287313894758,1.4347057212147911
18.036400353258347,19.49242219910313,16.324333482980805,17.95105201178076,1.5857678842914351
18.608520365228422,20.344188597683818,17.99941294687374,18.984040636595328,1.2166572314393078
20.71288583696708,21.60550478844786,19.5302613911599,20.616217338858277,1.040993462223359
22.1439387904621,23.024995988815544,20.45143556859279,21.873456782623478,1.3079272520127374
23.038773332936746,24.630617458133685,22.276761840890476,23.315384210653633,1.201059636304681
23.59978385550837,24.842411488937817,23.295683821145612,23.9126263885306,0.8194476538677145
25.70181554781052,26.78184643841577,24.524833974169006,25.669498653465098,1.1288532243770275
25.969493150612564,28.290092755547914,25.65462539848294,26.63807043488114,1.439329266123189
27.925041953355596,28.793526315302053,26.32781959485208,27.682129287836574,1.2506727510105136
28.18104171637109,28.766099273935502,27.243347951473485,28.06349631392669,0.7681507591233752
28.877392546921815,29.649893263771244,27.677346999341466,28.73487760334484,0.9939655794774928
30.118172810775018,30.188699576445348,28.5660652691295,29.62431255211662,0.9171472019971493
31.198708971306527,32.60978964146838,30.0781202622781,31.29553962501767,1.2686093145669473
31.898605925269518,31.882277340163444,30.38755377137246,31.38947901226847,0.8677311201814152
31.634848217366322,33.947671459147074,30.521300309807884,32.034606662107095,1.7478157579854232
33.02387518794279,32.57917713620914,32.596583668007916,32.73321199738661,0.2518721195280205
33.35147235133777,33.228195859467256,33.086825573916684,33.222164594907234,0.13242643736801957
