D17,E17,F17,mean_Q150delta-intron-2w-28,std_Q150delta-intron-2w-28
2.677876710985696,3.0996130907849184,2.7115388552948634,2.829676219021826,0.23437730487998615
2.88998289821042,2.4121979844851085,2.882966550099284,2.7283824775982715,0.27384627539757544
2.599394735716937,2.5323451554848067,2.948750218367529,2.693496703189757,0.22358371879518152
2.6289867774367806,2.4967723833358395,2.5239551724002474,2.5499047777242896,0.06982261821376289
1.9340674847284793,1.8053068994969315,2.787307523636428,2.1755606359539463,0.5336857811664041
2.1041299578273196,1.8023193237933266,1.9798000574830963,1.9620831130345808,0.15168332899314957
1.2959111374042958,1.6079743412486838,1.5272600264735132,1.4770485017088308,0.16197764880625273
1.5714884755436205,1.1976109773272485,1.5108254842017312,1.4266416456908668,0.20065214904892195
1.405873007932794,1.1444012655413476,1.5386636439859305,1.362979305820024,0.20060061820667244
0.9555927955062404,1.0753125424023662,1.072561985129636,1.0344891076794143,0.06834005009672445
1.2539141985024138,1.0166031626459346,1.086901451447513,1.1191396041986206,0.12189588099858661
0.2642745528549126,0.9025523979799952,1.0180320862887626,0.7282863457078902,0.4059730256223293
0.9716385609854664,0.8695687762438705,0.9144503281189358,0.9185525551160909,0.051158395587147486
0.6112388521499735,0.9746711861914595,0.9489159987167024,0.8449420123527118,0.202802139379803
0.5706131785429831,0.925467573142133,0.5199416561515082,0.6720074692788748,0.22096022036363847
1.0455373428483719,0.5193504343271474,0.8669212418654635,0.8106030063469941,0.2675761077034274
0.6874639180785757,0.33860885358192633,0.4993584528028262,0.5084770748211094,0.1746062025154736
1.1008123476440412,0.6204364416635699,0.40902058753244164,0.7100897922800176,0.3545028241031981
0.5335919185829023,0.4746530052653678,0.7245408210856187,0.5775952483112964,0.13062618380035154
0.5254335277573065,0.5479445748860291,0.8048402910501764,0.6260727978978373,0.15522580090528312
1.1707579849425889,1.0019761563360552,1.0423974167909846,1.0717105193565428,0.088126442702832
0.494674019928988,0.996501116593845,1.2741175589736053,0.9217642318321461,0.3950598171131962
