J4,K4,L4,mean_WT-6mon-19,std_WT-6mon-19
28.977809081875268,8.094913368160087,inf,inf,
-4.516340304766938,33.192101518541214,726.2493528288367,251.64170468087033,411.45448886431325
6.143778758563441,16.27516705162732,595.7772883305382,206.06541138024298,337.5384000884607
48.365047529673184,109.96424304863814,2376.893077144698,845.0741225743365,1326.9516183372787
-19.836823650790297,36.52838159507187,inf,inf,
-38.70892245422943,3.5312425920312402,-415.595990209966,-150.25789002405472,230.75807340911248
-31.71573356094472,-5.451714056738306,inf,inf,
-14.018186555779119,102.21507524045421,-512.0909970590697,-141.2980361247982,326.332817374764
36.3781792547042,58.923424770470646,2336.97890705348,810.7601703595516,1321.792266659383
-3.600363268100422,-18.557448313709664,-1566.8834388416888,-529.680416807833,898.275297603907
-6.626112240734876,16.399636731899577,inf,inf,
-17.741988891643413,18.258414444447794,248.80544865487067,83.10729140255835,144.62336169408914
-35.75979343897002,7.23813726460764,116.89932437060426,29.45922273208063,78.71806680879507
8.391617047500233,9.979423240866735,158.90319938431628,59.09141322422775,86.4431881323066
-30.19693007174916,-40.04008355658362,142.98761238840063,24.250199586689288,102.94732544735928
-13.692425398090128,-2.02137933085103,159.63546028396152,47.973885185006786,96.87767464313197
-2.897803837929069,-25.377907160725773,110.45900241880679,27.39443047338398,72.80886687559521
-21.372171573024445,27.761788275690293,122.57560435744075,42.98840702003554,73.17190709296217
1.5491160343009074,4.557720407688093,235.41251121821682,80.5064492200686,134.16101877184556
-47.985194546702665,-14.205197590748723,115.42650522508336,17.745371029210656,86.26398455862176
-6.576270257397524,46.45069354187118,106.58267078374757,48.819031356073744,56.61663406093632
2.9850999738328414,21.860663238024003,129.09430418132095,51.31335579772593,68.01822307825842
-29.97375055886513,-4.580336289384732,89.41465696593636,18.2868567058955,62.8933967077591
-35.77568786652215,11.272360444713842,103.9727001587335,26.489790912308397,71.106122320384
6.31311201537965,22.32756076752317,124.22327293237134,50.95464857175805,63.95572006459821
