A24,B24,C24,mean_Q150delta-intron-NB23,std_Q150delta-intron-NB23
2.9789051562703657,2.635541723427436,2.719155033832523,2.7778673045101083,0.17905295250151215
3.3253979921497994,2.9952502872511966,2.573102205607341,2.964583495002779,0.3770843098333445
2.679186315114079,2.4506907400369267,2.6805610956782333,2.6034793836097463,0.13232063221212512
3.015513514969145,2.467897741606241,2.493965982040783,2.65912574620539,0.308915958770576
1.7639458406332136,2.1741870123683316,2.0649493876423244,2.001027413547957,0.21245933452249494
2.144406661339148,1.533088425468972,1.9091852788381762,1.8622267885487656,0.3083525923914886
1.339914183856792,1.3653630832452464,1.7595926844799863,1.488289983860675,0.2352993373184882
1.2393926659029668,1.336507227746164,1.2692173545849228,1.2817057494113513,0.04974715604438728
1.3114314207691247,1.2196034311960193,1.16042315090345,1.230486000956198,0.07609005937305463
1.252193388020011,0.5087096041496431,1.2012263708149709,0.9873764543282082,0.41532020695554467
0.9068898479246295,0.351280864859608,1.2183003876157488,0.8254903667999954,0.43920396156636754
1.050499264370198,0.5792068272256244,0.6088840351372447,0.7461967089110223,0.26395116614933883
0.8022132304381998,0.694834003146719,0.4954615699402681,0.6641696011750623,0.15565787633707812
0.3647320149697496,0.7203432226845654,0.4106374413985439,0.49857089301761964,0.1934271224475273
0.3923302867417701,0.07488235051673545,0.7119947685605575,0.39306913527302106,0.3185568516439029
0.4350339478347648,0.6999280065812921,0.4565715046698257,0.5305111530286276,0.1471139670098309
0.34263140307597284,0.8787257209958916,0.5658847362485443,0.5957472867734697,0.26929186465505417
0.4691734935023509,0.8438422667011631,0.7374543926863516,0.6834900509632885,0.19307585306241273
0.5868898267901341,0.549974819645418,0.9078332863687332,0.6815659776014283,0.196820605376375
0.9382263676096996,0.6156858784136263,1.0345114807997788,0.8628079089410349,0.21936198219951125
0.7772979191249377,1.0491512222468067,1.1236621229351214,0.9833704214356219,0.18231120573564913
0.8287948721342392,0.922104886386465,1.0107679636619553,0.9205559073942199,0.09099643406187657
0.8064737747732885,0.8391934839403229,1.0489410036315827,0.8982027541150647,0.13156427988809066
1.1292017382291615,1.417239934308847,1.3992596419804642,1.3152337715061575,0.16135910504813036
1.6509850674913185,1.822714784400407,1.7737219563746884,1.7491406027554712,0.08846443424751933
1.8941200977120851,2.2658641537010937,2.101625129522099,2.087203126978426,0.18629118714747908
2.265459611804194,3.0417359174452736,2.6563402994661414,2.6545119429052026,0.38814138254085484
2.8958756720442,3.4234543346534823,2.743403586914889,3.020911197870857,0.35685104303338727
3.1917223782886133,4.429675912710975,3.655135337253676,3.7588445427510884,0.6254589817293238
4.286715224035697,4.984855427642165,4.599079685110767,4.623550112262876,0.34971279262657123
5.0376245827574895,5.63628695698907,5.048837942975651,5.240916494240737,0.34244676516535966
5.707175981316253,7.03064921820769,6.302011793828685,6.3466123311175435,0.6628629256013762
7.211067155751912,8.433915419507985,7.485487890953374,7.710156822071089,0.6416358511648124
8.365319097568358,10.088068341002202,8.999407208438868,9.150931549003142,0.8713127786710977
8.925121015431477,11.789912725346015,10.31239662719674,10.342476789324744,1.43263271546269
10.887365043166161,13.244110901015796,12.270478146210536,12.133984696797498,1.1842869609694922
12.309415930102228,14.690243006863565,13.475194686116861,13.491617874360884,1.190498501970522
14.007688298819932,16.180228831880086,14.56686654068494,14.918261223794985,1.1280920881895378
14.843446080508137,18.074933714791356,16.54941443059716,16.489264741965552,1.616583301724102
17.382118480337276,19.33198375235483,17.74534657694268,18.153149603211595,1.0369286985760338
17.76883722743085,20.87506744751484,19.134682691428637,19.259529122124775,1.5568739571602876
20.034762237287218,22.38574731601605,20.981864325879375,21.134124626394215,1.1828652118631506
21.09857546878345,23.04642406814613,22.36800023795228,22.170999924960622,0.9887544609249035
22.409032292934956,25.697626514032745,23.150617304176844,23.752425370381516,1.7249181717319801
23.281951440495572,25.02641119795183,23.86601121599088,24.058124618146095,0.8879558721084203
24.24648422069875,26.98215019515281,25.351014575295117,25.52654966371556,1.3762545209358974
25.47412611815048,27.77913664457315,26.53200774494227,26.595090169221965,1.1537993438720537
26.055934654277635,29.087098044363753,27.860627007575374,27.667886568738922,1.5247457269727769
27.525945172423842,30.365808215229983,29.022469278486074,28.971407555379965,1.4206199351511863
28.319925608932934,30.288136884589218,29.040620133135842,29.216227542219332,0.9957873156447092
30.091819289897355,31.443571680092703,29.16631525294645,30.23390207431217,1.1452575461288297
29.625602064663536,31.57741205184007,30.766597921024914,30.65653734584284,0.98054859857509
31.002048814831767,32.46496467502815,31.09385403138909,31.52028917374967,0.8193997202120562
31.454600801334042,33.1671262814469,32.594118759931455,32.40528194757079,0.8717398615905103
31.889498175716678,33.33854288838166,32.76191094048417,32.663317334860835,0.7295362699194209
32.73138088553785,33.679305992161176,33.01033022981293,33.140339035837314,0.48715215197577155
32.82080867543656,34.993912055232826,33.52894909915249,33.7812232766073,1.1082988181345144
33.176340203702686,34.22690453818114,33.72211382467739,33.708452855520406,0.5254153802262255
34.09955819995341,35.39742920406042,34.367941137566596,34.62164284719347,0.6851209410944459
34.44893882960309,36.58734331802202,36.01709729765755,35.68445981509422,1.1073297657550412
34.95106463745227,36.7224343041069,35.30858804182793,35.66069566112903,0.9367083087404794
35.546781529471716,36.40416892324411,35.12053600512029,35.69049548594538,0.6537726233842686
35.74839872237202,35.82498930987879,35.486943957488904,35.68677732991324,0.1772471779028367
35.69667806098825,37.202007975531245,36.50708282605457,36.46858962085802,0.7534028358316915
36.30779337017405,36.6059754386063,37.03619658125217,36.64998846334418,0.36619075525900496
35.678058031058725,36.410690762867084,36.61490764760038,36.2345521471754,0.49263618417337185
36.63864814285146,36.3109379798091,38.00375474361305,36.98444695542454,0.897825018050085
37.11882375223188,37.05010495440607,36.97758096377223,37.048836556803394,0.07062993662267575
36.032988407870434,37.887617343598734,37.139400169525736,37.02000197366497,0.9330616641955003
37.523447063347284,37.55755876892346,37.45852970332841,37.51317851186638,0.050306772111654914
37.18013864331656,37.83039740717838,37.49439748961294,37.50164451336929,0.32518995142803797
36.87409825414731,37.244008359719345,38.452991654250475,37.52369942270571,0.8257701921589102
38.489748699805496,37.611474043080385,39.18303306180545,38.42808526823044,0.7875920399732549
37.39722057625309,38.23722667769229,37.790870637230825,37.80843929705873,0.42027854569307116
37.784839573295805,38.68801964102646,38.569500826119175,38.34745334681381,0.49082824998759517
37.76496290504614,38.26621909067076,37.54871169469518,37.8599645634707,0.36806684467291567
37.66686767439157,39.145018920265755,39.190052881110624,38.667313158589316,0.8667037495858049
38.54708688721827,38.117115946418906,38.33371305546754,38.33263862970157,0.21498748399852863
38.188715141724806,38.51651882768864,38.24157710985488,38.31560369308945,0.17599365159546831
38.01653226693621,38.3872981858068,38.53368340378484,38.31250461884262,0.26656496924835665
38.42081389140118,39.52994326749534,39.227611284684556,39.05945614786036,0.5733664672432703
38.809024723745004,38.35921998165304,39.96304976450895,39.04376482330233,0.8272814991579637
39.18338744326905,39.418703332120245,40.051931940343096,39.551340905244125,0.44920700150659715
37.99617709850756,39.89687879308125,40.23736647475365,39.376807455447484,1.207720208583393
38.79235360108136,39.05687110799233,39.76086506864451,39.2033632592394,0.5005982206151752
38.8880032156608,39.33396536223199,39.39985144108031,39.2072733396577,0.27845161681026015
39.47773937607684,39.41023634510238,38.725877598002796,39.204617773060676,0.41597269286399047
39.61116938854732,39.136451594176314,39.14397160700959,39.297197529911074,0.2719336015645659
40.0709693852692,39.15462450449028,39.229216190833746,39.484936693531075,0.5088877250998155
39.727569599521864,40.02645865715323,38.901354020535926,39.551794092403675,0.5827845935776189
38.88781664091853,39.50315307859693,39.246151196946336,39.212373638820594,0.3090556996050864
38.871556901198915,38.83070573885338,40.253537857529416,39.31860016586057,0.8099373863722718
40.62487803941131,40.005927075827294,39.07522206209114,39.902009059109915,0.7800369399329005
39.93718521815844,39.2301427441527,40.13206708496797,39.7664650157597,0.4745797296230255
39.46168636985841,39.762142377178556,40.78597569139254,40.00326814614317,0.6942922865237734
40.275234956466186,40.469008502799724,40.80009462737531,40.51477936221374,0.2654065696536757
40.699656060975336,39.482305095505446,39.80629679983313,39.996085985437965,0.6304766407346354
40.178436698459954,40.51549248214645,40.04350453892428,40.24581123984356,0.24310008485552106
38.75950040810245,41.37620696666957,39.721260777094024,39.95232271728867,1.323567345686248
39.807500152513015,39.73441845329434,39.587536536427294,39.709818380744885,0.11202620576211399
39.15330845885848,39.825366320841944,39.74702063155399,39.57523180375147,0.36749012705345846
39.592092690831095,39.84858830303601,39.62439318070762,39.688358058191575,0.1397001393476275
39.725918186696155,40.26127868979159,40.24588315860449,40.077693345030745,0.3047434611458095
39.33561326024424,39.9102461505077,40.04921621065021,39.765025207134045,0.3783175048854824
38.90939082275205,40.17579141133712,40.367321345209305,39.817501193099496,0.7922558061899555
39.35208403141894,40.49624006984403,40.024741719391685,39.95768860688488,0.5750176953701381
40.149890899194645,40.505193660134395,40.66811870947249,40.44106775626718,0.26499832923328553
39.77619485859702,40.38567219415695,39.613832440203254,39.925233164319074,0.406931768083056
39.82620733305521,39.496184451334116,39.53437477415631,39.618922186181884,0.18052693504028486
40.099086073772305,40.281850911526476,39.60874274764477,39.99655991098118,0.3480694767048019
39.32995483788348,39.792985343722606,40.510000419800356,39.877646867135475,0.5945608244833558
39.84084427375256,40.537290401810786,41.034832730777474,40.470989135446935,0.5997491161463029
40.008752961067614,41.12287380916594,40.642149499586175,40.59125875660658,0.5588011424760992
41.03456838783724,40.321906181669306,40.66613481293459,40.674203127480375,0.35639960479740174
39.706381642114664,41.70980052492471,40.41259324981974,40.60959180561971,1.0161339125530728
40.63264791533212,40.048047060669035,39.99733167969073,40.22600888523063,0.353071505602414
40.6299445116494,40.366079787539846,39.56247745951716,40.18616725290213,0.556010671603339
40.00534212838557,40.43507988250096,40.79741246570595,40.41261149219749,0.39651289542438284
40.296441138534995,41.16577156995486,41.410655453527724,40.957622720672525,0.585544910768465
40.53915569508369,39.884727953706886,40.74010031599713,40.38799465492924,0.4472725283179507
40.77524262788639,40.60272877997417,40.02696201215316,40.46831114000458,0.391831655716804
40.06189965468083,40.02722967416014,40.716424601193054,40.268517976678005,0.3882856681628535
39.86807049663355,41.08964078416434,40.53109526626836,40.49626884902208,0.6115293544452073
40.46069315838242,41.14972981943919,40.557004066369565,40.72247568139705,0.37313338312849986
40.534914396308494,41.01917743307813,40.64721202938243,40.73376795292302,0.2534691660149409
41.066270026444045,40.41719268742772,40.0056896868604,40.496384133577386,0.5347065812530237
39.35330021583721,40.70865020156248,40.99724147289964,40.35306396343311,0.8777624358152084
40.076787456347155,40.71108503456967,39.88998091971758,40.22595113687814,0.4303955675293601
39.728955500683725,39.4959644189225,39.82798256415849,39.68430082792157,0.1704539293800772
39.63008775777402,40.02148377215981,40.55987601751549,40.070482515816444,0.4668267447867726
39.95650132816685,40.3992629200774,41.27160219671011,40.54245548165145,0.669141730785351
41.08728952473128,40.46936075762406,40.21901914978424,40.59188981071319,0.44691541441402566
40.247709622457876,39.98762712573543,40.51576914015339,40.2503686294489,0.2640810473831825
41.00465347034273,40.68430366209416,40.843062918840836,40.84400668375924,0.16017698939108002
40.32243621333691,40.57955926299943,40.31633777188578,40.4061110827407,0.15024147620857212
40.6435431740059,40.71213454290619,40.06940504219021,40.47502758636743,0.3529496142943154
40.559786813111096,40.61352857505897,41.032804061232,40.73537314980069,0.25898050998185296
40.19204194172835,39.86512718476223,39.98611180175318,40.01442697608125,0.16528649794667408
41.621807684785075,40.5794769577437,41.10457822656811,41.10195428969896,0.5211703175711084
40.838212447328836,39.565619938455285,40.39621596241042,40.266682782731515,0.6461091679341548
