G9,H9,I9,mean_Q150delta-intron-1mon-32,std_Q150delta-intron-1mon-32
3.032192109727027,3.1392029028967623,2.9360865334627873,3.0358271820288585,0.10160696430850308
3.355115874414094,3.3749836351441487,3.677890507218584,3.469330005592276,0.18089166400934495
2.5787885877502026,2.644744816206376,3.4343520073965115,2.885961803784363,0.4760634596158066
3.070513847037073,2.319361690299188,3.0113067774379427,2.8003941049247345,0.41763681256923696
2.3726825464649237,1.7877996907582177,2.3472803595842744,2.169254198935805,0.3305933667382541
2.0288206174553,2.126992825346364,2.095891003648946,2.0839014821502033,0.05017227391576144
1.8183948935829426,1.693885815042666,1.7731489027743588,1.7618098704666558,0.0630242643748702
1.6650905617419332,1.2493443149191488,1.4549747715847783,1.45646988274862,0.20787715592352152
1.666168859911083,0.8029107840693878,0.9895717978428521,1.1528838139411077,0.4542100145615839
1.6879190263586779,1.3551339681346082,0.9918047279180596,1.344952574137115,0.34816881639682734
1.109212539589865,1.1772116930774987,0.8487257074321514,1.0450499800331718,0.1733879644842701
0.8709227114150123,1.1071410063959037,0.9754167260511951,0.9844934812873705,0.11837044113769675
0.8902827129100948,0.8053965782425565,0.8677704358895285,0.8544832423473933,0.04397528963939272
1.0708201405358089,0.48370269221771994,0.7269291434507155,0.7604839920680814,0.2949935091306023
0.5797866068622015,0.44029571079557517,0.6215122875333805,0.5471982017303857,0.09490187054488831
0.9754839351402724,0.9836914987012375,1.1708727208956449,1.043349384912385,0.11051466843874784
0.8554196715786592,0.4943320173789085,0.7598306277397294,0.7031941055657657,0.1870878008765967
0.8796746680034899,0.8414295412255153,0.8432855964626444,0.8547966018972165,0.021565014842376058
0.6078336559538597,0.8714518238338995,0.5724869894846173,0.6839241564241255,0.16336253010018875
0.7922176883996546,0.4559990106551776,0.4698025371320057,0.572673078728946,0.19025643500916592
0.939336041274986,0.9683953336225263,1.0067752267925583,0.9715022005633568,0.03382677049999601
1.7957058530376966,0.8284625974795438,0.9161152442008811,1.1800945649060406,0.5349333511528811
0.9896707886602232,0.8902881991487424,0.7057772052263376,0.861912064345101,0.1440583057255949
1.4567999609423092,0.9830296780200448,1.2435393154135423,1.2277896514586322,0.23727749404669646
1.972009216152091,1.382051589334434,1.3873448391216192,1.5804685482027148,0.33909449364006217
2.1245771005650593,1.9549556314753789,1.7414270159468122,1.9403199159957503,0.19199388001038725
2.2243863927308585,2.3145141445564663,2.2267174044933418,2.2552059805935554,0.05137559866753712
3.0752407394702805,2.7090275834506494,2.3070202784608878,2.697096200460606,0.3842491868610945
3.469668093141878,3.206307189889241,2.8342510203083005,3.1700754344464737,0.3192542391088119
4.627393536077502,4.095248876962931,3.5529151741885636,4.0918525290763315,0.5372472325904613
4.801972617763738,4.948551075409501,3.7286503613810353,4.493058018184758,0.6660409975343644
5.689283782957675,5.665047337369216,5.354734753065491,5.569688624464128,0.18654952813029735
7.359248259500135,7.087457177061266,5.943707924914475,6.796804453825292,0.7511976197067498
7.913098669578103,8.296987057457788,6.754386292511634,7.654824006515841,0.8030775997299752
9.53368670699561,9.380513362214806,8.493927374843306,9.136042481351241,0.5613371321159032
10.124951946629167,11.165952058553188,9.666719408656794,10.31920780461305,0.7682617642442134
11.959539668049004,12.103491618324476,10.873586012749408,11.645539099707628,0.6723943912208618
13.325212965566308,13.795180582622116,12.083904425139307,13.068099324442578,0.8841363526805177
14.777550730209917,15.771954566658177,14.250412395249601,14.933305897372565,0.7726366538788331
16.451739087087546,16.742176168531238,15.775456272256488,16.32312384262509,0.4960274692942606
17.967608565064516,19.393856843605583,16.640030558689947,18.000498655786682,1.3772077259527147
18.491733171207166,20.15137055992962,18.13069880379349,18.924600844976762,1.0776406654157005
21.199754419569693,22.126512518124454,19.61379873114885,20.98002188961433,1.2706865987940363
22.143787516726785,22.357548071054964,20.80201740066213,21.767784329481298,0.8431801196940492
23.14407892565563,24.15822896356487,22.576000130425605,23.29276933988204,0.801525825888614
