D15,E15,F15,mean_Q150delta-intron-2w-26,std_Q150delta-intron-2w-26
2.7765572427223004,2.745861014185799,2.4911433353202415,2.6711871974094468,0.1566761271495722
3.160956140511759,2.9067577278650507,3.1146045011526273,3.0607727898431456,0.13537945968612483
2.646962160828914,2.8741068594889887,2.519935991190722,2.6803350038362086,0.1794284285601898
2.7120859335209904,2.6639660899564195,3.028140423089281,2.801397482188897,0.19783364418694305
2.3478269288913007,1.9068980545542447,2.2072697508367205,2.1539982447607553,0.22523977907052087
1.7413275997404956,1.5923997328895627,2.1343179946453,1.822681775758453,0.2799691537879853
1.1224544171067616,2.0778692272663517,1.4731245537591249,1.5578160660440794,0.48330513555920945
1.371827980583501,1.1246009186188506,1.2759584512197926,1.2574624501407146,0.12464702797843279
1.3990575565521486,1.0426315210381856,0.9963132053596122,1.1460007609833156,0.2203738934844589
0.7149600847900579,1.3946185958696669,0.8876135247521044,0.9990640684706098,0.35327020917719704
0.7959707166724305,0.6358402011915152,1.0703242175856902,0.8340450451498786,0.21973013219005694
0.544516260167663,1.064266548587759,1.171349825593123,0.9267108781161816,0.3352927848092805
0.4599914395690997,0.6962311972210872,0.7260651521909066,0.6274292629936978,0.14577065806313863
0.6503769555161799,0.4740816555735087,0.4577702335853408,0.5274096148916765,0.10680468513607451
1.0880182400979215,0.1464273211522311,0.23220522596245444,0.4888835957375357,0.5206353846916693
0.2566027151606926,0.6743617392273141,0.6033081781241334,0.51142421083738,0.22352326082656115
0.341001822038479,0.5695557890692434,0.28508933554315724,0.3985489822169599,0.15071180288511926
0.14352959258306905,0.810144256852023,0.8750555257165895,0.6095764583838938,0.40491126070841865
0.7318700788200756,0.1887986942209328,0.5455302392966757,0.4887330041125613,0.27595484528456315
0.44903965719410033,0.6404333873622223,0.3408433890900454,0.47677214454878936,0.15170814054406978
0.9474286437190201,0.1647395060036723,1.117710863783785,0.7432930045021591,0.508224479522755
1.1810661576862576,1.3911996161341533,0.7508552349639722,1.1077070029281277,0.3264144693701184
