A14,B14,C14,mean_WT-delta-intron-NB41,std_WT-delta-intron-NB41
2.5227121585155654,2.890421679355304,2.588574159069399,2.6672359989800896,0.19606972413569834
2.9061720266404865,3.1541463636738767,2.504420223534896,2.854912871283086,0.32788205204149273
2.5343299651638356,2.0299090077496236,2.8502918875978276,2.4715102868370957,0.4137834595241991
2.363253101555138,2.6460919000030025,2.8695529938666615,2.626299331808267,0.25372958943621954
1.6714607102747192,1.8178484396699741,1.6071300114450837,1.6988130537965924,0.10798924492974284
1.3491775994476414,1.6287247971027123,1.848672249762659,1.608858215437671,0.2503392442738868
1.5587418180697579,1.6443485224660326,1.334811900397453,1.512634080311081,0.15983639357581814
0.8926047963911865,1.4283388941145287,1.0940838297487128,1.138342506751476,0.2705954152113208
0.884292253588281,1.3385558103300765,1.147787597023735,1.1235452203140308,0.22810000957327475
0.5315155159551315,0.5712884775463051,1.1856157606578972,0.7628065847197778,0.3667031109242692
0.11775215970999799,0.9082901514277639,0.7678535968514141,0.5979653026630586,0.42176308926216094
0.3165303279787234,0.46681897401178163,0.9873234291302081,0.5902242437069044,0.35201206169604615
0.23581253287714254,0.5250863614960474,0.713495700821004,0.4914648650647313,0.24060986264268466
0.2465225538468808,0.7396016193354623,0.5254542920677995,0.5038594884167141,0.2472478369254621
0.2140343399127412,0.5119234419677037,0.5110091225017847,0.41232230146074317,0.17172302048988036
0.47389970457820724,0.3432771070155865,0.8110338551065731,0.5427368889001223,0.2413566081655745
-0.14880798780086002,0.558557313600785,0.4644744119239663,0.29140791257463045,0.38412944081980394
0.6019787884418134,0.5420831441659164,0.43751072119831214,0.527190884602014,0.08323923853503344
-0.06469590334066432,0.6480247980887662,0.495948749090185,0.35975921461276233,0.3753710051900622
0.6115702961380854,0.3927599949426603,0.664916814298997,0.5564157017932475,0.14421808325777713
0.5722545541459166,0.7684951964772904,0.8148816646455972,0.7185438050896013,0.12879570960839734
0.7411050592802083,0.7648741221337707,1.1288514015004014,0.8782768609714601,0.21732911070126265
0.9306954460858883,1.0323718608822,0.47936063005355084,0.8141426456738796,0.29435314134312457
1.3286789778582462,1.0464564228981474,1.2642175246558562,1.2131176418040832,0.147887765392037
1.5569813318634365,1.8923908851552331,1.6975503471767472,1.7156408547318056,0.16843497842654406
2.0429061475078,1.8813458440435444,1.9914065631043527,1.9718861848852323,0.08253009625723651
2.4772782026135856,2.4994298699314945,2.4129264873976513,2.4632115199809106,0.04493453535606447
2.6596965236419403,3.630845014350243,3.1498091672853974,3.1467835684258603,0.4855813149592947
3.2142576593676453,3.9179709638993496,3.549583916263039,3.5606041798433448,0.3519860627933546
4.131059172318556,4.701182379168585,4.521310970305455,4.451184173930865,0.29145916253321397
5.119571024471624,5.504569151555735,5.375742327132045,5.333294167719802,0.19597773889573197
6.179573147590633,6.856349459496879,5.92867270114159,6.3215317694097,0.479854383880903
7.342115133755482,7.938281818298967,7.046649051770555,7.442348667941668,0.4541886377028463
9.129249673854584,9.267956449848462,8.463113848326511,8.95343999067652,0.4302611844339834
10.296161734944285,10.92389374657069,9.756988959063818,10.325681480192932,0.584012206461708
11.6433321786908,11.853474742906839,11.012898808869364,11.503235243489002,0.43744981273335337
13.933943643079921,14.10508564066292,12.44936804732905,13.496132443690632,0.9105543212526326
14.960371152427756,15.410019348206152,14.087587081412355,14.81932586068209,0.6724039751570929
16.05308857599466,16.45341288278437,16.274139959220385,16.260213805999804,0.20052516290806913
17.768362992924022,19.198080769234004,17.39437542381834,18.12027306199212,0.9519552330881409
19.23233759425185,20.014455261179396,19.332987180600675,19.526593345343972,0.42548739288021725
20.460340576147743,22.097552388443326,20.655267411956494,21.07105345884919,0.8943009321101238
21.889031474237733,22.73508078216522,22.159344216542078,22.261152157648343,0.43211514728758066
23.501347401838103,24.37380522606297,22.653695434648686,23.50961602084992,0.8600847058139651
23.650147674703128,25.169751333735423,24.665047938604935,24.49498231568116,0.7739448024319457
25.265240068338535,25.701629443367267,25.95902707382678,25.641965528510863,0.3507206000480729
26.473020609983966,27.95641224761361,26.02760702091869,26.819013292838758,1.009879004174857
27.272061073821963,28.433362764540004,28.259696339050045,27.988373392470674,0.6263924570279648
29.37020843066574,29.408297752086014,28.36720678313912,29.048570988630292,0.5903859623119653
29.144653256787922,29.699659622900754,29.004220457010177,29.282844445566283,0.3677383741950625
29.155013479645625,29.955102395885042,29.678746725841986,29.596287533790886,0.40636831475593876
30.57376304240617,31.11289264284135,31.009804811252927,30.898820165500144,0.2861876573351844
31.274944956891176,32.963220411821155,32.22946120482499,32.155875524512446,0.8465398054374363
31.91746331104726,32.485460864773174,33.25824936708358,32.55372451430134,0.6729946184038431
32.04932885360458,33.228856778944795,32.388675212305195,32.55562028161819,0.6072269129331223
33.33980167180981,34.37062097295922,33.42291493891571,33.71111252789492,0.5726608906024675
33.63441776705754,33.49713103747418,34.018346421518636,33.71663174201678,0.27015869854606045
34.55784471930346,34.73028294559323,33.52765569410116,34.27192778633262,0.6502995047879332
34.75121874277233,34.34715963182535,34.09484773048059,34.397742035026084,0.3310961508072745
35.51102620126919,35.834284679319694,35.37808228023824,35.574464386942374,0.23462408184806594
33.748954362616786,37.042858758373704,36.16912180401575,35.65364497500209,1.7063817899386349
34.73571783172164,35.961055428790125,34.81551117053268,35.170761477014814,0.6855765033088078
35.75100865783348,37.26237543335537,35.347812746092835,36.12039894576056,1.0093188096313415
36.589527285315455,36.54048116630251,35.66910113267775,36.266369861431905,0.5178308905504387
36.57985215665902,37.0272633991468,37.16807435318411,36.92506330299664,0.3071400053086951
35.84045297718828,37.21171299945878,36.29074657456363,36.44763751707023,0.6989632236747394
35.8331080976714,37.83725013299186,37.47737776929779,37.04924533332035,1.068465891587838
37.397849237219035,38.00283744390896,37.62889498674284,37.67652722262361,0.30529380108302817
37.208674143063746,37.452450323755755,37.0042367664761,37.2217870777652,0.22439431816488745
37.37277672822615,37.69160369185565,37.36634165785711,37.47690735931297,0.18596031549263542
36.45866897917455,37.62915106170096,37.64396557423355,37.24392853836968,0.6800950660943665
38.72200354535133,37.65527977534866,38.816810104713475,38.39803114180449,0.6449858643439572
36.544896987864156,37.07985854740771,38.53221193866494,37.3856558246456,1.0283429192121007
37.60857299712248,37.02562233487805,38.65685588867472,37.76368374022508,0.8266046417286858
38.91417328820688,38.333526455656745,37.904303240467016,38.384000994776876,0.5068235764593757
37.9260600864182,38.61698095633814,38.84510140606833,38.46271414960822,0.4785477223329446
37.339752330992006,38.25702679212871,38.97103790777427,38.189272343631664,0.8177506693502692
39.18092119792654,39.72250189408977,40.73708371075447,39.88016893425692,0.7899712736859738
38.468837185731424,39.36655697390512,38.4650211531651,38.76680510426721,0.5194038596090327
37.94421458398794,39.02978632806292,38.35611746600336,38.443372792684734,0.5480206400394075
38.777526373446484,39.46255898918685,38.72816659198359,38.989417318205646,0.4104952833111312
38.36802310974947,39.03523009478588,39.62282541833923,39.00869287429153,0.6278219305378094
37.690992093418544,39.150641197298164,38.98659398147859,38.609409090731766,0.799590650251687
