A15,B15,C15,mean_WT-delta-intron-NB42,std_WT-delta-intron-NB42
3.0834879289505888,2.7328014164592402,2.915890853232147,2.9107267328806583,0.17540028111462558
3.2258709612254384,2.945523814092102,2.581350007916694,2.9175815944114114,0.32316774366266215
2.744867826437819,2.8251048126622944,2.690899522339693,2.753624053813269,0.06752976103934734
2.141999287542701,2.628812276021457,2.7403372158527306,2.5037162598056297,0.3181804976242062
1.467170554702976,2.105154553519954,1.607631685431318,1.7266522645514162,0.33523173981171306
1.7908426447669288,1.6190132820631673,1.4511253171727085,1.620327081334268,0.1698624744266174
1.2384665640255335,1.2840742618167087,1.288929887082204,1.270490237641482,0.027839379089256443
1.572439073613524,1.1119631412933246,1.3617631455203747,1.3487217868090744,0.2305148126245184
0.6782853869568519,1.31964036749023,1.314254978489113,1.104060244312065,0.36874167444236944
0.783427095948164,0.619524159313539,1.067074349038936,0.823341868100213,0.22642920495769142
0.49560207568561615,0.749610940835983,1.1588682122708003,0.8013604095974665,0.33464757226518294
0.5265284081469591,0.4876154855368703,0.4348802095604651,0.48300803441476486,0.04599749482764583
0.9516022394855014,0.5485595688252792,0.7660305001366577,0.7553974361491461,0.20173161658637687
0.3234539304958783,0.8101698848983954,0.4882427440868107,0.5406221864936948,0.24754961029585634
-0.06678172748183728,0.46665833762685166,0.21490724797172855,0.20492795270558098,0.2668600110850205
0.6112945502033925,0.28315540820662566,0.48454881382633175,0.45966625741211664,0.16547864012576827
0.16432920662249673,0.336720792265055,0.7239730015350333,0.40834100014086167,0.28661365098012453
0.14159407945162694,0.7206621048722119,0.6879818652940819,0.5167460165393069,0.3253017544376297
0.33486372386648794,0.380885139414405,-0.2680830789775258,0.14922192810112236,0.36212856055818277
0.5854483330206744,0.6501941645338165,0.6683329289438606,0.6346584754994505,0.043571576580000555
0.9484116219354398,0.6220502518954121,0.4742191375382853,0.6815603371230458,0.24263288265924832
0.8931849973903595,0.6879628105348875,0.13714877625899305,0.5727655280614133,0.39096099848016064
0.6627521202936031,0.4917127208025946,1.0210750019804775,0.725179947692225,0.27014631481615126
0.6586460992487888,1.0772626332073125,1.0247801816622513,0.9202296380394509,0.2280527630938272
1.3516119539159401,1.9094445408550365,1.543678048062375,1.6015781809444505,0.28338775168241237
1.545884776269129,1.5728031310083113,1.0047062714362949,1.3744647262379115,0.3205029416845119
2.079131275380088,2.284693442595148,2.2147079842269863,2.1928442340674077,0.10451061585225897
2.139402402697037,3.0966358420345,2.3172432357463015,2.517760493492613,0.5091456985353333
2.3232519600724184,3.093580399400147,2.8180263913475923,2.7449529169400524,0.39032842018711056
3.3323431942492867,3.607787997188689,4.082069476698814,3.67406688937893,0.37923217599693654
4.697622849832323,5.190370424667715,4.3914176454419955,4.759803639980677,0.4030895978014449
4.591433433409961,5.4450116855399555,5.029034629617201,5.021826582855706,0.4268347749198877
6.415684669916469,7.0649075235394365,6.509017701464392,6.663203298306766,0.35100210415582495
6.981360347876006,7.7878732834875715,7.382002391794409,7.383745341052662,0.4032592928021424
8.979659969658497,9.177661692641557,8.713645257537085,8.956988973279048,0.23283748317097397
9.446381418615422,10.432306858960075,9.828164392376943,9.90228422331748,0.49712428575124945
11.449361495383934,12.007439457905788,11.697717412631969,11.718172788640564,0.2796007329548253
12.43205955878526,14.140595427193855,12.780103773203844,13.117586253060987,0.902881233367696
14.214122507694574,14.853966931906115,15.049112461443388,14.705733967014693,0.4367857765835991
15.333173649569156,16.789061128995044,16.319900368655787,16.14737838240666,0.7431184057684036
17.08073865823012,18.501403510815045,17.16659245972407,17.582911542923082,0.7965948406305947
18.247160221147706,20.093429247478635,18.751834817313924,19.03080809531342,0.9542258101600369
19.616031071272445,21.837583143520988,20.080684609382534,20.511432941391988,1.1717429310965115
20.22848261012658,22.300334125032315,21.687291117523905,21.4053692842276,1.0643082800679318
22.735149056495484,24.07913521216406,22.87683325439557,23.230372507685036,0.738455956282808
23.48483389735117,25.14717267996055,24.233718146294702,24.288574907868806,0.8325259787295584
24.639177105464505,25.646565598176796,24.822753872666933,25.03616552543608,0.5365317268955574
25.404219786645594,26.852802345407014,26.81205119833054,26.356357776794383,0.8248273929801572
26.05945511814251,27.48100496648801,27.343193176015145,26.961217753548553,0.7839833610218879
26.929663385607988,28.38960758959854,28.45421966794269,27.924496881049738,0.8621565651937173
28.503658588681226,28.87291855528235,28.886451554770698,28.75434289957809,0.2172044044584848
29.489496069347087,30.28365929949535,29.74449527407515,29.83921688097253,0.40546633169697033
30.189637219994587,30.909225547505216,30.486984821871875,30.528615863123893,0.36159604252422506
30.656123656888575,31.811004036059217,31.55040420221278,31.339177298386858,0.6057225241174752
30.789550727595007,32.269269651667685,31.750414443559816,31.603078274274168,0.7507815818528899
31.632086951284023,32.6614884620957,32.14624742623279,32.146607613204175,0.5147008499277322
32.60204921515884,33.60533372464346,33.61714595753254,33.274842965778284,0.5826864125461352
32.982942849529174,33.36154392951125,34.312642603593666,33.55237646087803,0.685082586452672
33.9460074492963,35.40463717797966,32.75929608158903,34.03664690295499,1.324997740369
33.74637791186272,35.166655982624974,35.152117221492745,34.688383705326814,0.8158333347465943
34.608129287241205,34.15480507751185,35.29233611990874,34.68509016155393,0.5726573584922939
34.07097317315303,34.31002657634958,35.09230905613334,34.491102935211984,0.534203362278769
34.71841858865137,34.90078645009779,35.152514526244325,34.92390652166449,0.21796954842503635
34.675756611639684,36.240290663058374,35.668538140614984,35.52819513843768,0.7916525868127059
35.75329622685734,35.64506641288776,35.54540970932975,35.64792411635829,0.10397271706693387
35.189357990107105,37.047876491683866,35.77664442715351,36.0046263029815,0.9500023983945078
35.84644769608084,37.421782628316464,36.51759463145093,36.59527498528275,0.7905350815802127
36.53303630216323,36.17494856025151,36.262994328294184,36.32365973023631,0.18659294191222517
35.994674276581065,36.27970628568807,36.127907884793935,36.13409614902102,0.14261673294008068
37.04110358451813,37.675293865585125,37.19008590100518,37.30216111703615,0.33161720203609474
36.801750464131544,37.427298123571774,36.74237965798465,36.99047608189599,0.37946191538280055
37.31774558685912,37.790099414146674,36.98448737919219,37.36411079339933,0.4048024048829428
36.7824163577186,37.25919617302138,36.925321678908986,36.98897806988299,0.24468111932454842
36.435110942109645,37.92955895403464,37.596320246936294,37.320330047693524,0.784520017364241
37.58255840553972,38.44242120880919,39.28879850423974,38.43792603952955,0.8531289313539334
37.019677023849205,38.023432592276244,38.26291587822264,37.7686751647827,0.6596110387215269
38.2051375467575,37.85367627030141,38.44699967111929,38.1686044960594,0.29834403351584887
38.211865259880284,37.90976111386941,38.40356782959722,38.17506473444897,0.24895175662864497
38.57980367019637,38.17567767810989,38.10633823613831,38.28727319481486,0.25570011502428425
38.08642415841702,38.58339354757423,38.560517778533615,38.410111828174955,0.28055499615457336
39.2360253386075,38.745755091397626,39.62093294914518,39.200904459716774,0.4386447056256824
38.49595349226029,39.497125667738516,38.33184295078597,38.77497403692826,0.6307616831000311
38.15948393732692,38.79569378466596,38.98362039339949,38.64626603846412,0.43191053825784914
37.85514067151385,39.624786348497075,40.269373582967575,39.2497668676595,1.250043937604732
38.16399979909841,37.77980983075117,38.614910329467946,38.186239986439176,0.41799423463603724
39.067686239382724,39.177997275695375,39.889428975458635,39.37837083017891,0.4460128384650562
39.00476621740361,39.47421149255601,39.07454804078115,39.18450858358026,0.2533045742189282
38.89609098400005,39.007367440403144,39.548039731659166,39.150499385354124,0.3487468388998821
38.781983915355525,39.43701066620432,39.80323481458862,39.34074313204949,0.517386633375168
40.209583163427894,38.765434259172196,39.56562279092519,39.51354673784176,0.7234814793028876
39.38279599771818,40.062959982670975,40.116943857749995,39.85423327937971,0.40916793324678974
39.05702563268674,39.125383574444285,39.45287054853677,39.211759918555934,0.2115867528170192
39.92993678280221,39.00493601016192,40.05317930362845,39.662684032197525,0.5729498451904098
40.2416235097926,39.85935146657821,39.03993061211779,39.71363519616287,0.6139555184851249
38.6525140837133,39.76331147886136,40.346260342319,39.58736196829789,0.8604724108510662
40.127815309144914,40.76392387236215,40.20874291464257,40.36682736538321,0.34626802656908884
39.82809910147806,39.83441928228012,39.81787724447683,39.826798542745,0.008347355475536342
39.6773292611923,40.32252205251429,38.82455613710742,39.608135816938,0.7513762509395752
39.80275955704658,40.13345199476929,38.33806981204106,39.42476045461897,0.9555165025218277
40.09197516685652,40.744904150025654,40.73563264692079,40.52417065460099,0.37432097845627704
38.70345754829611,39.30909141301027,40.5391451441811,39.51723136849583,0.9353763511141657
39.235970691745045,39.36470990763304,39.84793778407277,39.48287279448362,0.32264187793071586
39.48295918604769,40.1592399176187,40.54599624012635,40.06273178126424,0.538049542210583
38.88060818858526,39.658546832876155,39.768181513421716,39.43577884496105,0.4839067927505448
38.739201351353074,39.780154647609294,40.35633827879429,39.625231425918884,0.8196242212060997
40.02097530516489,40.854598420384505,39.44179192314516,40.105788549564856,0.7102115983843564
40.502190322928655,39.299921687638594,39.6662255437903,39.822779184785844,0.6162339245224003
39.55544187297881,39.5334758512461,39.69809309628513,39.595670273503345,0.08937814328811872
39.93383561449268,39.050669819209176,40.72018737170922,39.90156426847036,0.8352264928490988
39.98851713416978,39.73282313223774,41.094021973347104,40.27178741325154,0.7234618922359781
39.81374243193415,40.12309878541808,40.20201143215924,40.04628421650382,0.20521589273752502
40.44569552619992,41.116953363965685,40.32659851094013,40.629749133701914,0.4261126567600809
41.232166032883825,41.58617881597238,41.04231436589429,41.286886404916835,0.2760305677841836
39.60132713755743,40.53326641800272,40.30940720540644,40.14800025365553,0.4864841813094836
40.381386152685764,39.54801851595535,41.710668927597276,40.546691198746124,1.0907605234117679
40.76338895995743,40.55414001463923,41.15834424979573,40.82529107479746,0.3068217614699367
