A23,B23,C23,mean_Q150delta-intron-NB22,std_Q150delta-intron-NB22
2.2157079425332666,2.467077094064807,2.524757922532841,2.4025143197103045,0.16432965772707334
2.79139522814419,3.377312396967373,2.9727002234953845,3.047135949535649,0.29996706513182353
2.5575878327624646,2.3473588511019994,2.596440355308201,2.5004623463908886,0.13400705141632607
2.53673742907693,2.925530969487572,2.450679564163491,2.6376493209093312,0.2529987583358056
2.29206845982246,1.6916715781088734,1.9765054777706494,1.9867485052339944,0.3003294750795546
1.5355404386205551,1.7583750691790578,1.9989424332690426,1.7642859803562185,0.23175753777225333
1.8723847794714836,1.333611629398462,1.6416217322460382,1.615872713705328,0.27030794619611
1.7969592472161864,1.3350758603058066,0.9953561388537622,1.3757970821252519,0.4023500332595071
1.613569714157322,1.4327866307948423,1.2065611227742519,1.4176391559088053,0.20392666049704014
1.0363655637937117,0.9154755499998289,1.2726103735319536,1.0748171624418315,0.18164584945375856
0.7987803681977537,0.7331741575804324,0.9848135144312453,0.8389226800698104,0.13053407746982318
0.7586488623996619,0.8556288015096774,0.9352780284038029,0.849851897437714,0.08845617579526091
0.8597400445587365,0.8135043835220956,0.7339474854890855,0.8023973045233058,0.06362756778501696
0.3496986639364508,0.7129026009929326,0.5985127186000417,0.5537046611764751,0.185701632951591
0.8195556532201075,0.32739785375282887,0.6963939251174142,0.6144491440301169,0.256107468174402
0.9133649652509951,0.4646243463807557,0.4377260888005777,0.6052384668107761,0.2671840813858211
0.4188932820717548,0.7504509872107651,0.590621409250558,0.5866552261776926,0.1658144321685761
0.5321278334105041,1.415178814082514,0.5793146399000766,0.8422070957976983,0.496768649516414
0.7147776044969544,0.49386721387634225,0.25544577745817415,0.4880301986104903,0.22972153772144727
0.879964229034245,0.5261906299116331,0.6377431244366308,0.6812993277941697,0.18086402903074475
0.9802105630985106,0.49028534926234485,1.138206177458509,0.8695673632731215,0.3378339653636111
0.4380867949259371,0.7969810161227794,0.8800774342751292,0.7050484151079486,0.23489919894518788
0.9695983929700694,0.8170501586410481,0.8044058364980541,0.8636847960363906,0.09194148808990585
0.9345346212274652,1.2139830286679705,0.7966182174420923,0.981711955779176,0.2126443558713851
1.4476364343154269,1.3159538767562822,1.6039942245472953,1.4558615118730014,0.14419621844734015
1.525032693467492,2.0323503718522073,1.8176055647304397,1.7916628766833798,0.2546518682392585
1.968355933254594,2.4370451651522997,2.740136474345803,2.3818458575842323,0.3888399716705518
2.2238156306290526,2.5509308132647965,2.344816918239314,2.3731877873777214,0.16539276084356136
2.964262469887954,3.1589037371151205,2.7748713509143874,2.9660125193058207,0.19202217428589072
3.7463380264929493,4.425052648840644,3.5262316212838414,3.8992074322058117,0.4685046438369843
4.150402031453805,4.543219372700097,4.186235474391681,4.293285626181861,0.21718924270017825
5.144435383462445,5.675072884309299,5.460325688979912,5.42661131891722,0.2669204626621791
6.273590380539093,6.7958934056607845,6.301874942194163,6.457119576131348,0.29372739876888426
7.137026407040407,7.838778059734662,7.279922406415737,7.418575624396936,0.3708535852020119
8.357980235743767,8.83511983693346,8.272024209366222,8.488374760681149,0.3033499967802367
9.061334678815816,10.510406786700683,9.547171223081202,9.706304229532568,0.7375262563252648
11.146227207725609,12.584916806406346,10.80677979630757,11.512641270146508,0.9440006650027286
12.576945595609757,13.355525839599746,12.608244322692002,12.846905252633837,0.4407562576905779
14.345101913583857,15.317110320364266,13.637436320192545,14.433216184713558,0.8432966739503696
15.798172217962769,16.67139089721622,15.450376676164316,15.973313263781101,0.629066547712165
16.811432516234916,18.01575917452625,16.38444935205678,17.07054701427265,0.8459599142638803
