D24,E24,F24,mean_WT-delta-intron-1mon-51,std_WT-delta-intron-1mon-51
2.9871665844147333,3.197522454382218,2.5466970518229792,2.9104620302066433,0.3321236481060858
3.1158433031972095,3.1984798127103407,3.266142095416132,3.193488403774561,0.07527361661292663
2.9935324955751086,2.9524354060591436,2.6592949924106963,2.868420964681649,0.18227039501897835
2.5752255852860713,2.5065448622597053,2.8547316750541416,2.6455007075333064,0.1844246695974668
1.9480429551240592,2.342606878138543,2.1969288581268627,2.162526230463155,0.1995189913987405
2.171287242041425,1.2730831287161657,1.514556247220004,1.6529755393258652,0.4648253248467854
1.4641697135634786,2.0672761280016037,1.306124747774849,1.612523529779977,0.40167710539035256
1.447333617957067,1.6079819875779402,1.5131098588995935,1.522808488144867,0.08076213359235332
1.0407106445488017,1.3023092381925148,1.4223301865420455,1.2551166897611206,0.19513769799393044
0.9354610705301303,1.0207004034402156,1.2018104000574032,1.0526572913425831,0.13601993731880013
0.6071661096752047,0.9157350755180035,0.8398450678823366,0.787582084358515,0.1607863994728162
0.9104355314319905,0.8708994052477973,1.0100929874822826,0.93047597472069,0.07172815248717059
0.8604186113418488,0.765782413268793,0.9179384822762504,0.8480465022956308,0.0768288301722678
0.5093850130473505,0.6210075895355943,0.4479808123307383,0.5261244716378944,0.08771957314592406
0.6755367748753427,0.6483950019177891,0.4554488049302469,0.5931268605744596,0.12000251753316692
0.8280190861856385,1.2704611725639994,0.786490685256683,0.9616569813354404,0.2682371588933427
0.6644748928875921,1.0379948726602262,0.7077017080673895,0.8033904912050692,0.20431972796603529
1.2305165533733347,0.729209533943478,0.38907838848235676,0.7829348252663898,0.4232840081193393
0.6123918908990866,0.8094857064015786,0.5793144322626246,0.6670640098544299,0.12444470379645646
1.0591574782384796,0.684084157212681,0.46589857016267566,0.7363800685379455,0.30006695879224815
0.7621910459671316,1.1407821996661631,0.7974750196077521,0.9001494217470157,0.20913952294050572
1.2391386319620072,0.9800372434348663,1.2851632638678898,1.1681130464215876,0.1644960407953427
0.805624654343978,0.9588593003676913,0.6029504487776569,0.7891448011631087,0.17852581558609817
1.1298012746755621,1.4046954574487671,1.078326083084224,1.2042742717361843,0.17546769673979712
1.3123583939082029,1.9185389753272677,1.596839255222089,1.609245541485853,0.3032806641982517
1.8706469261334562,2.158280167359273,1.7737612071192355,1.9342294335373218,0.1999893975485747
2.6980159262247243,2.679756875531084,1.815580424395235,2.3977844087170146,0.504286087209606
2.847114541888216,3.1251412586590233,2.5022503120539077,2.8248353708670493,0.3120425514840837
3.7671503232708647,3.5776307165799057,3.1443286004854674,3.4963698801120793,0.31926355452968747
4.374829749392695,4.641560481609928,4.114811423886474,4.377067218296365,0.2633816568279915
4.654002199143497,5.318985283966384,3.94721235520758,4.640066612772487,0.6859926329374861
