0.01nM-seeds,0.1nM-seeds,1nM-seeds,5nM-seeds,10nM-seeds,50nM-seeds,BLB,Agg-bu,WT-NB1,WT-NB2,WT-NB3,WT-NB4,WT-delta-intron-NB41,WT-delta-intron-NB42,WT-delta-intron-NB43,WT-delta-intron-NB44,HdhQ150-NB-61,HdhQ150-NB-62,HdhQ150-NB-63,HdhQ150-NB-64,Q150delta-intron-NB21,Q150delta-intron-NB22,Q150delta-intron-NB23,Q150delta-intron-NB24,WT-2w-5,WT-2w-6,WT-2w-7,WT-2w-8,WT-delta-intron-2w-45,WT-delta-intron-2w-46,WT-delta-intron-2w-47,WT-delta-intron-2w-48,HdhQ150-2w-65,HdhQ150-2w-66,HdhQ150-2w-67,HdhQ150-2w-68,Q150delta-intron-2w-25,Q150delta-intron-2w-26,Q150delta-intron-2w-27,Q150delta-intron-2w-28,WT-1mon-9,WT-1mon-10,WT-1mon-11,WT-1mon-12,WT-delta-intron-1mon-49,WT-delta-intron-1mon-50,WT-delta-intron-1mon-51,WT-delta-intron-1mon-52,HdhQ150-1mon-69,HdhQ150-1mon-70,HdhQ150-1mon-71,HdhQ150-1mon-72,Q150delta-intron-1mon-29,Q150delta-intron-1mon-30,Q150delta-intron-1mon-31,Q150delta-intron-1mon-32,WT-1.5mon-13,WT-1.5mon-14,WT-1.5mon-15,WT-1.5mon-16,WT-delta-intron-1.5mon-53,WT-delta-intron-1.5mon-54,WT-delta-intron-1.5mon-55,WT-delta-intron-1.5mon-56,HdhQ150-1.5mon-73,HdhQ150-1.5mon-74,HdhQ150-1.5mon-75,HdhQ150-1.5mon-76,Q150delta-intron-1.5mon-33,Q150delta-intron-1.5mon-34,Q150delta-intron-1.5mon-35,Q150delta-intron-1.5mon-36,WT-6mon-17,WT-6mon-18,WT-6mon-20,WT-delta-intron-6mon-57,WT-delta-intron-6mon-58,WT-delta-intron-6mon-59,WT-delta-intron-6mon-60,HdhQ150-6mon-77,HdhQ150-6mon-78,HdhQ150-6mon-79,HdhQ150-6mon-80,Q150delta-intron-6mon-37,Q150delta-intron-6mon-38,Q150delta-intron-6mon-39,Q150delta-intron-6mon-40
1.3129654169019114,1.4865486866922415,1.5318230933290897,1.8803283890790683,2.037930615679179,2.698092744712714,1.9247558373795366,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750404,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695187,1.2168200082461256,1.2337811171791244,1.2473383790990633,1.335689146189534,1.2630452293492613,1.3790279264216438,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.4806231810908792,1.3078952805182662,1.3354822382136082,1.3614631492642182,1.3792855262727761,1.3931600529869463,1.3847856823760463,1.4257753771042645,1.4421472878454433,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.34239282963119,1.4961945485913217,1.3688151607061112,1.3246298387183575,1.337272848180466,1.4056535574662161,1.4868747783059484,1.4429810803173468,1.509394234594134,1.4613153216952228,1.5175020468125748,1.421095673260125,1.4000874329252568,1.4528710318371447,1.3487904267989141,1.4459858431302846,1.4028639737544915,1.4332376932584063,1.461219406937746,1.502034070140259,1.5175011790953883,1.5603890204470607,1.6095477035305332,1.292472052109279,1.3288360169048026,1.5917597283542728,1.26815492723707,1.4732231758432979,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249434,1.4931528232516234,1.4360276568861894,1.3796124887511356
1.3129654169019114,1.4865486866922415,1.5318230933290897,1.8803283890790683,2.037930615679191,2.6980944170587273,1.9247558373795366,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750404,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695187,1.2168200082461256,1.2337811171791244,1.2473383790990633,1.335689146189534,1.2630452293492613,1.3790279264216438,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.4806231810908792,1.3078952805182662,1.3354822382136082,1.3614631492642182,1.3792855262727761,1.3931600529869463,1.3847856823760463,1.4257753771042645,1.4421472878454433,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.34239282963119,1.4961945485913217,1.3688151607061112,1.3246298387183575,1.337272848180466,1.4056535574662161,1.4868747783059484,1.4429810803173468,1.509394234594134,1.4613153216952228,1.5175020468125748,1.421095673260125,1.4000874329252568,1.4528710318371447,1.3487904267989141,1.4459858431302846,1.4028639737544915,1.4332376932584063,1.461219406937746,1.502034070140259,1.5175011790953883,1.5603890204470607,1.6095477035305332,1.292472052109279,1.3288360169048026,1.5917597283542728,1.26815492723707,1.4732231758432979,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249434,1.4931528232516234,1.4360276568861894,1.3796124887511356
1.3129654169019114,1.4865486866922415,1.5318230933290897,1.8803283890791083,2.0379306157104744,2.698171751466819,1.9247558373795366,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750404,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695187,1.2168200082461256,1.2337811171791244,1.2473383790990633,1.335689146189534,1.2630452293492613,1.3790279264216438,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.4806231810908792,1.3078952805182662,1.3354822382136082,1.3614631492642182,1.3792855262727761,1.3931600529869463,1.3847856823760463,1.4257753771042645,1.4421472878454433,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.34239282963119,1.4961945485913217,1.3688151607061112,1.3246298387183575,1.337272848180466,1.4056535574662161,1.4868747783059484,1.4429810803173468,1.509394234594134,1.4613153216952228,1.5175020468125748,1.421095673260125,1.4000874329252568,1.4528710318371447,1.3487904267989141,1.4459858431302846,1.4028639737544915,1.4332376932584063,1.461219406937746,1.502034070140259,1.5175011790953883,1.5603890204470607,1.6095477035305332,1.292472052109279,1.3288360169048026,1.5917597283542728,1.2681549272370776,1.4732231758432979,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249434,1.4931528232516234,1.4360276568861894,1.3796124887511356
1.3129654169019114,1.4865486866922415,1.5318230933290902,1.8803283890899307,2.03793061880798,2.698844454663972,1.9247558373795366,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750404,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695187,1.2168200082461256,1.2337811171791244,1.2473383790990633,1.335689146189534,1.2630452293492613,1.3790279264216438,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.4806231810908792,1.3078952805182662,1.3354822382136082,1.3614631492642182,1.3792855262727761,1.3931600529869463,1.3847856823760463,1.4257753771042645,1.4421472878454433,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.34239282963119,1.4961945485913217,1.3688151607061112,1.3246298387183575,1.337272848180466,1.4056535574662161,1.4868747783059484,1.4429810803173468,1.509394234594134,1.4613153216952228,1.5175020468125748,1.421095673260125,1.4000874329252568,1.4528710318371447,1.3487904267989141,1.4459858431302846,1.4028639737544915,1.4332376932584063,1.461219406937746,1.502034070140259,1.5175011790953883,1.5603890204470607,1.6095477035305332,1.292472052109279,1.3288360169048026,1.5917597283542728,1.268154927238316,1.4732231758432979,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249434,1.4931528232516234,1.4360276568861894,1.3796124887511356
1.3129654169019114,1.4865486866922415,1.5318230933291792,1.8803283896562282,2.037930697466631,2.7017928077234186,1.9247558373795366,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750404,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695187,1.2168200082461256,1.2337811171791244,1.2473383790990633,1.335689146189534,1.2630452293492613,1.3790279264216438,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.4806231810908792,1.3078952805182662,1.3354822382136082,1.3614631492642182,1.3792855262727761,1.3931600529869463,1.3847856823760463,1.4257753771042645,1.4421472878454433,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.34239282963119,1.4961945485913217,1.3688151607061112,1.3246298387183575,1.337272848180466,1.4056535574662163,1.4868747783059484,1.4429810803173482,1.509394234594134,1.4613153216952228,1.5175020468125748,1.4210956732601314,1.4000874329252568,1.4528710318371447,1.3487904267989141,1.4459858431302846,1.4028639737544915,1.4332376932584063,1.461219406937746,1.502034070140259,1.5175011790953883,1.5603890204470607,1.6095477035305332,1.292472052109279,1.3288360169048026,1.5917597283542728,1.2681549272840793,1.4732231758432979,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249434,1.4931528232516234,1.4360276568861896,1.3796124887511356
1.3129654169019114,1.4865486866922415,1.5318230933340322,1.880328401607974,2.03793163871902,2.710753966492152,1.9247558373795448,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750404,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695187,1.2168200082461256,1.2337811171791244,1.2473383790990633,1.335689146189534,1.2630452293492616,1.3790279264216438,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.4806231810908792,1.3078952805182662,1.3354822382136082,1.3614631492642182,1.3792855262727761,1.3931600529869463,1.3847856823760463,1.4257753771042667,1.4421472878454433,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.34239282963119,1.4961945485913217,1.3688151607061159,1.3246298387183575,1.337272848180466,1.405653557466236,1.4868747783059484,1.4429810803174468,1.509394234594134,1.4613153216952228,1.5175020468125748,1.421095673260497,1.4000874329252568,1.4528710318371447,1.3487904267989141,1.4459858431302846,1.4028639737544915,1.4332376932584063,1.461219406937746,1.502034070140259,1.5175011790953885,1.5603890204470607,1.6095477035305332,1.292472052109279,1.328836016904803,1.5917597283542728,1.2681549280224764,1.4732231758432979,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249434,1.4931528232516234,1.4360276568862027,1.3796124887511358
1.3129654169019116,1.4865486866922415,1.5318230934595867,1.8803285430820356,2.037938620467272,2.732421989941389,1.9247558373798572,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750413,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695187,1.2168200082461256,1.2337811171791244,1.2473383790990633,1.335689146189534,1.263045229349272,1.3790279264216452,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.48062318109088,1.3078952805182662,1.3354822382136082,1.3614631492642182,1.3792855262727806,1.3931600529869463,1.3847856823760492,1.4257753771043997,1.4421472878454438,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.3423928296311904,1.4961945485913246,1.368815160706347,1.3246298387183575,1.337272848180466,1.4056535574670512,1.486874778305954,1.442981080320716,1.509394234594134,1.4613153216952228,1.5175020468125748,1.4210956732704867,1.4000874329252568,1.4528710318371452,1.348790426798915,1.4459858431302846,1.4028639737544915,1.4332376932584079,1.4612194069377464,1.502034070140259,1.517501179095401,1.5603890204470627,1.6095477035305332,1.292472052109279,1.3288360169048288,1.5917597283542728,1.268154935074536,1.4732231758432983,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249434,1.4931528232516242,1.436027656886797,1.3796124887511532
1.3129654169019294,1.486548686692242,1.5318230953969207,1.8803296637735285,2.0379757784377146,2.7771401037611594,1.9247558373866183,1.5730687010704112,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315750977,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.382327577930563,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729695256,1.2168200082461256,1.233781117179129,1.2473383790990664,1.3356891461895344,1.2630452293497196,1.3790279264217138,1.5150164494281388,1.6743234699275975,1.6150282206480462,1.654163703801266,1.6638771932317729,1.4806231810909416,1.3078952805182662,1.3354822382136082,1.361463149264225,1.379285526272974,1.3931600529869541,1.3847856823762024,1.4257753771084927,1.44214728784547,1.3567099132754679,1.4015662856266298,1.3774075080960515,1.3423928296312146,1.4961945485914558,1.3688151607125074,1.3246298387183602,1.3372728481804668,1.4056535574857045,1.4868747783061924,1.4429810803831982,1.509394234594134,1.4613153216952228,1.5175020468125748,1.4210956734324034,1.4000874329252568,1.4528710318371716,1.3487904267989597,1.4459858431302846,1.4028639737544915,1.4332376932584887,1.4612194069377684,1.502034070140259,1.5175011790958925,1.5603890204471527,1.6095477035305332,1.292472052109279,1.3288360169055524,1.591759728354274,1.2681549820271454,1.47322317584332,1.3749963195872918,1.535521282451744,1.513462484871058,1.445945393766482,1.4190734283357789,1.5441450421505818,1.4182560886407842,1.4323700388249443,1.4931528232516489,1.4360276569013894,1.3796124887518462
1.3129654169027611,1.4865486866922815,1.531823115822788,1.8803362620972552,2.038130475015568,2.859151519536975,1.9247558374826907,1.573068701070418,1.2241093367670397,1.1510879749657112,1.164754785224603,1.3063096315771678,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346928,1.1821506931657857,1.2402235184561756,1.2476515088348763,1.3823275779305633,1.3545895910610535,1.2978200582153196,1.30563162019892,1.180844627198142,1.1356793729698416,1.2168200082461256,1.233781117179363,1.2473383790992343,1.3356891461895668,1.2630452293609946,1.379027926423894,1.5150164494281388,1.6743234699275975,1.6150282206480473,1.654163703801266,1.6638771932317766,1.4806231810932131,1.3078952805182662,1.3354822382136082,1.3614631492645297,1.3792855262781016,1.3931600529872727,1.3847856823809597,1.4257753771872121,1.4421472878465145,1.3567099132754754,1.4015662856266298,1.3774075080960515,1.3423928296320748,1.4961945485950188,1.3688151608171097,1.3246298387184905,1.337272848180506,1.4056535577634743,1.486874778312378,1.4429810811793227,1.509394234594134,1.4613153216952228,1.5175020468125748,1.4210956752212982,1.4000874329252568,1.4528710318380762,1.3487904268004078,1.4459858431302846,1.4028639737544957,1.4332376932608646,1.4612194069385638,1.502034070140259,1.5175011791076354,1.5603890204495878,1.6095477035305332,1.292472052109279,1.3288360169184674,1.5917597283543135,1.2681552223458818,1.4732231758438712,1.3749963195872956,1.535521282451744,1.513462484871058,1.4459453937664821,1.4190734283357809,1.5441450421505818,1.4182560886407842,1.432370038824968,1.4931528232521099,1.4360276571321937,1.379612488768552
1.3129654169269203,1.486548686694231,1.5318232764421482,1.8803671426991813,2.0386627387235228,2.9962349641180843,1.9247558384717338,1.5730687010707813,1.2241093367670397,1.1510879749657112,1.164754785224603,1.30630963162582,1.1800158885498406,1.1730463667156286,1.1865356237226579,1.2134276130346968,1.1821506931657912,1.2402235184561756,1.2476515088348763,1.3823275779305755,1.3545895910610535,1.2978200582153199,1.30563162019892,1.180844627198142,1.1356793729790535,1.2168200082461258,1.2337811171867792,1.2473383791049475,1.3356891461909173,1.2630452295522725,1.3790279264692438,1.5150164494281422,1.6743234699276008,1.6150282206481203,1.654163703801268,1.6638771932319643,1.4806231811470574,1.3078952805182662,1.3354822382136082,1.3614631492731184,1.379285526369179,1.3931600529956893,1.3847856824777989,1.4257753782408171,1.4421472878728099,1.356709913275821,1.4015662856266347,1.3774075080960575,1.3423928296518253,1.496194548659673,1.3688151620733697,1.3246298387225561,1.3372728481818583,1.4056535607376672,1.4868747784201302,1.442981088613485,1.5093942345941411,1.4613153216952228,1.5175020468125748,1.4210956899588612,1.4000874329252568,1.4528710318582096,1.348790426830976,1.4459858431302846,1.4028639737546864,1.433237693307069,1.4612194069570372,1.502034070140263,1.5175011792978146,1.5603890204936715,1.6095477035305377,1.2924720521092807,1.3288360170808489,1.5917597283553082,1.2681562295509163,1.4732231758533747,1.374996319587418,1.535521282451744,1.5134624848710583,1.4459453937664892,1.4190734283358621,1.5441450421505818,1.4182560886407898,1.4323700388254093,1.4931528232581692,1.4360276597351407,1.37961248904105
