D2,E2,F2,mean_WT-2w-5,std_WT-2w-5
2.5926477996615174,2.514651374888389,2.887711408163305,2.6650035275710704,0.19677388197563542
2.776673608591632,1.9714755920182947,2.9772329781803224,2.575127392930083,0.5323087804465443
2.8725062735515565,2.3476996926285585,2.833241385311108,2.684482450497075,0.2923224287670658
1.959571187463741,2.6014637264815827,2.8689081773434997,2.4766476970962743,0.4673411186537417
1.4473863742613853,2.1228090416193592,1.8468633107618384,1.8056862422141944,0.33958888103981427
1.6111654674487885,1.600387403779812,1.8101317022947254,1.6738948578411088,0.11810757809777642
0.9096057509104811,1.2364034206915087,1.5204699799293515,1.2221597171771137,0.30568110653270547
0.8098613002534527,0.5978971050798358,1.2860555972901442,0.8979380008744776,0.3524324850159325
1.2400136839743816,0.9827703409004825,0.9402804259819795,1.0543548169522812,0.1621827962374335
0.8646048284681022,1.1183963306299607,0.7830338716425227,0.9220116769135286,0.17489612463074294
0.9651397815053666,0.8152720225607921,0.9388346202923401,0.9064154747861662,0.08002085377750055
0.33506231693000443,0.9865979063919478,0.9621171219808744,0.7612591151009421,0.3693001628482103
1.0247477023597547,0.19551612385261388,0.8283472537430692,0.682870359985146,0.4333346255048766
0.6591345890613197,0.4341698169542135,-0.20110550465377303,0.29739963378725337,0.44613094149742716
0.48723577183296457,0.05033531454577703,0.4899003480646009,0.34249047814778083,0.25301730119916455
0.6363207208960161,0.12078921730032996,0.769656362147677,0.5089221001146743,0.34268053540918847
0.5820693231500729,0.22299875642975567,0.2063720757289097,0.33714671843624605,0.2122720503331422
0.6675858058197229,0.7170416367332259,0.5816259278305561,0.655417790127835,0.06852298161063682
0.8308338590882934,0.3377029201429406,0.5154172949136696,0.5613180247149678,0.24974925121709607
0.517143000029415,0.15763688899107253,0.7925715891389304,0.4891171593864727,0.31839378789601136
0.7826436082936865,0.8224718006233499,0.40821390127548685,0.6711097700641743,0.22854375860145754
0.985632955999315,0.6686011240755065,0.8854622952435538,0.8465654584394585,0.16205560326093263
-0.016365906504337047,0.9854051380955237,0.5617014444331517,0.5102468920081128,0.5028637834181536
1.356800855861396,1.1855413767178433,1.202392373095001,1.24824486855808,0.094389039640596
1.9646585881667746,1.3201544393259717,1.1193793643529284,1.4680641306152251,0.4416245001534632
1.2359045231252905,1.8732212826945582,1.5908057098751747,1.5666438385650079,0.31934465711183385
2.552912171663648,2.323389113729327,1.6803411053995527,2.185547463597509,0.452322127254031
2.424547564667995,3.0651711234379535,2.529546624476554,2.673088437527501,0.3435881620242996
3.2676593634346967,3.524780521208242,3.220174463196285,3.337538115946408,0.16388560853180703
4.145083035065481,4.864542553476975,3.4831076327838466,4.164244407108767,0.6909167668117073
5.2632524998566605,5.525462289105122,4.506201457282675,5.09830541541482,0.5292719681990015
5.406998636139412,6.735802449839524,4.838790262618453,5.660530449532463,0.973587487038579
7.338756683893124,7.737305514290757,6.526681525345336,7.2009145745097385,0.6169707821217926
8.419778036439373,9.245754380599728,7.300478128308129,8.322003515115744,0.9763169655380679
9.834647044690177,10.89126118352997,8.684272110949596,9.803393446389915,1.1038264275588487
11.531947059928951,12.328324652276708,9.726595818017577,11.195622510074413,1.3330730977256977
13.665155521714267,13.828040466091842,11.625235571851116,13.039477186552409,1.227473985402913
14.813696775307811,14.72148990984474,12.597842440405257,14.044343041852605,1.2535543542265253
16.228603125759253,16.858282084062637,14.682566161305699,15.92315045704253,1.119558369962971
17.296812618448083,18.39353255665981,15.069574483113257,16.91997321940705,1.693717883289904
19.03064962222727,19.455773556412478,17.40428824098871,18.630237139876154,1.0827721906600565
20.86987471963698,20.81914240294321,18.59788504321235,20.09563405526418,1.297336702369879
23.381409431436644,23.203418748325312,20.058422370447072,22.21441685006968,1.869265716248219
23.247345524279076,23.639906854379724,22.157034564849347,23.01476231450272,0.7683090321391982
25.18016393347533,25.223613056852734,23.104951338715303,24.50290944301446,1.2108621319590138
25.525323385290204,25.7504720332909,23.963982141930245,25.079925853503784,0.9729700683857282
27.861780074936647,27.30061817744223,25.349510359322082,26.837302870566987,1.3186624231345938
28.129665744453924,29.2707156013277,26.06815098223286,27.822844109338163,1.6231788785284422
28.378241756458962,29.504471658715993,26.946255744068676,28.27632305308121,1.2821496531459786
30.264461432464486,29.57225757538753,28.191772380753495,29.342830462868502,1.0552192076719251
30.468478366147668,30.377677320780556,28.449504733171587,29.765220140033268,1.1403470881051279
30.183306617450352,31.321792911392304,29.928992003869105,30.47803051090392,0.7417008979559648
33.233367307856135,32.89668655032067,31.421809324992818,32.51728772772321,0.9635316192321915
32.92495651288887,32.72747873432525,31.041367479082353,32.23126757543216,1.0352033847155646
32.358640953268875,33.85810843040717,31.318672853881512,32.51180741251918,1.2766276806534116
33.97664653497351,33.38046046628339,32.106521498693965,33.15454283331696,0.9553119885638203
34.66974202462093,33.40882814274813,33.12492257890361,33.73449758209089,0.8222908352632695
34.1171509546882,33.87538448068781,32.504844818930685,33.49912675143557,0.8695172097013808
34.73277528121469,34.732671847466804,32.66365974900088,34.04303562589413,1.194574551876481
35.57102512822934,35.43257870485086,33.80136012464141,34.934987985907206,0.9841879642197988
35.268219685205366,35.47275067468789,34.10344021584102,34.94813685857809,0.738642366171299
36.48923107014627,36.67083658705147,34.541273930902335,35.90044719603336,1.180575755480263
35.240581931258106,36.192200326961256,35.78344056244207,35.738740940220474,0.4773813307307105
36.730242031417475,36.216273319829575,36.118638029454196,36.35505112690041,0.32857164151204254
37.04309980763069,36.91480868018211,36.267521608684575,36.741810032165795,0.41572440971361124
36.895327073989705,36.52856697676181,36.1696071287549,36.53116705983547,0.3628669591625772
37.592349491199116,37.84110558648139,37.41464628255384,37.61603378674479,0.2142138974674932
37.2586913173192,36.51321354689402,36.7926695459928,36.85485813673534,0.3766096681757252
37.36850523941303,36.755186018520256,36.613528773026914,36.912406676986734,0.40129305723584624
38.206123900452766,37.799203138093965,38.033922204865824,38.01308308113752,0.2042592189302352
37.82569004194171,37.75157095494425,37.856326767889044,37.81119592159167,0.05386097594708419
38.25758214348381,38.470962204029355,37.43548138678576,38.05467524476631,0.546748148492733
38.87772379494194,37.8964486516454,38.09056696774725,38.288246471444864,0.5196471075157775
38.441960721646154,38.47001129150693,38.717504471380934,38.543158828178,0.1516377627613277
38.479062429914876,39.00149741408049,37.83510277457177,38.438554206189046,0.5842514877265899
37.79504056718393,37.888884611154985,38.523245803992396,38.06905699411043,0.3961278611934564
38.542747020653664,38.10716953402712,38.83166325875601,38.49385993781227,0.36471255728921725
38.363844403371104,39.21481322014602,39.11977981828741,38.89947914726818,0.46630062300995123
39.64180223761446,38.73986140617165,38.690063872939064,39.02390917224172,0.5356900491476407
38.06085474563744,39.19665085542568,38.53922906753453,38.59891155619922,0.5702452983957271
39.15471273243252,38.71706410957625,38.51229722020929,38.79469135407269,0.32816750966898184
39.80960908170958,38.80146444210212,39.603753451348915,39.40494232505355,0.5326662196408175
39.459695512876216,38.878103008574776,38.957566131516,39.09845488432233,0.3153564503310456
39.25685238559897,38.89290056386606,40.27249370293655,39.47408221746719,0.7149901448500652
39.44626764093962,39.287336202012035,39.04185044891933,39.25848476395699,0.2037464610950997
39.88940213937627,40.46048946926229,38.934607431268034,39.761499679968864,0.7709398665331977
39.80922822110882,40.56788594424242,40.2577361012592,40.21161675553681,0.3814257866937697
40.230883273925855,40.50146489873121,39.15874522037577,39.96369779767761,0.7101162529468202
40.097646478334674,40.04880488317929,39.60640773802685,39.91761969984694,0.27062157940426745
39.44178441298594,39.30210704299058,40.29514743687507,39.67967963095053,0.5375666535597065
39.722141888958404,40.55528176439094,39.69377648169055,39.990400045013295,0.4894074649488393
40.98414707153795,40.421766527339855,39.38871523549642,40.26487627812474,0.8092042996597306
40.136319645830646,39.78000316006066,40.322524876185916,40.07961589402574,0.2756699833468234
40.00672257117733,39.48585387954866,40.352674778793194,39.94841707650639,0.4363419139544055
40.888095783651295,39.05835986021937,39.71723977797569,39.88789847394879,0.9267290220219437
40.71905143626289,39.99781105815814,40.50064249282894,40.40583499574999,0.36984897847493137
40.57743098094391,39.17256840863546,40.706881972720055,40.152293787433145,0.8509322847401835
39.52521605216368,39.08715140834874,39.50805916431992,39.37347554161078,0.2481123166356609
39.616712825374606,40.27476734851184,39.011224090475935,39.63423475478746,0.6319538390893417
40.25224847837997,41.936501401012585,40.656827138038146,40.948525672476904,0.8792002064913401
40.9619144105564,39.50763898118975,39.0920083449997,39.85385391224862,0.981853225980091
40.40344077220996,39.85550400110981,39.59541038791789,39.95145172041256,0.41247151309435665
40.282345851444056,40.51471354176725,40.02024301191575,40.27243413504235,0.24738423113534544
40.58490900923347,39.499622456859925,39.59567716136003,39.893402875817806,0.6007846336065533
40.194218013273236,40.59366130839497,40.020105068743554,40.26932813013726,0.29406264171475976
40.7100448867827,40.54986394535328,39.493406539106374,40.25110512374745,0.6610558542019134
40.95550877359129,40.2933327028967,40.87217545278898,40.70700564309232,0.3606661706849628
40.0778568954613,39.735298048389964,40.780374712715314,40.197843218855525,0.5327699756279419
39.87483504928044,40.1328393061335,40.64905233844786,40.21890889795393,0.39421958815936364
41.14180306399005,39.78536197426863,39.58894485225737,40.172036630172016,0.8455649730061563
40.107320965027085,39.9867400672101,41.307258902221946,40.467106644819715,0.7300868441104399
39.95393213648852,40.902575854722535,39.92470904222192,40.26040567781099,0.5563276007853478
41.14325479748299,40.224853851936146,41.3978287275015,40.921979125640206,0.6170005728433262
40.362328925904784,41.04602284276483,39.98547297733507,40.46460824866822,0.5376218923783518
40.915370757761075,40.15152017345457,40.89159863778096,40.652829856332204,0.43430959813506304
41.092995782932626,39.733936326753984,39.661464677539406,40.162798929075336,0.8063886626059833
39.557867823840354,40.397435937978635,40.23081666838491,40.0620401434013,0.44450285838066883
40.372817917334366,41.72075930897145,40.8265945990651,40.973390608456974,0.6858558887274823
41.4813209115655,39.2827666176922,40.888758642386556,40.55094872388142,1.137539846140573
41.052699234295645,40.23517626812775,40.71098137083054,40.666285624417974,0.4105901026127143
40.87429601857503,40.02200976372403,41.65947644453875,40.85192740894593,0.8189624830950114
41.3698741425726,40.942064893827215,39.85496614067656,40.72230172569213,0.7809983681825088
40.30488001964429,40.65268905244924,39.79015769763837,40.2492422565773,0.4339490235238376
40.110711411145026,40.50746820665344,40.81388224458324,40.47735395412723,0.3525513528600584
41.357940694177486,41.00477363183921,39.98655086878653,40.78308839826774,0.7120644425781881
40.74925468086826,39.77829309998662,40.891298894284915,40.472948891713266,0.605767398739664
40.45110784471164,40.06623758013944,39.512789784049374,40.010045069633485,0.4716761541767527
40.40273956121783,40.823896412344,38.81059128221102,40.012409085257616,1.0618934961202255
40.46044919393637,40.25475909830891,41.28507370957958,40.66676066727495,0.545261742260366
41.34551000900558,41.125769079756175,40.73747445355837,41.06958451410671,0.3078868919504588
41.08003008109547,40.990734740467936,40.14180437855941,40.73752306670761,0.517835863011828
41.47362419660484,41.12674524535049,40.441626352150536,41.01399859803529,0.525155922179495
40.64697547875638,40.725401904046,39.21218085717815,40.19485274666018,0.8519217733040776
