D18,E18,F18,mean_WT-1mon-9,std_WT-1mon-9
3.2313502332570168,3.021463534534142,3.2233802254654926,3.15873133108555,0.11894417276020032
2.6943964536706457,3.023743131293218,2.906206574357917,2.8747820531072605,0.16690696185938855
2.672822489654069,2.854325859322786,2.995304804395757,2.840817717790871,0.16166497222968249
2.5412860602521237,2.620764703597274,2.631459834638245,2.5978368661625475,0.04926552236437485
1.8891048176160896,2.1843989779358712,2.80934498541354,2.2942829269885006,0.469857801150008
1.8131159153072036,1.8692181082119836,2.0381015828981983,1.9068118688057953,0.11710937529519148
1.6182494776139942,2.133641899852763,1.3964254526265227,1.7161056100310932,0.37822465480709283
1.1525148344152403,1.5873244728480718,1.8955215352299142,1.5451202808310753,0.37329697926949823
1.1516225217815308,0.9523273686975701,2.007756494195375,1.3705687948914917,0.560745720107449
0.8260610074503941,1.1940617018952386,1.2833106608636389,1.1011444567364237,0.2423726928153429
1.0964882036292227,1.341979484830922,1.2333363557261299,1.223934681395425,0.12301538886122516
1.315304265336933,0.6648184673672594,0.7931464446264157,0.9244230591102026,0.3445404264709794
1.0696163111248271,0.6530356101136675,0.5630870771336154,0.76191299945737,0.27024744338227524
0.43789229031165844,0.9377315043868635,0.29617045453874913,0.557264749745757,0.33702742206542
0.8410007216413897,0.4371878108180477,0.5880833357382598,0.6220906227325658,0.20404310430259562
0.6757170599018177,0.9615623824766169,0.7965503113027487,0.8112765845603945,0.14349053785012056
0.8608591624401052,0.43111013938622617,0.7015565927777667,0.6645086315346994,0.2172566898351849
0.9644479480198689,0.6405076366391517,0.3548559654702828,0.6532705167097678,0.3049963354336514
0.8144974604117559,0.4003197770757681,0.6538667270999667,0.6228946548624968,0.20881867801373452
0.5436189985921155,0.6070298902278961,0.9774593670101962,0.7093694186100693,0.2343275498514808
0.8885991321503596,0.3085150042413466,0.7276573893481634,0.6415905085799566,0.2994662415646655
0.5007035492182627,1.3445720976754485,1.1346124669869393,0.9932960379602168,0.43932480194436774
0.8153375736960632,0.6205545605856806,0.6709054273375258,0.7022658538730898,0.10110743203869463
1.086559607867956,1.9521706527383744,1.0565203691157035,1.3650835432406778,0.508654150253366
1.080775296721534,1.5228950924931122,1.7790854514726844,1.4609186135624437,0.353256395572149
1.7726336641668197,1.7541194109549338,1.4692319389131492,1.6653283380116342,0.1700765789212104
2.3917501655163576,2.4372281961044835,2.2663684226944154,2.365115594771752,0.08848907170660678
2.9263213215635866,2.826040603101358,1.8751518586552218,2.5425045944400555,0.5801153429219501
3.129722365588922,3.519462839450009,2.5512063677872456,3.0667971909420593,0.48718562369230434
4.080106413898237,3.53226425617199,3.0477862291848847,3.5533856330850373,0.5164840998169061
4.771366488119309,4.73924078192547,3.232006265769391,4.24753784527139,0.8796228208578843
5.9590381067027085,5.235661337099635,4.354614492864265,5.183104645555535,0.8035019835259581
7.182139967356245,6.553583800774558,5.669344492661037,6.468356086930613,0.7599903680112493
8.87710447219621,7.821647065160629,5.864538094436651,7.521096543931164,1.5286062301849732
9.148863502952873,8.957559216488729,6.9041590333834115,8.336860584275005,1.2444374765130912
11.08381602214515,10.774195305202145,8.632779524571836,10.16359695063971,1.3347350827242384
12.775819096309219,11.89681576454242,9.893857121476548,11.522163994109397,1.4770576048048383
13.879453504281106,13.309676698423514,10.961079584238021,12.716736595647546,1.5469033772045655
15.522474400219188,14.740407016166154,12.393490427997405,14.21879061479425,1.6284034903058688
17.89597180939758,16.60919669915411,13.331195645116232,15.945454717889307,2.3536589431707773
19.068917217470986,17.499455218707954,15.104350629988348,17.22424102205576,1.9965605919117797
19.94812320842905,18.975923215376678,16.589390252518317,18.504478892108015,1.7282842878811624
22.00839700391635,21.189823009507442,18.528865237448212,20.575695083624,1.819244392729477
22.90102552938172,22.20431646186404,19.580788397942882,21.562043463062878,1.75082255125643
24.763186929839513,23.69393580036707,20.71416497668649,23.05709590229769,2.0982894190527057
25.261912232456567,24.19945983299948,21.932680439183606,23.798017501546553,1.7005331641713564
26.491339508510375,26.26432462635635,23.334119001126155,25.363261045330958,1.7609506000594088
27.29171815204107,27.058940194774955,24.268064903375038,26.20624108339702,1.6825402143635981
28.19257583042768,27.687777428946212,25.2620274731925,27.047460244188798,1.5666949260609728
28.590237936704373,28.451099822253344,26.64824721468358,27.896528324547102,1.0832793502392732
29.999525225684888,30.11668266539803,27.250402925732015,29.12220360560498,1.6220850179012503
30.152684259100944,30.230237687630424,29.99796940815496,30.12696378496211,0.11825098521816947
32.104795712589464,30.504134142439604,29.651734422032277,30.75355475902045,1.2454057197512782
31.695585093934337,31.366883635593524,30.3380832533526,31.133517327626823,0.7082003156354907
32.558632357851266,32.69553900630904,30.547428671617023,31.93386667859244,1.2026402695683636
33.32369274211446,34.063967314227014,30.425936742640193,32.60453226632722,1.9226831388455503
33.58158651958429,32.76895445578809,32.25588201775362,32.86880766437533,0.6684692244168035
34.60234958273587,33.83818801878912,32.709848550060244,33.716795383861744,0.9520725647399652
34.32399600143668,33.569359733523854,34.384624473510655,34.0926600694904,0.4542041216496491
36.16823420799446,34.99282990840872,33.73993255590831,34.9669988907705,1.214356891315419
