A2,B2,C2,mean_0.01nM-seeds,std_0.01nM-seeds
2.7114178316340847,2.235657330413672,2.4843091234330457,2.477128095160267,0.23796152841513132
3.1423994591989017,2.948992721079453,2.9116336144357704,3.0010085982380414,0.12386467367552156
3.020586922336717,2.7294563404896457,2.8717653545102246,2.8739362057788624,0.1455774308334794
2.800244905375179,3.0258055486448976,3.025910940919372,2.95065379831315,0.13025793289854665
2.171353883572553,2.161161774283099,1.7854395897712367,2.0393184158756292,0.21992456327352444
1.8177417680109693,2.1861609740244097,2.0567992383714415,2.02023399346894,0.1869115852240796
1.2962568557207095,1.512409554766212,1.3587641517077167,1.389143520731546,0.11123253513643566
1.6010385498164648,1.2985767929660468,1.4580883904388087,1.4525679110737733,0.1513064286756355
1.001614504951791,1.7087256854005157,1.2041707712216394,1.3048369871913155,0.36414532903380387
0.8076143348870605,0.7713980821026492,1.2989850701246894,0.9593324957047997,0.294704610964912
1.2579158768741725,0.8771810674372817,1.0622954937000457,1.0657974793371665,0.19039156154301676
0.683146486017823,1.1063304387418975,1.0342050219313463,0.9412273155636889,0.22639524039130252
0.11210027238720936,0.6602031364153781,0.624194647813557,0.46549935220538147,0.3065816938845093
0.5750296126386908,0.6676017464545695,0.5325976914012178,0.5917430168314927,0.06903641886711737
0.7117881341833786,1.0047423620798153,0.3462471647065762,0.68759255365659,0.3299137020929511
0.8716180447192113,0.691251941921366,0.4071055142111447,0.6566585002839074,0.23418049108112116
1.0871171533397874,0.6729335480860793,0.5682111647032672,0.7760872887097113,0.27440185297150743
0.3221911530930414,1.0716016073071881,0.30388197581671333,0.565891578738981,0.43805339998563725
0.7206129914534424,0.3032603848197435,0.45220069807243074,0.4920246914485389,0.21150712139855002
1.0070569422484659,0.16234593706822056,0.45896708628890237,0.5427899885351962,0.4285485734125117
1.0734632022479549,1.055554293790448,0.9666812818947067,1.03189959264437,0.057186128504337165
1.1129617173970323,0.7490068484545501,0.652083286483743,0.8380172841117752,0.24299048389225172
0.7332862723170449,0.8145309743143289,0.5304413191009945,0.6927528552441228,0.14631798069449084
1.345715677419224,1.4390521641659206,1.5255799091302862,1.4367825835718104,0.08995359197557114
1.672700222687293,1.597882008527298,1.3162848628237604,1.5289556980127836,0.1879390975755717
1.9391416974379456,1.9162561443413249,1.9304150415284111,1.9286042944358937,0.011549728953934673
2.8266717026198527,2.727339585236239,2.921450835441689,2.8251540410992604,0.09706452408809813
3.1354865381282515,3.2138909698026565,2.9233674197530317,3.0909149758946466,0.15030286558584738
3.7950194639984822,3.6863803151185817,3.5231329404584018,3.6681775731918216,0.13685421177631635
4.445020237113399,4.395544421600122,4.25049985476871,4.363688171160743,0.10109728139729234
5.080020018687818,5.176238753428067,4.867559620658527,5.04127279759147,0.15794528200885177
6.232458393159442,6.701712207544221,6.423484758205252,6.452551786302972,0.23597341941517744
7.724172565149743,7.365844013230863,7.322764409510535,7.470926995963713,0.22037230270259053
8.463787374934292,9.355252195694797,7.979246628634737,8.599428733087942,0.697958998563952
10.629002825213126,10.263938526213328,9.780503447079886,10.224481599502113,0.42562358425285207
11.412438639010093,11.663746510318749,11.163599529853844,11.413261559727564,0.2500745057296343
12.884733097939,12.936952808971009,12.564483580854041,12.795389829254683,0.20166803469541447
14.082428523977573,14.345323596210836,14.154618937268726,14.194123685819045,0.13582681480345152
15.935982672314411,16.04628142167223,15.001007428375676,15.661090507454105,0.5743028007869371
17.27152421608977,17.616331071606695,16.93990675804292,17.27592068191313,0.3382335874493513
18.843259716524223,18.45073719609601,18.171344965465625,18.488447292695284,0.3375409556063965
20.00389126129565,19.644751296556503,19.044249266840946,19.5642972748977,0.4848534073109691
20.96829652675635,21.7405138929605,20.38242599539794,21.0304121383716,0.6811713780549098
22.035363983360668,22.15800480367408,21.228604342615597,21.807324376550113,0.5049236090337461
23.64601604652569,24.69935000665022,22.415131480936616,23.58683251137084,1.1432587574247477
24.822281511992006,25.559704323945766,24.6076872760382,24.996557703991993,0.499362852242907
25.621684506740177,25.70000331483464,25.053155638423846,25.458281153332887,0.353027578310918
26.38740246204384,26.15236651801799,25.864226019933046,26.134664999998293,0.26203703020771485
27.601141462048616,27.610933746659622,27.991224843838065,27.73443335084877,0.22244184714938403
27.915137725855647,27.940003037176975,27.65587856832465,27.837006443785757,0.15735326936091176
27.820202666081638,29.13612189735919,28.4200830226847,28.458802528708514,0.6588135213560594
29.73945053613733,29.375187096391713,29.462859875215848,29.525832502581626,0.19012134870087427
30.35843240550509,30.361890037236805,30.40129726353895,30.373873235426952,0.02381274433394699
30.900330356821136,30.100177510234456,30.14161121923952,30.38070636209837,0.45048419503819787
31.959284518795567,31.81298572372243,31.17931693842514,31.65052906031438,0.414585916573975
32.35471372308642,32.59498937686419,32.41637741998528,32.455360173311966,0.12479118054686673
32.48543560200405,32.02949658008834,31.551739945514896,32.02222404253576,0.4668903105532599
32.760999391000226,32.55092460906627,32.05204892415779,32.4546576414081,0.3641472063679784
32.95975209046067,32.59633309596149,32.97009296407932,32.8420593835005,0.21286801006157455
33.55947435346727,33.41726949883826,33.10779402396324,33.361512625422925,0.23094458581012245
34.18933909813695,33.81220808753586,34.71398581241957,34.23851099936413,0.4528953225380383
35.08319767701566,34.596633229082244,34.366096241359685,34.6819757158192,0.3660889540628083
34.19861704652234,34.35730938119191,34.09953937272559,34.21848860014661,0.13002885563890787
