J3,K3,L3,mean_WT-6mon-18,std_WT-6mon-18
1.8148799571737717,2.68748096335581,2.9930967016637218,2.4984858740644342,0.6114229567830402
3.541890265334481,3.1558570423587744,3.472535939683953,3.3900944157924027,0.2057981194190649
3.034987202148977,3.1945641663004363,3.482936538872452,3.237495969107288,0.22703965917199376
2.650269184180032,3.508276336483222,3.1979687753285253,3.1188380986639266,0.43444253514464426
2.3404272880302326,2.224516273028504,2.3042717986710706,2.289738453243269,0.059306445237221686
1.77957233274497,2.501793764592948,2.2406029452216703,2.173989680853196,0.3656896831980691
1.4471922518617926,1.8438218318937054,1.840283644124468,1.7104325759599888,0.22797967204701627
1.8510054087905712,1.7577673420563626,1.7432822152859035,1.7840183220442791,0.058462869134652554
1.4530732566765838,1.6596689674291325,1.5278759571794227,1.5468727270950462,0.10459973649946756
1.3839573579604232,1.7485344615010125,1.3920931218614838,1.508194980440973,0.20817984359855835
1.2175663975726312,1.7559740976938834,1.2638837618735366,1.4124747523800172,0.29837924648379416
1.0607248450996436,1.202700871622018,1.1350585346732924,1.1328280837983178,0.0710142887741597
0.976201560693199,1.505933038653231,1.2466286776008653,1.242921092315765,0.2648852002791298
1.2162885949125102,0.9789676121494796,1.473347505571575,1.2228679042111883,0.2472556070914194
0.15860603551598093,1.0999491697334722,0.6228312152161792,0.6271288068218774,0.4706862819913169
1.1380740454458609,1.2116945545457305,0.9737386570567768,1.1078357523494562,0.12182576929566843
0.5978169009528127,1.5183327004671454,0.8915372482441248,1.002562283221361,0.4701938462832645
0.6527391644926054,1.4079317610263804,0.5913048171232373,0.8839919142140745,0.45478375857923076
0.939697433631039,1.1274926604390425,1.0411222439524577,1.03610411267418,0.09399812782237685
0.5486152507922145,1.0409674040867987,1.0306021861993202,0.8733949470261111,0.28131521066199094
1.0987823291980858,1.1842125379803352,1.1742373503615378,1.1524107391799863,0.0467106075736299
0.9369616238991971,1.3519768866689361,0.988899579217492,1.0926126965952085,0.22611219586769718
0.5670455362992359,1.356107860503906,0.9750794911240871,0.9660776293090764,0.394608176558623
1.201825313994832,1.1914745919675644,1.30525433679799,1.2328514142534621,0.0629159896716496
1.1708676548277466,1.2671769135045552,0.8850591420880257,1.1077012368067758,0.19873599342414996
1.1462268151564037,1.5578704041983398,1.4640617704844434,1.3893863299463955,0.21574273374669012
