D11,E11,F11,mean_HdhQ150-2w-66,std_HdhQ150-2w-66
2.6192952158599585,3.0293365799240433,3.1996136110351125,2.949415135606371,0.29830008027326044
2.882574396494977,3.0805914707518767,2.8403118267759453,2.9344925646742666,0.12827781946860425
2.7417394563003383,2.6056811340270123,2.617106185918217,2.654842258748523,0.07547168448794989
2.289967711706735,2.766991615824798,2.650939887163962,2.5692997382318317,0.24877055033354525
2.190389317183423,2.266884673176205,2.5774951633393695,2.3449230512329993,0.20501274440709583
1.892439984539333,2.2166444393508398,1.8767628810981947,1.9952824349961225,0.19186530593629858
1.6277885328012165,1.3820435855000086,1.7967627367531294,1.6021982850181182,0.208540497722211
1.5538039883137378,1.3548989047298299,1.4515063604400624,1.4534030844945434,0.09946610598834399
1.8356299955157913,1.8355762533587752,1.162757806806481,1.6113213518936824,0.3884674261864864
1.4869041060911563,1.4048714612471784,1.340887615678118,1.4108877276721508,0.07319392368501237
1.010046096026894,1.5341739320775067,1.4265258578365012,1.3235819619803006,0.276813260884145
1.0333039845059364,0.9632597208459505,1.9230686678803275,1.306544124410738,0.5350732980099143
0.8867269377432971,1.2829502076502417,1.1421279687891146,1.1039350380608846,0.20085378978786134
1.1040197935382974,0.9377562968571996,1.144067419571399,1.0619478366556319,0.10940112890574297
0.8518895328361704,0.8301914458776039,1.4296703661860266,1.0372504482999336,0.34001874317412467
0.786898479427796,1.1738892950553903,1.0031595564782454,0.9879824436538106,0.19394130918989871
1.0574519092845875,1.159959140780714,1.467008715851575,1.2281399219722922,0.21312122992385718
0.6512951385020058,0.94753178968264,1.0187395211070478,0.8725221497638979,0.19486836104805375
1.3828155034604872,0.8863583745294806,1.168920327278935,1.146031401756301,0.2490187691727072
0.9737013098925992,1.0609816897376387,1.176950851881446,1.0705446171705613,0.10196166566648716
1.3602740726171931,1.2274752952936168,1.4446561591523082,1.344135175687706,0.10948620873049408
0.97455400951391,1.353630854831085,1.2626640313145945,1.1969496318865298,0.1978979544690868
1.2117922516658088,1.2537850533327037,1.1682956721313444,1.2112909923766189,0.04274689486037647
1.6466568600132057,1.6760661650960886,1.2292219096099204,1.5173149782397382,0.24992886778196155
1.7106407010234161,2.274508592983119,2.2054149537892593,2.0635214159319317,0.3075501291822546
2.008853536057056,1.9114637092707207,2.0447793712933824,1.9883655388737196,0.0689788732625681
2.4837185703402502,2.941534650806841,2.2359064757041804,2.553719898950424,0.3579845246376859
3.0537476608087344,3.6132915452951115,3.2756672151559045,3.31423547375325,0.28175871343216674
3.4992746058459674,4.072639646275351,3.024035202857014,3.5319831516594444,0.525066858996161
4.604855723839211,4.7997175934237415,3.8861261680155765,4.43023316175951,0.48117782839121975
5.3087809170027676,5.92129237562454,4.260590137129663,5.163554476585657,0.839822017145682
6.370864110856808,6.146873085730201,5.607510394581928,6.041749197056312,0.3923843753452829
7.732654117376761,8.253951363786195,6.6672369032379555,7.551280794800303,0.8087570132215487
8.596757362903409,9.17270578851794,8.044556398533283,8.60467318331821,0.5641163503128745
10.335337889914296,10.93424758571621,8.75844671522984,10.009344063620116,1.1239356467737605
11.532099157848585,11.665089843339763,9.604035133282443,10.933741378156931,1.153477634742222
13.02140831076613,13.312469389734751,11.495839017448317,12.609905572649732,0.9757240157884589
14.926851674159336,15.178191076659184,12.833037841817202,14.312693530878574,1.2875669273637809
16.95251983884854,16.376023134195595,14.676626209388271,16.001723060810804,1.1832152643776856
18.07251921952078,17.94627767547424,15.899470551776895,17.30608914892397,1.219801680700933
19.26888826550455,20.104552458396828,17.5803603732638,18.98460036572173,1.2858853479740142
20.73553206810779,21.54793677415101,19.1445286017441,20.475999148000966,1.2225427245141434
22.177059724670105,22.217430015266363,20.389500274108695,21.594663338015053,1.0438970006872466
23.218209087954115,23.82308449607107,20.77912845249505,22.60680734550674,1.6114515713500361
24.78858353904794,25.763155567143382,22.601486079943022,24.384408395378113,1.6191221839761938
25.531706999394494,26.06629811182577,24.479070982697323,25.359025364639194,0.8075807700141545
26.896002698289127,27.655316253599732,26.133840988484042,26.895053313457634,0.760738076862453
28.521894175065103,28.701919735338826,26.74672952403278,27.990181144812237,1.0806161439208004
28.974984127241406,29.207741510031955,27.408799603331087,28.530508413534818,0.9783746679965584
29.753198551536965,29.953231608442277,28.45460829850103,29.387012819493425,0.8136565301397228
30.755274798438602,30.64889729923005,28.66301275256418,30.022394950077608,1.178460441538791
31.536003177371878,31.55238570774624,29.771622048797404,30.953336977971844,1.0234279296563458
31.153358322897752,32.35797532000806,31.024827521311977,31.51205372140593,0.7354029881468102
33.52153386988836,33.65077174579365,31.37508464524409,32.849130086975364,1.2781952434423665
33.35572549187857,33.58556870139138,32.473345356861664,33.13821318337721,0.5871489549436436
35.13363833156788,33.950757565182464,33.57970676462047,34.22136755379027,0.8115406047386957
33.96075244546107,34.146072418977404,32.732663771524486,33.613162878654315,0.7681437895266418
33.781914793246685,34.769470897801575,33.51516811739844,34.02218460281557,0.6607692882349027
34.4571958320907,35.612583304394356,34.26150696865698,34.77709536838068,0.7301394395841738
36.36987895152812,35.963642588187724,35.26871263687729,35.86741139219771,0.5568546897007111
36.45213170678,37.10496441727597,36.66694469909723,36.74134694105107,0.33271520431022894
35.76721838626217,36.80256018706023,35.09198203997529,35.88725353776589,0.8615832678961023
35.80443719329432,36.747868555250385,35.73130795659492,36.09453790171321,0.566981197619062
37.47007369150085,36.867330755445714,36.23041525892018,36.85593990195559,0.6199077116995039
36.6252854860029,36.57657369128696,37.08265588238039,36.76150501989008,0.27918921378665673
36.73272770768112,37.645664128175525,37.785505845408665,37.3879658937551,0.5717444681296185
37.7542521524315,39.01764373588905,38.318598365521616,38.36349808461406,0.6328914297640488
38.077457156878,38.11443516634448,37.12662829145664,37.772840204893036,0.5599412657559488
