J9,K9,L9,mean_WT-delta-intron-6mon-60,std_WT-delta-intron-6mon-60
3.055159454761826,2.9052226880007144,2.6902392703774005,2.883540471046647,0.1834237556638268
3.1232013932530402,3.3729576240671797,3.5443477543683475,3.346835590562856,0.21178487869998405
3.071626342157237,2.844725242164902,2.7716966676488215,2.89601608399032,0.1564049719607758
2.873346184884989,2.8035930818627217,2.521348600211592,2.732762622319768,0.1863821085922032
2.5980039646067534,2.219722769051869,2.6065160458276693,2.4747475931620975,0.22089898045490738
2.0428706497731,2.0033804990200585,1.867671757099099,1.9713076352974195,0.09189757580631422
2.2774703978411335,1.7214877352788889,1.8404997936768597,1.9464859755989607,0.292752426695782
1.606600238332539,1.9539654049959911,1.6023792852371408,1.7209816428552236,0.2017808939845586
1.769716297578573,1.6175642742693965,1.3855784660969708,1.5909530126483133,0.1934466020059444
1.578090172091828,1.5078724802687076,1.673774705481876,1.5865791192808036,0.08327624962108418
1.1563525245816944,1.7974341736934654,1.288010538555737,1.4139324122769654,0.33858331163550537
1.3802372821173856,1.579357078567725,1.266086222406913,1.4085601943640078,0.15854430878631193
1.213564794259803,1.0905183032712673,1.2119640755311463,1.172015724354072,0.07058337486599144
0.6755616584872821,0.6938481877475509,0.5502965303314279,0.639902125522087,0.07813751535082789
0.6766465989143784,1.0855826765782588,0.07953472105333072,0.6139213321819893,0.5059485809041853
1.258919586490239,0.9975715137532686,1.1213131694756222,1.125934756573043,0.1307353168860904
1.2019076261767014,0.38100278103260854,0.8507672634107661,0.8112258902066921,0.4118784181544472
0.49304573069952107,1.046880221757224,0.66259353009169,0.7341731608494784,0.2837708468568471
0.5281084648012792,0.6915190746833331,1.007684646473043,0.7424373953192184,0.24380901344905453
0.10879362158301735,0.9577685165557683,0.3838474619297995,0.48346986668952846,0.43316631992928745
0.8109890791716378,1.4803821347462187,0.6544352211799227,0.9819354783659264,0.4387072823142356
0.9149127229748708,1.521985023097312,1.4431098402229443,1.2933358620983757,0.33008843934078014
0.872476533605605,0.7391237952411074,0.8994135977084403,0.8370046421850509,0.08583062684419726
0.858279272201228,0.9771311878113581,0.8224164087599227,0.8859422895908363,0.08098208204632024
0.8787119325993317,1.2707435789532282,1.498471034390437,1.2159755153143323,0.31348842348529404
1.1792716953880056,1.179243163728576,1.3217497214076015,1.2267548601747278,0.08226796429354265
1.6654190295720992,1.9476228091017158,1.4034102244118531,1.6721506876952226,0.2721687358046846
1.8047426008060128,1.4298738174518142,1.6554394035610935,1.6300186072729737,0.18872284929574862
1.5998040212593236,2.176451495378615,1.717032386544664,1.8310959677275342,0.30477606987136585
2.486316086887502,2.2795810021516068,2.077068092560095,2.2809883938664015,0.20462762711528112
2.415746002209895,2.933280941215369,2.715620371528415,2.688215771651226,0.2598535401792163
3.28950298726701,3.3914409064170896,3.3034665745517313,3.328136822745277,0.05526572807455265
3.7035756848243118,4.341151411626551,3.958169837086023,4.000965644512296,0.32093505994484417
4.2374138160830706,4.657158288610909,4.752594484128056,4.549055529607345,0.27407560099351486
5.08380504892016,5.735905031367863,5.301047650602534,5.373585910296852,0.332046602326667
5.635804844117827,6.923236141952345,6.019673615671132,6.192904867247101,0.6609664413212677
7.27513695853185,7.588665964195737,7.006125184661335,7.2899760357963075,0.2915537491024299
7.550584609345504,9.140658823196674,7.777476607757166,8.156240013433115,0.8600466786739173
8.671010914767031,10.782686127171248,9.525365624328005,9.659687555422094,1.0622263584331884
10.391238738706084,11.065246110436664,10.29757849753799,10.584687782226913,0.4188022090470991
11.527852498758223,12.495495429435813,11.597225162020965,11.873524363405002,0.5397584152532228
12.99926553115513,13.63735888247349,13.112468808608366,13.249697740745662,0.3404623563785447
13.774990635302279,15.742863953285918,14.83672281599501,14.78485913486107,0.9849612834896385
14.909349763462746,16.097572668621684,15.63241537390351,15.546445935329315,0.5987582787424809
17.24925850839728,17.978433890464288,17.559593070948047,17.59576182326987,0.36593075634131955
18.244695505589544,19.647633401103768,18.0881174539731,18.6601487868888,0.8587628130313147
19.582304184820025,21.088346746263362,19.74125996457734,20.13730363188691,0.8274533153185816
19.683119300979794,21.831264168403735,20.882650690742988,20.79901138670884,1.07651207273511
22.043661953102916,23.339882085792674,22.10597035642858,22.49650479844139,0.7310502861611208
22.49650425137346,24.13562619312895,22.462561131764716,23.031563858755707,0.9562966393742383
23.4740312102411,24.559380926763467,23.26873752644602,23.767383221150197,0.6935284049150778
25.28604946523786,26.174299547637215,24.565282782966413,25.341877265280498,0.8059598592306717
26.348667546596715,27.447310053740782,26.481552862253842,26.759176820863775,0.5996333349820036
26.68828795372355,28.016449565266623,27.200671435455664,27.30180298481528,0.6698313289934121
27.195917855603202,28.757928282240357,28.052720282208455,28.002188806684003,0.7822302830655466
28.305551184404187,29.770480712731352,28.420058662960674,28.832030186698734,0.8147361738744077
28.990322955856534,29.48043550594922,28.54082277637444,29.003860412726734,0.46995262255745135
29.775101328636516,31.083079614020754,30.456279486690104,30.438153476449127,0.6541775087425541
30.134488701406013,31.576320510343763,31.31282103094456,31.00787674756478,0.7677649401286056
32.32851187014723,32.064326086576315,32.1889742598104,32.19393740551132,0.13216280366154884
32.48785609615625,32.7889249978118,30.529652986161725,31.935478026709927,1.2267512601828776
33.36043697381213,33.32289162457031,32.77641145509718,33.15324668449321,0.32688836916887737
31.253570048241414,33.00722803372848,32.66678257573733,32.30919355256908,0.9299094120576795
33.62041547522336,34.262894635851254,33.67375763203817,33.852355914370925,0.3565359418059273
34.6566913961489,35.56288190754212,33.9665111854269,34.72869482970597,0.8006174126508062
33.67507380214244,34.892873430257595,34.34637138664793,34.304772873015985,0.6099645979986387
34.78745174346656,36.409349332764656,35.07928392751222,35.42536166791448,0.864560755149221
33.811688395100184,35.280278105509346,34.23847945981584,34.44348198680846,0.7554524878739465
36.000320249349514,35.76925905224642,36.080751871216954,35.95011039093763,0.16170255557306082
36.228469176693615,36.713327096213916,36.24160778644589,36.394468019784476,0.27621819044486107
35.57004461110373,36.754100255696834,34.657983618447645,35.660709495082735,1.0509953996704298
36.86457013806869,37.58231117844256,36.14389137089732,36.86359089580286,0.7192104037562171
36.96253898703098,36.890304626051446,36.22059737893203,36.69114699733815,0.40910531439122444
37.036430696946496,37.527970489197024,37.108745614705946,37.224382266949824,0.26538974800856835
35.95543635151046,37.3403811081443,38.21217118639774,37.16932954868417,1.1380496499466712
36.53904730461506,36.60014635336515,35.593528176195534,36.24424061139191,0.5643609469381663
37.36635151109316,37.73978749417893,38.758764299570494,37.95496776828086,0.7207151005430269
37.39651205364224,38.34357644657159,38.0088924904119,37.91632699687525,0.48026973570476295
38.14275378746891,38.38870789555875,37.79310000857238,38.108187230533346,0.2993047341821998
37.5084964388274,37.716273443379954,38.18414272317647,37.80297086846127,0.3460661902374672
38.2038594748491,38.63540171556474,38.05934459344226,38.299535261285364,0.2997095995620709
38.21983329417526,38.66741353755337,38.37316652461781,38.420137785448816,0.22745712359397183
37.8682939276697,38.903126630544904,39.194120902245665,38.655180486820086,0.696822975560738
39.58948946965216,37.93082902198729,38.71218661662922,38.74416836942289,0.8297925912815617
38.915148608882674,38.856129569215014,39.07072589740862,38.94733469183544,0.11085961379341988
