G16,H16,I16,mean_WT-delta-intron-1.5mon-55,std_WT-delta-intron-1.5mon-55
2.4708387826558758,2.9511422403961145,2.2957999766151094,2.5725936665557,0.339313885616995
2.9881522287103146,3.4262509459427846,3.1272889506299952,3.180564041761032,0.22385552932963054
3.1714405176784797,2.7523273547029947,3.077847059795623,3.0005383107256995,0.21999191543530908
2.3672895772186067,2.745677711083976,2.350134899032034,2.487700729111539,0.2235792100500996
2.1271468977800994,2.3576043228270627,2.1022625596794384,2.1956712600955335,0.14078900942505074
2.1175872238287927,1.7199127929893705,1.8748281785461371,1.9041093984547668,0.2004477004491889
1.5147791853426804,1.7778263081504697,1.5063405350811436,1.5996486761914313,0.154364031116245
1.8189373132595061,1.2654311781106102,1.9576781615151122,1.6806822176284095,0.3662476281276521
1.2153131453991184,1.3413052198734088,1.2904891247472754,1.2823691633399343,0.06338730975145038
1.2240862533958783,1.2447456937757002,1.3350176567699343,1.2679498679805041,0.05899380763291648
1.212561940257376,1.1870372983217705,1.0372144167027035,1.1456045517606166,0.09473221664190966
1.1527343518684616,0.9108405318524457,0.7562063828023771,0.9399270888410948,0.19985777045441308
0.826178820402679,0.8585350520040702,0.5473163441872024,0.7440100721979839,0.17110829439260147
0.6661562261892978,0.6213008081333371,0.5499547702691674,0.6124706015306007,0.058601825918436705
0.6048306721655113,0.5150321559978916,0.5387574700658584,0.5528734327430872,0.04653373698947087
1.4582646428791475,1.0278330522860648,0.7511977861017957,1.0790984937556694,0.3563102497895003
0.06021068872931917,0.8410757203414002,0.4788877740954183,0.4600580610553792,0.39077291099628664
0.6016330084089124,0.947794342593326,0.42945367709999727,0.6596270093674119,0.26399193072212934
0.4145087588330771,0.8734492883249746,0.6434105853827939,0.6437895441802818,0.2294704994327233
0.7444624647940155,0.3942331718768234,0.6542794634919187,0.5976583667209192,0.18185049038697212
0.965808994358942,0.567129294968792,0.7601088629986731,0.764349050775469,0.19937366945196636
0.5270051232625891,0.8405274495237404,0.7649375955359341,0.7108233894407544,0.16361638897749403
0.9535469327389672,0.6744149113229952,0.7426676535798182,0.7902098325472603,0.14551242362998035
