J15,K15,L15,mean_Q150delta-intron-6mon-38,std_Q150delta-intron-6mon-38
3.2417055081880433,2.7598847724372066,3.058956140218939,3.020182140281396,0.24323933204405246
3.052605188836601,3.409640094699574,3.523984930885219,3.328743404807131,0.24588192517979235
3.1948217429029797,3.218097744937872,3.387752923430894,3.266890803757249,0.1053146810596082
3.123709355203443,3.0194469969186137,3.1390423046313725,3.09406621891781,0.06507531062825464
2.3165940276849564,2.6443848108406516,2.524981634121568,2.4953201575490587,0.1658962078373166
2.419403473391072,2.233459165522765,2.121481708978381,2.2581147826307393,0.15048345098024574
1.969014683513236,2.036206714677356,2.343611117999225,2.116277505396606,0.19972260970458103
2.013791445590779,1.7469283743257413,2.282778852418517,2.014499557445012,0.2679259408584071
1.6012441578541334,2.521050449235409,1.9866616449729175,2.0363187506874865,0.46190937912874747
1.6552543921310194,1.8778808095002517,1.4100621314419532,1.6477324443577415,0.23400002918542856
1.5139085726792363,1.6448338980383788,0.68717475217207,1.281972407629895,0.5192528752050329
1.229961156372965,1.1598862369314817,1.8038290707238165,1.3978921546760876,0.3532933744658087
1.3871050651070087,1.2482438953516983,1.088953745448853,1.2414342353025198,0.14919226171609565
0.8484172934397823,0.8675974968464244,1.2358041587709867,0.983939649685731,0.21833178479838344
0.8298279774583026,0.5054250208873836,0.9888478234067357,0.7747002739174741,0.24638120722202056
0.9455288511632548,0.7407660880862639,0.5636837281276627,0.7499928891257271,0.19108970377700366
0.8101319642335036,1.5962831096317454,0.6449510252009805,1.0171220330220765,0.5083225847330312
0.7326704414176743,0.796735604622675,0.7016137163683437,0.743673254136231,0.04850608025863457
0.680576059448949,0.9607947860916602,0.7324718651155552,0.7912809035520548,0.14907887490078836
0.9403045187736871,0.8589984319765546,0.8672197279761608,0.8888408929088008,0.04475797155087608
0.8573476573107718,0.8927340175762664,1.2974953336565747,1.015859002847871,0.2445451200632555
1.2124122569475162,0.9390130629559542,1.0075326788445191,1.0529859995826631,0.14225429024603226
0.5585079085820861,0.970241777061551,0.8376727797252475,0.7888074884562949,0.2101714945737552
0.6532116035915121,1.1198227367742297,0.4605117544249913,0.7445153649302444,0.3390059372452488
0.6220592783939198,1.4169372230057258,0.8458663438780896,0.9616209484259116,0.40988667099954507
0.8604241083640003,1.3421604779212044,0.6724511418415446,0.9583452427089165,0.34542591119024496
0.3457137116076065,0.885771308778454,0.5355995284872325,0.5890281829577644,0.2739644464239584
