J17,K17,L17,mean_Q150delta-intron-6mon-40,std_Q150delta-intron-6mon-40
2.326376626055484,2.474160922586382,2.3077150168631695,2.369417521835012,0.09118908331117957
3.0233043978090235,2.8230941807260606,2.893423427358108,2.9132740019643975,0.10157050132913435
2.904028797705749,3.0646396319450084,3.445250146677662,3.1379728587761395,0.27796305287545686
2.7759639581481763,2.6366085467669698,2.7078787564586073,2.7068170871245845,0.06968377161604725
2.24865104216638,2.459230486872598,2.0770949820008746,2.261658837013284,0.19139955085103022
1.7964164509440883,1.9401328961756534,1.7882229009751247,1.8415907493649557,0.08543827941162753
1.5761849991751418,1.2716682224867892,1.5905501268397706,1.4794677828339005,0.18010297660934102
1.4864545691477233,1.402294566645671,1.213969401542838,1.367572845778744,0.13952146811919738
1.4552323261970421,1.529904253219692,0.68862748760129,1.2245880223393413,0.46565464162707804
1.3533679140210162,1.1187157107835386,1.1119743962574151,1.1946860070206566,0.13746389357696115
1.0552643543811584,1.4587255895146904,1.2463732511265335,1.2534543983407942,0.2018238069412807
0.8279969161858771,0.4807101069145423,0.6858149952345857,0.664840672778335,0.17459087497730288
1.2969172208737467,0.8177682812502104,1.1879483958822166,1.1008779660020578,0.2511610467513355
0.9373649893807663,0.6941777057309573,0.7436478277417703,0.7917301742844979,0.12852605871586656
0.6002456705043144,0.44412579096793253,0.6644954011572481,0.569622287543165,0.11333152677757694
0.4493913890003425,0.7803163868337124,1.1094310442374944,0.7797129400238498,0.3300202413980601
0.3549083955559518,0.4717197725733896,0.542057346681343,0.4562285049368948,0.09453130172896512
0.7904565365634737,0.564090775383154,0.6075935530955573,0.6540469550140617,0.12011995409189084
0.6401864281080677,0.6198649066763361,0.8877410599130472,0.7159307982324837,0.14913857841746672
1.104604578211273,0.46695130701118837,0.3604442628795333,0.6440000493673316,0.40243426370784774
0.6692392685371922,0.726485654513653,0.9900432962280157,0.7952560730929535,0.17110182319117126
0.8421668254168424,1.0596668578841137,1.1796353474334846,1.027156343578147,0.17106709500471765
1.4925743553562032,1.1162720839947864,1.4637821771226207,1.35754287215787,0.20944197835554673
1.2114826342850828,1.1078980732907373,1.0336854737669927,1.117688727114271,0.08930201704773012
1.7732746594070339,1.8353707087470565,1.565466961604078,1.7247041099193894,0.141355339087719
1.6683508576467054,2.12205276594724,2.205689362304845,1.9986976619662633,0.2891289131264451
2.1163777991933808,2.596027130350394,2.4598561273207302,2.3907536856215015,0.24717854034369366
2.56250533966804,3.220305856894069,2.6461477421532313,2.80965297957178,0.35808637521299197
