G24,H24,I24,mean_Q150delta-intron-1.5mon-35,std_Q150delta-intron-1.5mon-35
3.1477235639160175,3.030710006318861,2.7529972307535626,2.97714360032948,0.2027418047935198
2.990323665710086,3.1307662697616383,3.3876020298536305,3.169563988441785,0.2014608445461067
3.904447295861114,3.0133777116673848,3.4369470635403827,3.4515906903562943,0.4457152429786748
3.6032916564709216,2.3890580306316243,3.294730525033026,3.095693404045191,0.6311122373857572
2.351626091692417,2.0101862061364826,2.290172372488668,2.217328223439189,0.1820027510785742
2.2888800470443065,2.3742054290948484,2.333690416689497,2.332258630942884,0.042680706570251276
2.0975838174250856,1.9614841232060607,1.7859926908286174,1.9483535438199213,0.15621000809703534
1.729291912549661,1.4079012832384084,2.085036178916622,1.7407431249015637,0.33871265762373365
2.134702158818723,1.6302022401420817,0.6689608669788095,1.477955088646538,0.7446366765107766
1.6939786297634498,1.4156998136359917,1.318082117056,1.4759201868184804,0.19504978102034404
1.1891080107494467,0.7854430786629155,1.3284972593320183,1.101016116248127,0.2820409494970037
1.474586781320761,1.2829724278307455,1.04359614021195,1.267051783121152,0.21593594739371855
1.4649294214337747,1.146220627028107,1.1058447445755988,1.2389982643458268,0.19670083573355485
0.9373188009343411,0.8842761601951675,0.7969604481043459,0.8728518030779515,0.07087315256106236
0.8736700214241921,1.1572552562414624,0.5539144388060002,0.861613238823885,0.3018510559877607
1.184852274029068,0.7496298093975464,1.242499702721453,1.0589939287160224,0.2694632168775232
1.1722282519948626,0.4499749085523174,0.9604483889531896,0.8608838498334567,0.3712779230119634
1.343778150735254,1.313543476007468,1.0531550421104718,1.236825556284398,0.15978009019167422
1.1987772569068982,0.8006196171260311,0.752178461243408,0.9171917784254457,0.24506003889768016
1.0545196936472596,0.7968535089236318,0.48514952652879434,0.7788409096998952,0.2851121482841857
1.3483086489147662,0.8366341190888993,0.5763054584330554,0.920416075478907,0.39276175181767387
1.2316177700999578,1.338028063483406,1.1538919337839302,1.241179255789098,0.09243968342445402
0.9226356886025232,0.8203637427273271,1.0404375395760372,0.9278123236352958,0.11012818520954899
1.7111343591802612,1.1423775430351304,0.4854695632527595,1.1129938218227169,0.6133604978299612
1.4522746164616884,1.02776794752736,1.2918001800269259,1.2572809146719914,0.2143482277811346
1.7477829834594356,1.778463757041974,1.3111102791572111,1.6124523398862067,0.2614203619464331
2.1361887712896124,1.7001174983999567,1.6114921483666385,1.8159328060187356,0.28086745207627334
2.626596536887736,1.9519063975721698,1.7448933336503651,2.107798756036757,0.46106068496511254
2.769938260171432,2.3845285078556624,2.2574008898342632,2.4706225526204526,0.26689469347667133
3.221449855351814,3.3853954959199553,2.701298447410055,3.102714599560608,0.35717046164379473
4.0416190315760065,3.820913845642631,3.072754802932605,3.6450958933837474,0.507797634534244
4.067100439486971,4.339098901025908,3.683675212629145,4.029958184380675,0.32928667322515526
5.113529928512025,5.619821442533449,4.539600863517609,5.090984078187694,0.5404630989785193
5.839357490659726,6.033589196122071,4.796934225106996,5.556626970629598,0.6650423216243111
6.987660661969751,7.204204326036373,6.0365264076232545,6.74279713187646,0.6211574209205823
7.589600626918283,8.514013864066445,7.270844574813067,7.791486355265931,0.6457057037989776
9.34815229185538,9.194889745300326,7.6498385437973315,8.730960193651013,0.9394095849952212
