A20,B20,C20,mean_HdhQ150-NB-63,std_HdhQ150-NB-63
2.6366552751926715,2.948954931754892,2.635348385324092,2.740319530757219,0.18068473898582893
3.014507413927513,2.770871141027514,2.9522881555747778,2.9125555701766017,0.1265846243623933
2.320405052383933,2.332018253251751,2.634771483734409,2.4290649297900306,0.17824170769029513
2.423105579307127,2.9109766661334855,2.939067400554502,2.7577165486650386,0.2901217812420479
1.4629364049752274,1.7648184500820796,2.037160179259222,1.7549716781055096,0.2872384983371971
1.3573223742486278,1.9079139150844864,1.9914073124478682,1.7522145339269943,0.344525253330439
2.154965787849764,1.4963918117664974,1.5929276621476463,1.748095087254636,0.35565097758094333
1.604003841155617,1.3272332575044572,1.3928425670060998,1.4413598885553913,0.14462343123224855
1.0902837482025278,0.9679994184162847,1.1099312789093903,1.0560714818427341,0.07690268287168982
0.8444944793140783,1.0595867491185482,1.0722190746541524,0.9921001010289263,0.12798616559409648
0.8363703610907948,0.7220214522725712,0.6773176963168973,0.7452365032267544,0.08202829686165283
0.8256953932154195,0.8961668302505792,0.9268283949800316,0.8828968728153436,0.05185595278490197
0.9013541074908861,0.9014180530034862,0.6697868176172915,0.8241863260372213,0.13371390044604228
0.48260815876025,0.7607223500226851,0.13967330877856396,0.4610012725204997,0.3110878028102253
0.4076105963848122,0.24925673746152502,0.28324376121819866,0.313370365021512,0.08336483282245243
0.5343749816136566,0.3433180209554917,0.4793817531858945,0.4523582519183476,0.09835340751367858
0.21916438681391762,0.7764514087160868,0.384872178840481,0.46016265812349516,0.28617075042384515
0.4283650556216199,0.4127394336756689,0.451263787598495,0.43078942563192796,0.01937626482975892
1.036535068659878,0.6447833225510422,0.46619373451761287,0.7158373752428444,0.2917341566576354
0.4010126736797428,0.5563227534096533,0.3781288067267068,0.44515474460536764,0.09695185649492931
0.4756525127003743,0.6698586016243008,0.5228919151596289,0.5561343431614346,0.10128077561103806
0.9694616811148415,0.8492907877425105,0.9361179484599522,0.9182901391057681,0.062037359657329774
1.0027513795806509,0.792424908645939,0.7510074217638639,0.8487279033301512,0.13498620478449966
1.0627512139825708,1.469360763755034,0.8520869634746983,1.1280663137374345,0.31377744154117077
1.502485348023643,2.4451958040478,1.681915339187166,1.8765321637528694,0.5005821933282754
2.3745792132338237,1.9230452248030432,1.7248867803678636,2.0075037394682433,0.33297897059035336
2.950697687284922,2.4815136249709355,2.2124070494044736,2.5482061205534436,0.37363643187027024
2.8484714656840415,3.296378331083404,2.7787778879003757,2.9745425615559404,0.2808878701663228
3.826202851110368,3.5587684065903997,3.0799963735866642,3.4883225437624774,0.3780581852926362
4.42364996233217,4.784600029139977,3.9414499452798193,4.383233312250655,0.42302558454685263
5.567995066501259,5.720046048551797,4.849954634560146,5.379331916537734,0.4647150796898218
6.9683177215146195,7.005274067021622,5.518290409723506,6.4972940660865826,0.8480433728574929
8.292825068436748,8.177748307528054,6.203911006074857,7.558161460679887,1.1742258665068472
9.34848420633236,9.926990004854174,7.771242546591507,9.015572252592682,1.1157663521806729
10.78885554484279,10.827580839849835,9.183983623931443,10.266806669541356,0.937952143340102
12.888948546252866,12.50952270203564,11.156018118966827,12.184829789085112,0.9109506475345789
13.807757559131485,14.160636993954453,12.157318177709938,13.375237576931958,1.0694048443556072
15.719698707809767,15.232494692187725,13.23431510785963,14.728836169285707,1.3170181625528778
