G6,H6,I6,mean_Q150delta-intron-1mon-29,std_Q150delta-intron-1mon-29
2.8377508024150995,2.6990523234274137,2.8099554572640844,2.7822528610355324,0.07338182606562749
3.2429081831287716,2.7920511726111923,3.0762289569587145,3.03706277089956,0.2279660140920734
2.5884388913495164,3.005744984255771,2.9650177936333426,2.853067223079543,0.2300777944080258
2.5413819168227048,2.9281746352467772,2.6891952886590578,2.719583946909513,0.19517877617499343
1.592370917318004,1.83474876378663,1.8673536164657574,1.7648244325234639,0.1502362482378893
1.9616059893451019,1.5844189461269962,1.6024584789109193,1.7161611381276725,0.21275276126909637
1.924563273785157,1.6743592392247824,1.5041003698325255,1.701007627614155,0.2114943636432969
1.5318464440389303,1.2907836447274135,1.476746469892669,1.4331255195530044,0.12631274197157538
1.7521575830085807,1.3076751127483173,1.3738255014649399,1.4778860657406128,0.23981788375806143
0.8056030237622709,1.2102643175334782,0.9100483201079214,0.9753052204678901,0.21007507694295866
0.9365499863616863,0.9792814226012507,1.249424164630496,1.0550851911978112,0.16965323856893028
0.8017823839938713,0.6140404710939388,0.906756979936468,0.7741932783414259,0.14829567660679108
0.4611359660887336,0.5685265026846148,0.801541922150689,0.6104014636413458,0.17402352713630215
1.1081293495366638,0.5762431376152742,0.7787605414299384,0.8210443428606254,0.2684523710187594
0.5058004452353935,0.5511344731206174,0.5323337732874338,0.5297562305478148,0.02277666165190777
0.7326160665309287,0.55902578129432,0.7642040535925457,0.6852819671392648,0.11047587329248025
0.7830423455231901,0.747947372901149,0.8011371301865945,0.7773756162036446,0.027043879823481293
0.43665007242937465,0.733325548611089,0.3298613743565021,0.49994566513232197,0.20904684646855345
0.3849151377040273,1.047009182000245,0.5544543176005541,0.6621262124349422,0.34392885685276703
0.6553851417055525,0.37646468263429267,0.7137150145065589,0.5818549462821346,0.18024833928844655
1.3246633791698765,1.0098483367501792,0.8118955653458839,1.0488024270886465,0.2585938390392012
0.98440623388262,1.0968749746019686,0.4964029803905497,0.8592280629583794,0.3192081371378452
0.8465721457147021,0.9972217737570432,0.3659545431348776,0.7365828208688742,0.3296935210151625
1.0864240806930232,1.0265003133750057,1.0628327998591847,1.0585857313090712,0.030186796217021743
1.8531368459616455,1.3447244708774908,1.2571600111567767,1.4850071093319712,0.3218019746596038
2.266500970953642,2.1741552280107523,1.6022135771358141,2.014289925366736,0.3598431903460418
2.2613687826756736,2.01412702158578,1.6894762418377351,1.988324015366396,0.2868180885404309
2.4562532337085696,2.8423712144703344,2.1967780209409646,2.498467489706623,0.32486023985702595
2.9670327552927613,3.5057385881152334,2.489702087654118,2.9874911436873712,0.5083271110309738
3.7858310122696412,3.845043151026787,3.2571472382336264,3.6293404671766845,0.3236856022398028
4.277786924651235,4.715250036086329,4.214622404582875,4.4025531217734795,0.2726388807827116
5.588445097267631,5.230628741701171,4.739557968056746,5.186210602341849,0.4261831388770355
6.657079576233131,6.879025867169562,5.854323492405613,6.463476311936102,0.5390875691124477
7.707069485110211,7.6856318894008995,6.1778612811722455,7.190187551894453,0.8767657905183098
8.980140554915412,8.496711878936994,7.36212078213301,8.279657738661806,0.8305608774416567
10.146905227930018,10.786509122425631,9.131636651270785,10.02168366720881,0.8345124644956645
11.316106211171512,12.418012657028573,10.525474837765602,11.419864568655228,0.9505257476238873
12.843862768714379,14.033488528939886,12.061694062745657,12.979681786799974,0.9928889456952613
14.8287293986793,15.22996767378946,13.64094165843717,14.56654624363531,0.8263207152541986
16.204370755056118,16.757575212373666,14.363504764217753,15.775150243882512,1.253421721964504
17.56333242911797,18.85377770981755,15.936114071860544,17.45107473693202,1.4620675833063645
19.4504332191353,18.568133659465417,17.41313759146945,18.47723482335672,1.021685038273064
20.761834731695195,21.44614805306757,19.09311990523828,20.433700896667016,1.2103467380825061
