J11,K11,L11,mean_HdhQ150-6mon-78,std_HdhQ150-6mon-78
2.412305879405459,2.4966720056455425,2.8363097874962837,2.5817625575157614,0.22444404655115488
3.1430904654659133,2.604835785051208,3.6023327180121147,3.116752989509745,0.4992697465262743
2.770010524190496,2.780060159050846,2.9441730750580506,2.831414586099798,0.09778091027556425
2.8452044689446243,2.808780112492099,2.419285743859568,2.6910901084320975,0.2360929750887399
2.199351424703334,2.3870205373319853,2.0931630241445682,2.2265116620599623,0.14879959134394335
1.9856328028961003,1.9926836089609823,1.8453388672345916,1.9412184263638916,0.08310893971566967
1.6579603200255861,1.869401384226864,1.6268733996887739,1.718078367980408,0.1319681423240121
1.5667487601436454,1.6598555477684012,1.620763497199226,1.615789268370424,0.04675228004901264
1.5316556541365636,1.301465001700005,1.5312590027722064,1.454793219536258,0.13278627986997524
1.6631599885653345,0.9890691576825462,1.385570035381686,1.3459330605431887,0.3387889156994702
0.9010475171209927,1.7084495074775632,1.1445002101000665,1.2513324115662074,0.41416703509636604
0.7384114549888682,0.7568805182139978,0.4359243758298709,0.6437387830109124,0.18020931565296286
0.6728323209815616,0.887559733638785,1.4474512122537055,1.0026144222913507,0.3999209830886915
0.813685618158781,0.6311714387840275,0.8781494549505511,0.7743355039644532,0.12810487396160178
0.5874643307994077,0.4442617020647326,0.911324772762871,0.6476836018756704,0.2392838240650857
1.2379018385115892,1.2593387146323907,0.7844437134075001,1.09389475551716,0.26820672160018755
0.9615093676348454,0.7821044777584287,0.7433534911135371,0.8289891121689371,0.11638996229508086
0.9371708877272749,0.7450875555480946,0.4167406009367508,0.6996663480707067,0.2631714943126339
0.7893111222499474,0.953131698035043,0.5018974341656075,0.7481134181501993,0.22842072659845394
0.8633097331125898,0.4697732294096516,0.7003419764287491,0.6778083129836636,0.1977335819426621
1.4283750586157848,1.292278497894164,0.9940420151817966,1.2382318572305817,0.22215327519512618
0.6619380033163482,0.9453284725332394,0.9652553089070963,0.8575072615855612,0.16966075205228004
1.201744841756985,0.7251984402955506,0.8072944212478428,0.9114125677667927,0.25476373272576847
1.0892493954611846,1.2329203809845064,0.8125658956609492,1.0449118907022135,0.21365587770781552
1.0580123204647431,0.882490394035716,1.2271879794306864,1.0558968979770487,0.1723585292450211
1.5290012775367503,1.3308131341093257,1.1927281795876126,1.3508475304112295,0.16902938169875645
1.332237555314289,1.557246626646481,1.8351806763538578,1.574888286104876,0.2519352433892291
1.7201487237193995,1.7826061004870557,1.8446449812782528,1.7824666018282362,0.06224824601100776
2.2585143265060506,1.8266235024794928,2.1210190597286642,2.0687189629047356,0.22064427494369523
2.5546032899437976,2.386154431831769,3.0148490612276055,2.6518689276677243,0.32543768600021367
3.2369487038288964,3.6249832257558916,2.891560406300023,3.2511641119616037,0.36691799682753834
3.2673661885271965,3.981560363003036,3.357393472880383,3.5354400081368715,0.3889649807520422
4.087583898712414,4.556774548090935,4.372554881212329,4.3389711093385595,0.2363913464279342
5.037680698089918,5.579138977074166,4.950585052612375,5.1891349092588195,0.3405492512833868
5.619724857451847,6.324256902789384,5.47579396015835,5.80659190679986,0.454050450780035
7.046059869255685,7.441068284591449,6.652176234238317,7.046434796028483,0.3944461588165815
7.995210708195759,7.802158906176847,7.996679479880209,7.931349698084271,0.11188491791933308
8.594661753986008,9.294812402118518,9.277771911114513,9.055748689073013,0.3994038881437691
10.310015598189482,11.11904527390065,10.268965395767097,10.56600875595241,0.4793832729851608
11.783085469665002,11.430792441521485,11.372279778758958,11.528719229981816,0.22222189550945162
12.77151051626235,13.300124580646882,12.457664662174947,12.843099919694728,0.4257680830813736
14.405606978718078,14.161445072355594,13.81701008680837,14.128020712627347,0.2957185590369236
15.738016341983618,15.876299502937055,15.445356516210692,15.686557453710456,0.22003176438617206
16.765302244163678,16.95917278145575,16.677362398073747,16.800612474564392,0.1441852361502082
17.89537833577209,18.339301422764702,17.891968198877294,18.042215985804695,0.25728918535122886
20.102946432403414,19.983631965208893,19.125724090481228,19.737434162697845,0.5331049567007629
21.056814510484433,21.47529485710729,20.445727068186255,20.992612145259326,0.5177778633461563
21.54437782040792,21.959513964907412,22.37273369354977,21.958875159621698,0.41417830604257083
22.744889924439235,23.175068991583906,23.59495723073013,23.171638715584425,0.4250440346613977
23.91329292765979,24.17492938934146,23.8501108947982,23.979444403933154,0.17221723769471078
24.79250842065355,24.51372332300636,24.40196373107881,24.569398491579573,0.20113697306934833
26.064350220768745,25.940337118163946,25.877772305723372,25.960819881552023,0.09496045120300593
26.932940821207136,28.482463101889525,26.92128700590472,27.445563643000458,0.8980001774699726
27.744419189843455,27.941713474599517,27.451517082420096,27.712549915621025,0.2466472454864001
28.95905832926032,28.448818763363438,28.13013166551866,28.51266958604747,0.41813580226230335
27.94245579056168,29.952597456496278,28.91986440432877,28.93830588379558,1.005197714584187
29.862683204913075,30.055226086183428,29.322457225575672,29.746788838890726,0.3798831120567076
31.35095605081526,30.755592381323282,30.01190168386005,30.706150038666195,0.6708949681962298
31.07891436687842,31.55299540530528,31.435822010983337,31.355910594389012,0.24693639591108546
32.19841280389361,31.951282707312238,32.04308470361944,32.06426007160843,0.12491844666093725
32.62364200872451,32.89913711813946,31.46264591435348,32.328475013739144,0.7623774726702888
32.35046150245505,34.32579168071829,32.802997253503456,33.15975014555894,1.0348607625095427
32.67019756352869,33.97888644322782,33.17001390591485,33.27303263755712,0.6603985843897074
33.55805618442147,34.651725296808586,33.51201000942387,33.90726383021797,0.6451334892769567
35.06305323633232,34.474839281515,33.986290065765715,34.50806086120435,0.5391497810348762
34.67981500911577,34.821435608525306,33.63996415091024,34.38040492285044,0.6451383581122957
34.86048609346768,35.73200270191432,36.088979671291746,35.56048948889125,0.631950713560692
35.3128431055644,35.15538165980364,35.419065017821325,35.29576326106312,0.13266883258705406
35.228557153798306,35.33314098281126,35.283031289712355,35.28157647544064,0.05230709020942098
36.48718044819748,37.13740998892821,36.459324442810285,36.69463829331199,0.3837044045722959
36.26417873001858,35.55429750979114,36.34534460791234,36.054606949240686,0.43517712064779385
36.84774716772356,37.12059048502202,36.071614483069645,36.679984045271745,0.5442389292480699
36.22637859531571,36.146958736954495,36.66541110865265,36.34624948030762,0.27924001724576936
36.815360885109754,37.711876180473546,37.14833180375784,37.225189623113714,0.45317244179496546
37.76918337463792,36.92536830949206,36.820649111964464,37.17173359869815,0.5200492319584451
36.866794816459894,37.493700554086686,36.33614957634841,36.898881648964995,0.5794421801447207
37.95803456477982,37.70291513959829,37.55711234367596,37.73935401601802,0.20292979236613584
37.49406016749762,37.872683205791745,37.864078131675214,37.743607168321525,0.21615686674332651
37.846951570263,37.50404327557244,38.576420113910046,37.97580498658183,0.547677298254651
37.825717544854776,38.43518473090196,37.26488121087137,37.84192782887604,0.5853201365321653
38.706074200824915,37.3118866851688,38.591086043823466,38.203015643272394,0.7738789853980685
38.08206510341624,38.58454016825368,39.2662350660721,38.644280112580674,0.5943410391561718
38.761775414894764,38.49418083145355,38.08385068208835,38.44660230947889,0.341457570794137
38.79560072461029,39.480360153549235,38.62273632408434,38.966232400747955,0.45355929589489025
37.48077480006365,39.53428468565905,38.05138977736205,38.355483087694914,1.0599906926956546
38.27502632016188,39.27822255909836,38.395800039592416,38.649682972950885,0.5476705956522601
38.72696069629241,40.00955194693331,38.854779980353406,39.197097541193045,0.7065026987914084
39.223137200314696,39.89136244418921,38.448523153555556,39.18767426601982,0.7220730707003693
39.80939217054907,40.04103676098908,40.04273820526474,39.96438904560096,0.13423392710133086
39.50418699582473,39.29253756161839,39.095435214716865,39.29738659072,0.20441902908519685
39.5473024998436,40.366924406259216,39.51061662489187,39.80828117699823,0.4841468336719775
39.05675177563315,40.99231149633195,38.97195938835238,39.67367422010583,1.1427600959628308
