J10,K10,L10,mean_HdhQ150-6mon-77,std_HdhQ150-6mon-77
2.652737356831714,3.317635098589212,2.6107589561824343,2.86037713720112,0.39655287033365827
3.7800928862653507,3.4808778721662335,3.255219984708328,3.5053969143799706,0.263294090838612
2.4905189830495593,3.058790036613264,2.6857669540065703,2.745025324556465,0.2887328582613558
3.1154108968081915,2.7529565677120282,2.388908228468295,2.7524252309961716,0.36325162561959246
2.26163072018546,1.9810455923059596,2.5393931304933046,2.2606898143282415,0.279174958274988
2.0978827247839766,1.9780371996099357,1.4665996828457781,1.8475065357465634,0.3352734114363169
1.5130795071160508,1.8168225640213402,1.836517151900537,1.7221397410126427,0.18131907027559493
1.4133689908858498,1.2499189585915236,1.6996572094048394,1.4543150529607376,0.22764788283824577
2.1867247757458146,1.7005855578907714,1.5931425399824177,1.8268176245396681,0.3162844742337297
1.0059800548571158,1.1640306302236105,1.4932199440819889,1.2210768763875717,0.24857872608897183
1.545597376666934,1.609233927665408,1.6363915293741746,1.5970742779021723,0.04660243934849177
0.8350877313172147,1.1337500350939598,1.3870441266255968,1.1186272976789238,0.27628877731578033
0.9662187813188675,1.0043634357207931,1.1873997073281624,1.052660641455941,0.11823584722472999
0.9897039979102814,0.7899230637213253,1.230335747423707,1.0033209363517712,0.2205218781682966
0.8747560121326201,0.5373679745788361,0.5323830352194276,0.6481690073102947,0.1962459310937902
0.9646247149101509,0.9034726362295693,0.7831753797632282,0.8837575769676494,0.09231726803578424
0.679108245483801,0.8920879240524608,0.8979974853675373,0.8230645516345998,0.12470482865218584
0.6316224492781258,0.5457841676004924,0.6325689165685369,0.6033251778157184,0.04983422360712071
0.6834425821485369,0.7373107828616664,0.4912497385930692,0.6373343678677575,0.12934830862736413
0.29313926981925453,0.5266703297714339,0.25045302250651064,0.35675420736573304,0.1486914436591865
1.0308169125156008,0.6322553343904436,0.9818722295132682,0.8816481588064375,0.21736255692089612
0.7993991882020846,0.6495601134465174,0.8223092280861386,0.7570895099115802,0.09382508092177554
0.880949299153643,0.5862247659513085,0.5939093409624828,0.6870278020224782,0.1679848905719496
0.8230519030044215,0.884900941297876,1.0923144854232127,0.9334224432418368,0.141036650151237
1.9084900882698757,1.293867578709752,1.4300184226430157,1.5441253632075478,0.3228087711451539
1.4255907183819254,0.9318947673499558,0.9758739827625694,1.1111198228314836,0.27322609860388514
0.9790945387420728,1.784145939144376,1.5168870237284808,1.4267091672049765,0.410031673993373
1.900425209685248,1.831356258167674,2.054947343039953,1.9289096036309583,0.11448477554867946
1.8456613165869526,1.5579997484753865,1.9662477745623488,1.7899696132082292,0.20974457578181385
2.488536112925727,2.639196427483379,2.0585665651324336,2.3954330351805133,0.3013036617395197
2.856528853051839,3.295773841324997,2.7258181780164596,2.9593736241310986,0.2985718502105107
3.02870902742223,3.0671299465658426,2.891128879477344,2.9956559511551393,0.0925390365851685
3.9987459751999714,3.679469628038623,3.4380991911479004,3.7054382647954984,0.2812240773622349
4.352549153358022,4.520385419616009,4.366095161117119,4.413009911363717,0.0932362505192101
5.7007518475066705,5.678477950650582,5.234988062690311,5.538072620282521,0.26271508979965014
5.908335490098702,6.103007054198821,6.567243701639781,6.192862081979102,0.338519500652639
6.608749517733435,7.289135470418145,6.967883521092834,6.9552561697481385,0.3403686951735675
8.097378844053214,8.212869945701938,7.703376390897697,8.004541726884282,0.2671328664540248
9.703626234161053,9.222202369624018,8.815921860951411,9.24725015491216,0.4443819384434538
10.393046206434251,10.45742589075239,9.911394889251213,10.25395566214595,0.2984076042645466
11.237371930657169,11.811638361064409,11.165779264174866,11.404929851965482,0.35403422998859313
12.812972576614143,12.706838877398932,12.723320800948246,12.747710751653772,0.057116046771812035
13.671689464337868,15.140546000945355,14.406917493399307,14.406384319560843,0.7344284134545662
15.132649366794999,15.738614222925627,15.034890329277829,15.30205130633282,0.38122118574665476
17.53121977669032,17.462292393472886,16.30729068756472,17.100267619242643,0.6876023972248062
17.87267646983119,18.194593333085074,17.77563862936638,17.947636144094215,0.21930566685842506
18.841731822464716,19.794550458611056,18.3249360942103,18.987072791762024,0.7455096196766811
21.26120832670446,21.435582985701515,20.77883144824182,21.15854092021593,0.34020007753560033
21.588464096589373,22.925607691983068,21.032445893213996,21.848839227262147,0.9730682430252691
22.70211101848369,23.603688600380497,22.327092485226725,22.87763070136364,0.6561476812541012
23.465250659766234,23.56737916700552,23.146218829719253,23.392949552163667,0.21969204593291222
24.651599086933413,24.84029309007594,24.144299572545115,24.545397249851487,0.35994564417549724
26.303575424148306,26.79381672417093,26.437539422009802,26.511643856776345,0.2533825832629781
25.98059681296871,26.605984928566606,26.15022858541729,26.24560344231753,0.32341899492659504
27.316923723534316,28.037177712773076,27.19824970204795,27.517450379451777,0.4539914719407022
27.896791370508804,28.97039092297159,27.536600758843623,28.134594350774673,0.7458895707509401
29.25777941963707,29.142717434369793,28.763772588955295,29.054756480987383,0.2584831409976669
29.049757689515843,30.058392214453434,28.933303186922295,29.347151030297187,0.618698981188396
29.337237050184996,30.747260728064475,29.39005355855343,29.82485044560097,0.7992671285526919
31.384377432388995,32.27871278388164,31.940972179239274,31.868020798503306,0.45160863388096434
30.56162033188037,31.90770209218485,31.820847554524363,31.430056659529857,0.7533406726468804
32.73571196203813,32.06507984630414,31.8080816083481,32.20295780556346,0.4789386881521567
31.99388776304928,31.990112692470912,32.293302018372216,32.092434157964135,0.17396691006670753
32.797277912818444,32.958912914834556,31.80187584352523,32.51935555705941,0.6265894373263912
33.72103652919044,33.94245325388396,32.54252943474618,33.40200640594019,0.7525170028000233
33.575012435482485,34.12779279961981,34.6237083398899,34.10883785833073,0.5246048439822842
34.02308872243593,35.30620887656274,34.26850013961079,34.53259924620315,0.6811098193821379
35.05958863067754,34.31605887749376,34.78897712562591,34.72154154459907,0.3763240513954745
34.61875270301406,35.64908407375735,34.978698265059165,35.08217834727686,0.5229022651952011
36.47623685853729,35.48114702598013,35.18423235505601,35.71387207985781,0.6767123630322965
35.76696224383473,35.35294797144701,34.23341131935982,35.117773844880524,0.7933629445872807
36.121134876507796,36.28517669519745,35.87348576569618,36.09326577913381,0.2072555675964708
36.57572951575752,36.51279434679823,36.338501638394845,36.47567516698353,0.12289280524948269
36.816952019036506,36.811771416008,36.64437687861877,36.757700104554424,0.09817497040632218
37.05204952550164,36.64679590237775,37.2750246219166,36.99129001659866,0.318491160717146
38.135101449104205,37.313132780576,36.34774529090082,37.26532650686034,0.8946365680665112
37.53622397318093,37.618154432922054,36.64768504514599,37.267354483749656,0.5382107486040079
37.894158656194726,38.109741354132794,37.484277558877665,37.8293925230684,0.3177219362805168
37.916818004747135,38.34395605153132,37.48973796684149,37.91683734103998,0.4271090426731925
37.35380661952291,38.38167279275989,37.280354649387434,37.671944687223416,0.6157388129885076
37.72296471520058,39.08345420131545,37.56272959463981,38.12304950371862,0.8355846521088274
38.47331650933701,37.89321366122401,37.82026336541631,38.062264511992446,0.3578452805408034
38.234244495100896,37.83301805646711,38.72195950780717,38.26307401979172,0.44517140754777507
38.79814173066878,38.0907872856633,38.93700229190819,38.608643769413426,0.45381942134340386
38.88048566163021,38.490976237606276,38.5942083375659,38.65522341226747,0.20179575653737633
39.091443070163415,39.48478095594244,38.21771221400436,38.93131208003674,0.6485346942904068
39.07306658134111,39.50250443672871,38.51079516295367,39.02878872700783,0.4973351156022688
38.93619105978942,38.65813390274159,38.92811158020471,38.840812180911904,0.15825559858672836
39.11173409518287,38.79362583772693,37.99139223239203,38.63225072176727,0.577341249538481
38.71408901310181,39.22864290719367,38.48151530222967,38.80808240750838,0.3823296786398648
38.51962736223514,38.70155596657206,38.81079149743309,38.6773249420801,0.14708669320281648
40.22801631063529,38.898157319311224,39.23069559505989,39.45228974166881,0.692068788893029
39.90588934170638,39.379729358304296,38.20377326386282,39.163130654624496,0.8714849593884045
39.59543343511306,39.445264898265705,39.87980721920869,39.640168517529155,0.22069816010042037
38.844888038552746,40.40462399733566,39.96119772633829,39.73690325407557,0.8036946391483685
40.02155331784067,40.52310763698823,39.37114394473954,39.97193496652282,0.5775825245412404
38.963719865113774,40.07019370059121,40.848509075164124,39.96080754695637,0.9471439117345497
39.546435567818804,39.58405974237199,38.80345156046211,39.31131562355097,0.4402253111311824
40.321495782567034,38.85460686816912,39.17113594973591,39.44907953349069,0.7719328005783329
39.682714381302844,39.961115459114,40.344353923975184,39.99606125479735,0.3322011854040746
39.313620148806464,39.14712293178205,39.34168970024657,39.267477593611694,0.1051708533654082
39.35971085260745,38.89344204264196,39.76767782738854,39.34027690754598,0.43744177955284147
39.00155027554389,40.60780056424917,39.72687601760702,39.77874228580003,0.8043802457940196
40.06329483206535,40.336188867562,39.417875573423984,39.93911975768378,0.47158182044148583
41.20776610948467,40.57836981285674,39.18780843288544,40.32464811840895,1.033604507289
40.089518639723096,40.2665114336056,38.91205733897117,39.75602913743329,0.7362390302891609
41.047181238088385,39.896405955541894,40.24012506639411,40.39457075334146,0.5907292445718844
40.867522368097816,40.21717291058613,39.86448093143084,40.31639207003826,0.5088284211004026
39.779734706433736,40.74173599142833,39.70317643816694,40.074882378676335,0.5787794033483665
40.22364036688102,41.59288871698709,41.02580155646231,40.94744354677681,0.6879791016654891
41.06825801186381,38.32094043952154,40.042107306398776,39.81043525259471,1.3882335596759285
40.81078505994932,40.01593145281232,41.23220771145754,40.68630807473972,0.6176187126546259
41.069552222147756,40.849014790650756,40.295447485574854,40.73800483279113,0.3988131691082287
41.3028132094061,40.286441571137274,40.2770332382148,40.622096006252725,0.5895371592900724
40.75553066111317,40.360059258736236,39.59503863836846,40.23687618607263,0.5899711736658543
40.87433762493451,40.461057091346106,40.662582014521995,40.66599224360087,0.20666137062246817
40.36156169127313,40.45557927214708,41.130983225931374,40.64937472978386,0.4197259630395159
40.86191960485132,41.33048544871493,40.439213569666784,40.877206207744344,0.44583253668447165
41.15612092931127,41.43107346038815,39.25382310408831,40.613672497929244,1.18566120963518
39.30063760707894,40.22646468045552,39.55062501993236,39.69257576915561,0.4789587183182305
40.83467920308739,40.84466276048516,40.46633256454642,40.71522484270632,0.21560482937610262
40.27273914314891,41.56643211665285,40.51203063604742,40.78373396528306,0.6883149001450298
42.28017639961587,41.29410346719911,40.88427454177071,41.48618480286189,0.7175004730426265
41.2390205267525,40.92226461936179,39.35005428992897,40.50377981201442,1.011630125811917
41.30084706121488,40.56634938712465,39.98898283452404,40.61872642762119,0.6574986335317917
40.337348790870855,39.1449882464787,40.48679706548938,39.989711367612976,0.7353581169952109
41.30353958673012,41.20045440303012,40.390344318635286,40.96477943613184,0.5001383977806313
40.85777864062528,41.09861380837102,40.520442730562,40.82561172651943,0.29042465731412975
41.047092450155716,40.624021747176805,40.07308067440432,40.581398290578946,0.48840280928231505
41.26641551905952,40.99614639700088,41.00931604319474,41.09062598641838,0.15238054250743865
40.68810876517776,41.17567583323246,40.70817777012354,40.857320789511256,0.2758861026527564
40.46716783047323,40.90835547964943,39.43647109863549,40.270664802919384,0.755361494680905
40.88980940474848,40.77782627149957,41.4154736585758,41.027703111607956,0.34045492117880877
39.77654941565552,41.63160585223656,40.338208862484684,40.58212137679226,0.9512773421574094
40.80292481886098,39.98471924394141,40.37353379881281,40.38705928720507,0.4092704421706405
40.256576251273444,40.79323585951664,39.84091411928553,40.296908743358536,0.47744026502542664
40.04922902547761,41.50266441099813,39.4554985324006,40.335797322958776,1.0532393248756162
40.94704671793705,41.85703684453074,40.652885872009946,41.15232314482591,0.6277728090104627
40.72838365179913,40.21470972736766,41.115647300892704,40.686246893353164,0.45194441876910874
40.63748936842208,40.93146563768563,40.065382022452425,40.54477900952005,0.4404220874679924
39.675286873479905,40.93940707780179,39.67702904141193,40.09724099756454,0.7293377398804375
41.388897965962606,39.86932260933435,39.21334321462418,40.15718792997371,1.115979144580176
40.4684629486669,41.56139337470388,40.19620297577997,40.742019766383585,0.722538030637813
40.45970002692213,39.6650777527672,41.38736315370303,40.50404697779746,0.8619986888668232
40.642988972261065,41.19126687746232,41.31238992690771,41.0488819255437,0.3566924661667407
40.895852715689585,39.47725754086321,40.50510950426931,40.29273992027404,0.7327541863851185
40.31693049598392,40.262439631596244,40.30376738420347,40.294379170594546,0.028432683508667622
40.648967156913265,41.095672301391104,39.83967870487378,40.528106054392715,0.6366596682686838
41.285855781692604,41.29700689080544,40.554662346511826,41.04584167300329,0.4254103135657011
40.33971557010466,40.99028868287729,40.19678061365272,40.508928288878224,0.422952092000008
42.16369170631032,41.2104197896839,39.14241989079578,40.83884379559667,1.544529826627529
40.77739915600872,40.464432647098356,40.87460057494352,40.7054774593502,0.21433380530350185
42.04881102342433,41.62062107842448,40.88520604989615,41.51821271724831,0.5885233537710881
41.18539428676527,40.480310889090426,39.401042249403545,40.355582475086415,0.8986912324342573
41.68826429029191,40.667263669274604,41.152915413304214,41.16948112429024,0.510701854426618
40.28378824720984,41.38722377593673,40.51151254078788,40.72750818797815,0.5825659458104769
40.93516275772785,40.71222769947691,40.57080016370813,40.73939687363763,0.1836944419372212
40.6377110520085,40.850995105122415,40.128064785155594,40.53892364742884,0.3714515787549192
40.31243667233047,40.675758577504325,40.660259058606115,40.54948476948031,0.20543590008391088
40.63178997983298,41.248003232423514,40.411927519198684,40.763906910485055,0.433412980983261
40.1343801809655,40.15583303891609,40.65500443785414,40.31507255257858,0.29458499834310997
41.69949437045441,40.49642018413016,41.702722334858194,41.299545629814254,0.6955289110220407
41.41959837898559,40.68972834501211,41.04685072670352,41.05205915023374,0.36496289178472124
40.589990842328874,39.222985748686874,39.97292973012467,39.928635440380134,0.6845781325668915
40.601714462934886,41.34686885159722,39.65025122643917,40.532944846990425,0.8503968406321257
40.47095854253775,39.88834790133311,39.64941240734969,40.00290628374018,0.4225839920008832
