A10,B10,C10,mean_WT-NB1,std_WT-NB1
2.662461584875346,3.152750813886439,2.6797096832655494,2.8316406940091117,0.27822321261937016
3.092531616636609,3.2407304007444653,3.204628480164435,3.179296832515169,0.077278646353515
2.712164474425732,2.186336265411598,3.114014490655511,2.6708384101642806,0.46521780392460294
1.8909533171042727,2.6096535075089333,2.0490457823902397,2.183217535667815,0.37766921433326783
2.260830145119826,1.8641141813515683,1.4648637683190875,1.8632693649301606,0.39798386089816906
1.6420581935984877,1.9021699190666916,1.58587735913676,1.7100351572673131,0.16874802682989198
1.090442591414281,1.328898608341234,1.1602174711831696,1.1931862236462283,0.12259902928406342
1.0846436690319712,0.8002079502106626,1.289810451565595,1.0582206902694098,0.24586842556185767
1.2236834036210393,1.0935283907583042,1.3493219402120538,1.2221779115304658,0.1279034200690624
0.847567970433446,1.0797519687472763,1.0730167181867585,1.0001122191224936,0.13215011069275628
0.9177417998106702,0.5757501944742137,0.9889275487652602,0.8274731810167147,0.22088503611372948
0.8751477687627309,0.4991924703464528,0.8742740750767237,0.7495381047286358,0.21680611920752485
0.6962511986348339,0.49758456801666645,0.47843157440745143,0.5574224470196506,0.12061001615670794
0.37859537431661944,0.22451190393197704,0.4778875083012151,0.3603315955166038,0.12767134930911903
0.19622573214698952,0.3980952946997945,0.5513821438448915,0.3819010568972252,0.17813115728596451
0.4966104008576421,0.7521567712480218,1.0454349387217792,0.764734036942481,0.27462835623749354
0.8067453753916293,0.5127436966755563,0.592800356631439,0.6374298095662082,0.15199699939113875
0.3201499499578639,0.5390438542932797,0.3804877105472833,0.4132271715994756,0.11305989373465535
0.5115981337197051,0.7450944657855071,0.9528281327022992,0.7365069107358372,0.22074031706247801
0.18511795202467551,0.22134183288131337,0.6919990628094712,0.3661529492384867,0.2827716564351264
0.7557829132388991,0.7249460302138333,0.7575849722527549,0.7461046385684957,0.018346031854377914
0.7599299345562854,0.7569891379387768,0.8288076028356671,0.7819088917769097,0.0406420828134582
0.7235435925444309,1.0639165099057915,0.8232620440823069,0.870240715510843,0.17498193448228783
1.3294655136586302,0.9640522966941583,1.2512065179360286,1.1815747760962723,0.19240098592993202
1.1533806994714348,1.749501859567169,1.4473595049321653,1.4500806879902564,0.29806989617604407
1.0995067909095844,2.274952648898644,1.6345766888528495,1.6696787095536927,0.5885085854589303
1.5272473716224109,2.76693132112343,2.459887101394024,2.2513552647132884,0.6456146055075677
2.487641953639269,3.2670321102858204,2.6189163181863804,2.7911967940371567,0.41728009279009637
2.7035321236555774,4.37181712155117,3.6273661132000576,3.567571786135602,0.8357483052406943
3.677004313130041,5.157959344679223,4.008587195054618,4.281183617621294,0.7771991756073997
4.3960200734726556,6.317482176009859,5.031073828456608,5.248192025979708,0.9789583171123439
5.304499641711084,6.9156198320521804,5.912538332162752,6.0442192686420055,0.8135920161267701
6.163049847125328,8.674614088865232,6.955914581035229,7.264526172341928,1.2839079292586657
7.609995111369907,10.121214925254955,8.126091418916861,8.619100485180574,1.3262163070087318
8.561315594412582,11.610206421110082,9.798609337428452,9.990043784317038,1.5334337869212662
9.530220216628239,12.726593270608655,11.211672079618157,11.15616185561835,1.5989093826040939
10.873036775820857,14.694724409700266,12.59064221730744,12.719467800942853,1.9140979901734267
12.271489915693515,16.620813070139107,14.103509737133631,14.331937574322083,2.183640866317327
14.66415499169475,18.453027502011388,15.588236108710138,16.235139534138757,1.9755383459279492
15.56143010778811,19.645492534740725,17.047965436233923,17.418296026254254,2.0670631427801434
16.887327822489397,21.061238031501112,18.74222863030106,18.89693149476386,2.091251142361386
18.204881729999318,22.110157679635464,20.698954647336354,20.337998018990376,1.977501536374067
20.492741286203117,24.23346736797903,22.143456579085218,22.289888411089123,1.8746571995401349
21.001287697195547,24.771435596348113,22.77841586001311,22.85037971785226,1.8861038924188258
22.856598610337745,26.166013763086283,24.37358439842616,24.46539892395006,1.6566169121535894
23.50360983063018,26.37594190947454,25.087049851616356,24.988867197240356,1.4386809125045175
24.998046536034774,28.567744234798464,26.1263490359751,26.564046602269446,1.824656073016143
25.57645553698091,29.35265639170721,27.020359834429648,27.316490587705925,1.9054378213643952
26.84550090932829,29.934765584620365,28.145582706060768,28.308616400003142,1.5510719027570041
27.738709681669928,30.340267730923415,29.291689473943233,29.123555628845526,1.3089032864613823
27.535534439152897,31.337390101048694,29.996652049798815,29.623192196666803,1.928245527648987
29.532592555625893,31.937768976057058,30.865908769653615,30.77875676711219,1.204954358890723
29.766666214912725,32.58535537112665,31.79432562683736,31.38211573762558,1.4538534604328208
30.747908681260217,33.43677613289928,31.88690405418127,32.02386295611359,1.3496556407968927
31.773763046448195,34.127674592545674,32.93415942969312,32.94519902289566,1.1769946032910745
32.11044582338573,34.07956330975044,33.34097672234372,33.17699528515996,0.9947478839296191
32.339346600586495,34.81021754870048,33.0210573857101,33.39020717833236,1.2761287112212527
32.34384543044569,34.34695145274867,34.209110014875726,33.6333022993567,1.118827211004921
33.532063799759655,34.47910059175624,34.44176457903186,34.15097632351592,0.5363189615408919
34.367204847450026,35.676619759155784,35.35507937986957,35.13296799549179,0.682379625320107
35.00475666396667,35.946915825168915,35.58812023250391,35.5132642405465,0.4755192276956603
34.02926063410799,36.48801773306165,35.10911301012104,35.20879712576356,1.2324059031412216
34.71649050829649,35.978215480562355,34.87026148915408,35.18832249267098,0.6883745912498918
35.66761407003302,37.06315343130929,36.62090454130406,36.45055734754879,0.7131943297819092
36.84610175056372,36.960650729841646,37.02531832551347,36.944023601972944,0.09075787139444894
35.334943083893144,37.11261425145896,37.02236733878059,36.489974891377564,1.0013041413764046
35.02901096254469,38.27245854132963,37.72944974265266,37.01030641550899,1.7371998712908423
35.81255176267701,37.02026832534021,37.78460159606241,36.87247389469321,0.9942975066028013
35.61482464565628,37.19542355049619,37.313616632175425,36.70795494277596,0.9485213682358126
37.22241625116472,38.1994332890555,38.486708318510004,37.96951928624341,0.6627623589227624
36.462447154577866,37.91592006421433,37.49019948556658,37.289522234786254,0.7472278059583534
37.51254121251687,38.01765260180514,38.68688864524426,38.072360819855426,0.5890820953229094
38.35601616460991,38.7178584055504,39.21287856954908,38.762251046569794,0.4301526765952329
36.27977156668631,38.089892761291125,38.65899665201802,37.67622032666515,1.2423854732106934
36.99097193085686,38.75780747970116,38.041922334773865,37.93023391511063,0.8886971877305211
37.488869876766216,37.766404476577605,39.15768874235713,38.13765436523365,0.8942085670627302
38.21136551074883,38.81602678123752,38.555430105733166,38.527607465906506,0.30328928018056067
38.02636055772328,38.52914382788536,38.99705865429172,38.51752101330012,0.4854534128364541
38.62046547098398,39.26737750032554,38.73973196204344,38.875858311117646,0.34426963358813434
38.492849480274515,38.96435921885745,39.97680012372886,39.14466960762027,0.7582290256076915
38.77786865539331,39.29925659088676,39.476362464199156,39.18449590349308,0.36311280859166456
38.779715210424655,39.44444487388454,39.293447402921174,39.17253582907679,0.3484696369671512
38.74272933361976,39.10005416221969,39.69628822045515,39.1796905720982,0.48174174201478837
39.82111049973675,39.33935200436573,40.091064052305455,39.75050885213597,0.3807967899515329
39.20410719838557,40.101628324579146,39.59498096003548,39.63357216100007,0.45000333730413844
38.47189043756277,39.41452878362202,39.56816010095793,39.151526440714235,0.593573473128113
38.394147798182836,39.67653704654314,39.51970776530119,39.196797536675724,0.6995239866443042
38.613131308991946,39.87151606644444,40.409080853754034,39.631242743063474,0.9217684873541672
39.63550015006663,39.444642815152946,39.811739818032095,39.63062759441723,0.183597000873192
38.02701306433903,38.988203517298466,40.44199522983378,39.152403937157096,1.2158355350645655
38.80253428058333,39.7332775729016,40.29292127214045,39.60957770854179,0.7528542943243692
39.31492979572663,39.11353921043498,41.02395488882434,39.81747463166198,1.0496835238075057
39.763193181506026,40.3020716087866,40.66037289540317,40.24187922856526,0.45160846065444016
39.267746291530514,40.74652552459959,39.72627247340126,39.91351476317712,0.7569621928137973
39.773148313678874,40.685923384725236,40.76336103690947,40.407477578437856,0.5507080529565636
40.178521372054945,40.2217480451103,40.755947121783954,40.38540551298306,0.32162547972046757
38.60768852625513,39.98085636844683,40.384559501496916,39.65770146539962,0.9314716496956623
39.14199981731754,38.80939406542124,40.47971230856175,39.477035397100174,0.8841252106643146
39.17725845704723,40.2727672434311,40.1097881426722,39.853271281050176,0.5910884455674744
38.650516267848054,39.177518004459266,40.82149571911587,39.549843330474395,1.1323681184804637
39.68827657611167,39.839969875509844,40.52716137815633,40.01846927659261,0.44702176112081815
38.71658787433155,40.705257515595314,41.06370619730028,40.161850529075714,1.2644008344874718
39.84420527384529,40.19891631713664,40.74022086068012,40.26111415055402,0.4512343192002376
40.4412618945716,40.46099116083751,41.840188037973,40.91414703112738,0.8020357041657173
39.457685193548386,40.200782998075425,39.93508149050561,39.86451656070981,0.3765410253359405
39.047240973808535,40.029468926672834,40.288442763836215,39.788384221439195,0.6547799990952479
39.34507956891811,41.02594221038755,41.292165316810696,40.554395698705456,1.0557238331691077
40.0658854080917,40.507485010198394,40.602020761757956,40.39179706001602,0.2861783634829155
39.41105656814681,41.06227588900934,40.64500407088181,40.37277884267932,0.8586100643189853
40.13214584658029,40.85778673287732,41.23558656435755,40.74183971460506,0.5607835034100659
40.53241081362414,40.349775516757106,40.94146468076347,40.60788367038157,0.3029787629207407
40.51104812445224,40.42007640611821,40.092690833289495,40.34127178795332,0.22003029711915434
40.065650183947184,41.4877318382889,41.39702047484645,40.98346749902751,0.7961460957389309
