D9,E9,F9,mean_WT-delta-intron-2w-48,std_WT-delta-intron-2w-48
3.2346470605803637,3.070571569539759,2.8807615684612005,3.0619933995271076,0.17709862826594688
2.795566865230733,2.9770781654743637,3.485826850665246,3.086157293790114,0.35782454366435873
2.749595835267584,3.0833726052416335,3.4634668101556563,3.098811750221625,0.3571858306192961
2.240392079275691,2.695854323134666,2.961150886629175,2.6324657630131774,0.36453655065042634
2.2731007256210463,2.3353771084117887,2.340565061579911,2.316347631870915,0.037542640952087855
1.8585196235157913,1.564986918861967,2.4527117180779037,1.9587394201518873,0.45226854358232693
1.609297186959462,1.8029174758096473,1.815594195696718,1.7426029528219427,0.11562004677351882
1.2001815495451869,1.6863033465500739,1.7632847226188253,1.5499232062380284,0.30532106524943514
1.4205486538709118,1.8163504460418822,1.3415526493710777,1.5261505830946238,0.2544053115064426
1.4918204758837599,1.469995326907852,1.7411092070641017,1.5676416699519045,0.15062311942654674
1.2362184968846464,1.0292612246123216,1.3039621994660264,1.1898139736543314,0.14310901868354967
0.827994477182775,0.9225118876812756,1.2867610456385354,1.0124224701675286,0.24223877830651203
0.8526550002148076,0.7834169122938526,1.2290557634267458,0.9550425586451352,0.23981431462853522
0.4592291103292496,0.8230407731720553,1.0185366712904156,0.7669355182639069,0.28384341926194684
0.37270233373872197,0.2104565593035132,0.701439026041005,0.42819930636108006,0.2501517162415504
0.851503634378099,0.7656595378398307,0.9589703841812107,0.8587111854663801,0.09685676240109825
0.4757883563526125,0.7307179201289242,0.882556782914002,0.6963543531318462,0.20554994347938682
0.6024181379378423,0.8546430214060313,0.7150764213206559,0.7240458602215099,0.12635143879585425
0.646180563248217,0.7268455117190395,0.9340448850327796,0.7690236533333454,0.1484948270535
0.6944075425710499,0.9449241252999155,0.6329459971641641,0.7574258883450432,0.16526061852976276
0.6972396795651601,0.5033048312552212,1.3055620024280568,0.8353688377494795,0.4185855831608294
1.050736767071306,0.91466019766578,1.4468893489541688,1.1374287712304183,0.27650243228429716
1.0856265725680916,1.1693094640801012,1.4672420605899732,1.240726032412722,0.2005812549787508
1.3206701256778501,1.5829954631275556,1.451726010687529,1.4517971998309782,0.13116268321419042
1.666864569395398,1.5777438034321325,1.658989068662774,1.634532480496768,0.04933782788095763
1.5775179704498925,1.7617752723592235,2.5478213158828833,1.962371519564,0.51531668548
2.585496164788284,2.556504616667352,2.8353138967704132,2.6591048927420164,0.15328841212277508
2.869046207186813,2.8929078018525374,2.7630547625031574,2.841669590514169,0.06911991256069819
3.034352321310787,3.8271964426989094,3.6440913890873845,3.5018800510323604,0.41511263376158064
4.211506243460383,4.66475156455479,4.118949639844356,4.331735815953176,0.29208953735242477
4.844832221597498,5.203319480719869,4.46530949730014,4.837820399872502,0.36905495273702044
6.414972740059813,6.141302885655183,5.258035849200367,5.938103824971788,0.6046429823084369
7.133299211319194,7.106395987540851,6.9508128988696045,7.063502699243216,0.0985149186346936
8.340843250184198,8.01744160461436,6.675194791399025,7.677826548732528,0.8832326911406592
10.0907585428739,9.805797548252249,8.239849746866067,9.378801945997406,0.9965991049782874
11.839243116192577,11.60288302032953,9.987060012240196,11.143062049587433,1.0080783979891257
12.648882654728439,12.675947700067994,11.125442849567925,12.150091068121453,0.8874745675277101
14.805329587940028,14.212846615407488,12.506928151486754,13.841701451611423,1.1933037501950303
15.899809337404156,15.633571433303691,14.468051993877387,15.33381092152841,0.7614949415462594
17.258541471231016,16.966775697372363,16.077015601051308,16.767444256551563,0.6154678000925407
18.816139554863316,18.379358631440613,16.965810342315297,18.053769509539745,0.9671792780696234
21.06385261505144,19.812730034624238,19.356473525051502,20.077685391575727,0.8839891657284176
21.68505723480805,21.52200604261619,20.661865956978904,21.28964307813438,0.5497494958646991
23.409858496609008,23.006336369266126,21.712709995979644,22.709634953951593,0.8866239652098065
24.789386193057457,24.211693277015506,24.12137712711446,24.374152199062475,0.3624275155945059
25.910091041020394,25.165299461382745,23.638486745109542,24.904625749170894,1.1580196921809616
27.495875421370247,26.94550124014301,25.074113852916902,26.505163504810053,1.2695098520602426
28.06759107674779,28.215285711389853,25.703986443446375,27.328954410528002,1.4091998072688516
29.164289107209584,27.87399449034062,28.2037784398538,28.414020679134666,0.6703479685682885
30.043986549203726,29.723619200655666,28.98616616418699,29.58459063801546,0.5424414232537833
30.75014673236171,30.493066775943145,28.61850293805418,29.95390548211968,1.163613978955433
30.80353565725062,31.059301045405785,30.74768583208486,30.870174178247087,0.1661521280444798
31.907319814606698,32.914799662834604,31.397276768819427,32.07313208208691,0.7722300269351392
32.8264315743119,31.581172306626343,32.381110554192986,32.262904811710406,0.6309889928565189
32.61752068380442,33.694077263951385,32.432021002019276,32.914539649925025,0.6814409011403904
34.29431772902634,33.31837608342819,33.17483152416904,33.59584177887452,0.6091409933903529
34.31533190615688,33.92371886326458,33.62030429820927,33.95311835587691,0.3484452490374066
34.04378692313152,34.124881536892914,34.87294602879262,34.34720482960569,0.4571071433342124
36.319198003986074,35.63236594387297,35.61969237767265,35.8570854418439,0.40025138336708294
35.6718506494264,36.08748721422085,34.98857803338406,35.58263863234377,0.5548598335848532
35.72841593300822,35.17511426884289,33.89941152028618,34.9343139073791,0.9379780892963311
36.683920806224904,36.943287141270496,36.08487487782365,36.570694275106355,0.4402647942100745
36.50214796174657,36.222069285367205,36.773103387362006,36.49910687815859,0.2755296382103859
36.75411418548499,37.30822960302274,37.60379068556225,37.22204482468999,0.4313448744428131
36.54545557197531,37.903294547079255,37.43690490039148,37.29521833981535,0.6899188225173696
36.71562143807171,36.699893450026565,37.43437162001314,36.94996216937047,0.41958459135904363
38.23277411904765,38.23043781336592,37.757516531371394,38.07357615459499,0.27371815550898143
38.00862584778575,37.404194787683856,37.83863485907002,37.750485164846545,0.31170820176528
37.92614848405723,38.19350918350741,36.96341148726618,37.6943563849436,0.6469781823857129
38.99403529293825,38.37342017708348,38.02798171004949,38.4651457266904,0.4895151311155486
39.44457599053849,38.431553796866126,38.77254505105944,38.882891612821346,0.5154471495582242
39.99295305537952,38.83669927882994,38.307409576238705,39.04568730348273,0.8619867753363377
38.639500058697216,39.15019754192331,39.16990942078822,38.98653567380291,0.3007032227229039
39.04541309538088,38.85761147989639,38.22181383947622,38.7082794715845,0.43162943610407933
38.430354462465246,40.250963620554394,39.89855540412739,39.52662449571568,0.9656106239595191
38.24801978421765,38.55560909530264,40.22999934754698,39.01120940902242,1.066648715257256
