D13,E13,F13,mean_HdhQ150-2w-68,std_HdhQ150-2w-68
3.2153539459505778,3.168172265157155,2.8312710010272486,3.071599070711661,0.2094629169072649
3.3606130153044838,3.613913059088316,3.0648324139904646,3.346452829461088,0.274814067785126
2.8536957984513975,3.2986004076168336,3.4149376117076304,3.1890779392586204,0.29621693324866305
2.756562061757023,2.9966885304965962,3.131936628174787,2.9617290734761355,0.1901134898020264
2.505573580073711,2.4125809008975505,2.266605050399503,2.394919843790255,0.12045922234214185
2.07467918283609,2.088432761101302,1.9710449410294957,2.0447189616556294,0.06417309572702015
1.8494261290536675,1.7178924075157638,1.8961414888021537,1.8211533417905283,0.09242670944905784
1.6180537518803508,1.5589786443077578,1.7641012788461863,1.647044558344765,0.1055896488515293
1.447149064825513,1.62906424330622,1.7903844582965975,1.62219925547611,0.17172064487487584
1.0942974073235772,1.243228189788369,1.9585285588586008,1.4320180519901822,0.4620119910494997
1.4564491813790585,0.961397186841887,1.6051865450654574,1.3410109710954679,0.33706181886352554
1.0103535782269282,1.146635011009242,1.00904050680411,1.0553430320134267,0.0790638989101198
1.1092257588485293,0.8689588954680105,1.2192842688878418,1.0658229744014605,0.17915026678393503
1.040691869294969,0.8936335892403894,1.0384018423517176,0.990909100295692,0.08425084476818573
0.8292695409098809,0.5915036949511194,0.9478949599974428,0.7895560652861477,0.18148430664913512
1.07902236858645,1.1009557775585292,1.166526172863884,1.115501439669621,0.04552923407486022
1.0244374796765432,0.6418144893395952,1.085155057096761,0.9171356753709664,0.2403600895744461
1.0089959274974631,1.1374647097430532,1.0512961487001349,1.0659189286468838,0.0654708047372605
1.0873323153438892,0.982036624012246,1.0303781798631573,1.033249039739764,0.05270651791358923
0.9011117309965199,0.8182563797061289,0.8105550543193618,0.8433077216740035,0.05020762116946374
1.1378212121308966,0.9113661088442203,0.9202210388480576,0.9898027866077248,0.12826415386658999
1.644784836112922,1.2768831114078265,1.286371956437706,1.4026799679861515,0.20972263807946667
1.1539604853727223,1.5239340010083782,1.1757007240680781,1.2845317368163929,0.20761320422800572
1.854131176461511,1.682418131304084,1.445129714913833,1.6605596742264759,0.20537500577332776
1.9013909036405023,1.8858110109335648,2.1411685730563748,1.976123495876814,0.14314535057100283
2.2373372768111066,2.047221279969691,1.7593894663408531,2.0146493410405504,0.2406329690369341
2.4546726928606177,2.48192811273686,2.66817465055212,2.534925152049866,0.11619933784873408
3.101965850605197,2.5424764619857427,2.4143257985533566,2.6862560370480986,0.36567285235617114
3.765833202921259,3.6794575678698074,2.8397922815533194,3.428361017448129,0.5115418411403369
4.510308174697255,4.150370447727133,3.821084272398993,4.160587631607794,0.34472552851456983
5.147990028435041,4.804342980976642,4.342609952798672,4.764980987403452,0.40413029020546415
6.153389506083689,5.590499702027565,4.957998839344696,5.567296015818651,0.5980330424164999
7.567466989576979,6.370602816780598,6.065786206952225,6.6679520044366,0.7937718171967855
8.43676773207816,8.049286534320634,6.594767670664046,7.693607312354281,0.9711446021403521
10.143490625394401,9.3799073587341,7.744021851577443,9.089139945235315,1.225875958527307
11.834326741853312,10.208116627908549,9.098496415678367,10.380313261813411,1.3760198595771609
12.690933423067035,11.702442980341067,10.561677338216976,11.651684580541692,1.0655351613533903
14.674319582474334,12.935321825199159,11.397714627013805,13.002452011562433,1.6393336618815584
16.809986503464156,15.336671953292122,13.96253643678454,15.369731631180272,1.4240128782019459
18.081971798527128,16.698644292578475,14.457700438115184,16.41277217640693,1.8289690739809843
18.44423289084391,17.042561718190015,16.030590906679258,17.17246183857106,1.2120529847687467
21.250927975947686,18.552964248706992,17.36459868264772,19.056163635767465,1.9914306569257891
21.764500524057397,21.09219577912243,19.556353231291386,20.804349844823737,1.131865750898348
23.02691481546213,21.6451141889714,20.329210050781732,21.667079685071755,1.3489865127602398
24.840178503371874,24.140331753819872,21.549805250371637,23.510105169187796,1.7333574925553008
25.87720920663024,24.06222300842463,22.28398770709553,24.074473307383467,1.796642073020682
27.573151803554474,25.567832188478473,24.528326545373254,25.8897701791354,1.5477316516714867
27.951537389585155,27.287308834492773,25.418558339354863,26.885801521144263,1.3133551725373611
29.10089698200033,27.606604873694394,26.56463703811734,27.75737963127069,1.27483465452504
29.100001473586364,28.55071059622447,27.642449100124093,28.431053723311646,0.7361066877653212
30.34992053431359,29.90358434965494,28.07293692026789,29.44214726807881,1.2065888818683352
30.970801675217384,30.58458705671757,30.35644333922722,30.637277357054057,0.3105499026924868
32.26270039600071,31.88946952667862,30.21675415963966,31.456308027439665,1.0895850879289752
32.99966049225287,31.67194722210161,30.587862774318886,31.753156829557792,1.2079479741757446
32.9602256357889,32.4313020973327,31.35493811852038,32.248821950547324,0.8180533333790906
34.19132030152364,33.455639316231505,32.03448585883377,33.22714849219631,1.096421335889878
34.851794624182716,34.1666086878144,32.591770074498704,33.87005779549861,1.1588289628299664
34.02943074319752,33.88673031129563,32.15053759378749,33.35556621609355,1.0460216722175848
34.81621681246736,34.822087479679794,34.00486489651637,34.54772306288784,0.4701381262783617
35.73345156145445,35.74333383250827,35.06106184903553,35.51261574766608,0.39108836258144236
36.378788351985385,35.382290165878175,35.279600357724284,35.68022629186262,0.6071474393068766
35.96443011781839,35.529810394941315,34.94718830387165,35.480476272210446,0.5104122047518371
36.540280163664946,35.710224453155654,35.935886555074084,36.06213039063156,0.4291867310966974
37.08998068440144,35.87631560605418,36.030819689839674,36.332371993431764,0.6606406545552491
37.08098494457916,36.680512033346574,36.877721993941755,36.87973965728916,0.2002440795175047
36.98101599475237,36.299122551902215,35.7910732547831,36.357070600479226,0.5970840923620435
37.755468549725755,36.80969192506529,36.87196496385843,37.145708479549825,0.5289848676718927
37.47641379489073,37.39954602064266,36.37171691250216,37.08255890934518,0.6168058219863829
37.59689185335572,36.881847555435705,37.13836115470067,37.2057001878307,0.36224714772396455
38.25599512477572,38.642054354725026,37.17361179070278,38.02388709006784,0.7612401039028511
38.27480421933955,37.9038123840002,38.014952226452344,38.06452294326403,0.19039873278473723
38.31903845209161,39.26132434901156,37.75789637781234,38.446086392971836,0.7597235027346999
38.11603922624082,38.61339018494298,37.84805964648862,38.19249635255748,0.3883516156734248
39.28352578590278,38.78875007755118,37.66500248689669,38.57909278345022,0.8293802222646102
38.93885941728277,39.006133709659004,39.260060110196726,39.06835107904616,0.1693981170857433
38.6888447321287,39.096015191918006,38.62041564607058,38.801758523372435,0.2571203515716778
39.87903365271724,38.85044775094252,38.35404310434828,39.02784150266935,0.7778177489087372
39.750034610116934,40.02699797812033,38.536759788596676,39.437930792277974,0.792627945640905
39.65574879014716,39.18089439538283,39.57066685379844,39.469103346442814,0.25319564288615326
39.313284993255905,38.92986985346043,38.624952558097505,38.956035801604614,0.3449114059501172
39.49708469163535,38.854392191263,40.33867294101273,39.563383274637026,0.7443580876167244
40.23618815466897,40.076535550431714,39.80024541879912,40.03765637463327,0.22055659131501254
39.4757979482376,39.657421131090196,39.82347337433396,39.65223081788725,0.1738958164855603
39.77514852638455,40.04709507969905,40.17539550992392,39.999213038669176,0.20437448311367593
40.02350390915181,39.670910653910205,40.10314261270633,39.932519058589456,0.23003216910918178
40.31546987036637,40.061072766117675,40.06979653295325,40.148779723145765,0.1444237858258498
39.14567763361443,40.31183685805072,38.76196327598252,39.406492589215894,0.807183598010559
39.83496934803753,39.920202843915874,40.8434084159969,40.19952686931677,0.5592439287299485
39.90745885786484,41.00414677547815,40.26634735367802,40.39265099567367,0.5591471672518583
40.052439478300435,40.93434599583917,40.45382452864178,40.480203334260466,0.44154462680314344
40.80648496013761,40.33949705088059,40.715807876542854,40.62059662918701,0.24762534818824938
40.497496061923364,40.57433454223889,41.687996752982585,40.91994245238161,0.6662631571068873
40.29387156337928,40.027553658065784,40.52724665976862,40.282890627071225,0.250027417915214
41.114009796544,40.37855814138874,40.52458193336223,40.672383290431654,0.38936642784314196
40.807036756583756,40.810594382519305,39.938317410339906,40.518649516480984,0.5025854944575932
40.03558435793354,40.13815050337294,41.24481516823252,40.47285000984633,0.6705054868300728
40.77088550553408,41.359175009605885,40.667613411529594,40.93255797555653,0.3730520763322802
40.8804223917721,40.510616851463034,41.08850781390302,40.826515685712714,0.29269257051739994
40.59816031681979,40.798781135288294,41.11274909371962,40.836563515275905,0.25936660059838323
41.16427537898931,41.56748978742425,39.830516848520666,40.85409400497807,0.9090809156551803
40.95806060050518,40.492329499416186,41.03123657997022,40.82720889329719,0.29231290995652337
39.81653796935601,41.200493780136696,40.27591106510521,40.430980938199305,0.704888942106818
40.57813914905604,40.30227370919285,40.817595223961085,40.566002694069994,0.25787503960344343
40.91845351018367,42.51271274999654,42.467484201214006,41.96621682046474,0.9076714004443474
40.12244313446743,41.400211997819824,41.26375213580488,40.92880242269738,0.7016529054819868
40.54649289307053,41.25335602269139,40.40888634791375,40.73624508789189,0.45308573083292647
40.63772807454445,41.056976702587164,41.220069166779915,40.97159131463718,0.30041352380181996
40.597958659675584,40.87526428265368,41.22813637073552,40.90045310435493,0.31584306931323974
41.49540925216812,40.36647324569241,40.97176934437662,40.94455061407905,0.5649599730410916
41.14087091043993,40.641441953495246,40.68322317953542,40.82184534782353,0.2770729144365922
41.40165822899468,40.26839424951875,41.62243367743359,41.097495385315675,0.7264585120247141
40.872860114007736,40.63514344310866,41.38739786689779,40.96513380800473,0.38452243820155413
41.49967025909832,40.31427627003295,41.270520554357944,41.028155694496405,0.6287648775972287
40.80997037686061,40.636968247063464,40.907317243663826,40.78475195586263,0.13692743172545457
42.15368059490554,40.975835814350646,40.481657529361634,41.203724646205934,0.8589908455222245
41.7892225816474,40.844389621697594,42.050667578300015,41.56142659388167,0.6345824502598946
42.30048097876443,41.18185723382626,41.260648389783135,41.58099553412461,0.6243368404560795
41.569671209339774,41.11810474269044,41.14584540789847,41.27787378664289,0.2530843496661767
40.90951717765085,41.465492033786276,41.78375426797523,41.38625449313745,0.4424721046696247
40.71925318463047,41.4561456053539,41.23470107483767,41.13669995494068,0.3780949279687704
39.68812983508664,42.25058579767978,41.22064125689651,41.053118963220975,1.2894157317234884
40.83983478363561,41.50401827319428,41.32164596961008,41.22183300881332,0.343157248659919
42.23713037429851,41.07393494816659,41.483460675457486,41.598175332640864,0.5900216006834662
40.86852925688085,40.78158783447434,41.72921091877386,41.12644267004301,0.5238195051647596
41.36679878340633,41.194907036564985,41.83228502930805,41.464663616426456,0.3297663120526999
39.696940881862005,40.85687591171965,42.64306837495235,41.06562838951134,1.4841158981440181
40.96465958782115,40.89908607648431,41.10821160708894,40.99065242379814,0.10695836820586674
40.36347056644813,41.56551549688025,40.61807094439446,40.84901900257428,0.6334277842636555
41.86040939493339,42.01527860696675,40.4928956544728,41.456194552124316,0.8378273645993125
41.24767027666638,42.20279257242275,41.78721897379163,41.74589394096026,0.4789002701154119
41.3304708520681,41.2885960470085,41.839848997637176,41.48630529890459,0.30689287220434464
41.68888919617954,40.64327080828247,41.08063757175911,41.13759919207371,0.5251313387322853
40.692480147408574,42.12907853285492,40.921250378156614,41.24760301947337,0.7719023676201403
40.5056518915503,42.56136169622443,42.109533510966564,41.725515699580434,1.0803184529825842
40.8648668632373,41.16598020028083,41.7799213328483,41.27025613212215,0.46635423559757505
41.44894531782204,40.99618140757936,41.50732286910373,41.317483198168375,0.27978226373412907
41.35405456748112,41.165815563977375,41.30682666972888,41.275565600395794,0.09793580270721657
41.544555240576386,41.05524000454046,40.76821483678631,41.12267002730105,0.39253816580856693
41.61365275412216,40.89520518823883,41.995156628036675,41.50133819013255,0.5585107102298639
42.50250497024826,41.05846580215107,41.818445110454775,41.793138627618035,0.7223521255626523
40.861101392885764,41.64553977266945,41.943594239747206,41.48341180176747,0.5591616940457755
40.40600819390942,42.448710762118544,41.03099599053801,41.29523831552199,1.0466739942679104
41.484018505311,42.088006082590304,43.918682053342245,42.49690221374785,1.2677908670536833
41.18880222430658,40.39471727727713,42.16878716590917,41.2507688891643,0.8886567915134153
41.4036791972694,41.85666790308027,42.58778782297824,41.949378307775966,0.5974736175963359
41.6960483308268,40.99914675991304,41.36549738212772,41.35356415762252,0.3486040035209508
41.06543521359637,41.89934250334624,41.16812166979542,41.377633128912684,0.4547214868472505
41.70660644772474,41.03399431335958,40.80308047069398,41.18122707725943,0.4694123058320265
40.44225869140647,40.83702696351555,41.9527414323795,41.07734236243384,0.783392076748475
41.937370656068346,41.93555767466574,41.3580287735336,41.74365236808922,0.3339610594573791
41.21084755457916,41.838360555861584,42.08636328987564,41.7118571334388,0.45125855958800776
42.515611902597435,41.152378039397924,41.50100895021821,41.72299963073785,0.7082100946199851
41.41918787219303,41.16132405845131,41.45132066917389,41.34394419993941,0.15896765777447905
41.816311994185384,41.26186470288636,41.356069432754985,41.47808204327558,0.2966787109850358
41.57029610175292,42.43205061675833,41.865154189599636,41.955833636036964,0.43797520767468884
42.958492192221975,41.37071725218751,40.79730444351075,41.708837962640075,1.119565689194961
42.0157537539446,40.9418133438601,41.551909075039156,41.503158724281285,0.538627374561839
41.48649040493005,41.84363371216534,41.096824964795296,41.47564969396356,0.3735223782423198
41.09977982616007,42.28313538440424,43.22824992527987,42.203721711948056,1.0664549400895897
41.207233595590964,42.02995565984122,41.836978437593636,41.69138923100861,0.43024999890365473
41.88795564018689,40.35245023775095,42.46591502170482,41.568773633214214,1.0922871478849396
41.99035656750801,42.663119202966186,41.50501910224801,42.05283162424073,0.5815722744046337
41.226829743550994,41.78309924357666,41.56697603352601,41.525635006884556,0.2804295803361831
41.83948015662134,40.654795259512646,41.46009153245181,41.318122316195264,0.6049677843759398
41.43085971706048,41.18606299747063,42.478281067728375,41.698401260753165,0.6863969285160453
39.18820296166082,40.844473779234555,41.21077408611012,40.41448360900183,1.0776674571669131
41.34993725370145,41.029456787492656,41.77951578695262,41.38630327604891,0.3763495600552145
40.579280205870155,40.75342258390705,40.227828827217245,40.52017720566482,0.2677350794027194
40.439739829495174,41.44293147887025,40.96778619165705,40.95015250000748,0.501828239196306
41.122380968977964,41.576543862769206,40.67944239222079,41.12612240798932,0.4485624381169676
42.24271480776336,42.158610905645446,41.98173598064233,42.12768723135038,0.13320920491954935
40.700180748614905,41.446950694327086,42.19806330231182,41.44839824841794,0.7489423260352126
41.65754201117714,42.03556063511308,41.66830205200377,41.78713489943133,0.2152102558694903
