D16,E16,F16,mean_Q150delta-intron-2w-27,std_Q150delta-intron-2w-27
2.6715815255758137,2.752341417484063,2.8186054770917295,2.7475094733838685,0.0736309808618569
2.818485689450541,3.1547354029860544,3.6214577394289433,3.1982262772885135,0.4032488318300794
2.7225991132917304,2.845561695088985,2.93910720000349,2.835756002794735,0.10858660876887098
2.290799939999626,2.477014286462903,2.685184004534093,2.4843327436655405,0.1972938606534725
2.1755456930029515,1.9171501718597446,2.1494591128520106,2.0807183259049022,0.14225341183710916
1.7491861956687864,1.434957526324621,1.675990766450575,1.6200448294813274,0.1644152518988931
1.8596097059161487,1.709287064641349,1.5420331879075506,1.7036433194883494,0.15886346367913032
1.3395465089630167,1.2756330267475637,1.2541484375118177,1.2897759910741327,0.04442099989704167
1.615716506973918,1.2183036940536403,1.4043797273768497,1.4127999761348027,0.19884016548514863
1.1250549830543002,0.9621723101453412,1.3428302994152144,1.1433525308716186,0.19098750323212513
0.9711223576998879,0.520374453066293,1.1468511278836868,0.8794493128832892,0.32314271828717445
0.4424295159000132,0.7347749002166947,0.6128821678333095,0.5966955279833391,0.14684332267774905
1.155931309280524,0.7853785689744208,0.5841059949391659,0.8418052910647035,0.2900586643332495
0.7676263309956238,0.0379334688140974,0.5366433686101321,0.44740105613995107,0.3729424366184896
0.7046315066624208,0.38075481821444646,0.7101801344282713,0.598522153101713,0.18861244902033406
0.3679998926159964,1.054936667018938,0.772758700588471,0.7318984200744684,0.34528640995489773
0.648124132117862,0.43774205385138776,0.7696437185709327,0.6185033015133942,0.16792177930564947
0.9741587196188147,0.39327315742810554,0.5201895557202806,0.6292071442557337,0.305402414934735
0.7288787958170271,0.22858026962643369,0.6311489345028679,0.5295359999821095,0.26517644158853915
0.33930463033678226,0.4951783999347905,0.81608688422098,0.5501899714975176,0.243104985878683
0.7628070695962015,0.9569022464309848,0.8246848420804535,0.8481313860358798,0.0991490783377322
0.9210124391241293,0.9453357510024673,1.0307615033415378,0.9657032311560448,0.0576397428863453
0.8306566930105252,0.9724188419004142,1.204601170673661,1.0025589018615335,0.18878542185384378
0.8930850272912507,1.536678493832112,0.9523923672534432,1.127385296125602,0.3556965439949663
1.7994022288610827,2.0693921330240608,1.3604494650617025,1.7430812756489484,0.35781135245047657
1.7998595122629566,2.062151003039357,2.1461628421644203,2.0027244524889114,0.18063813345457821
2.8459160224747992,3.0650280531882528,1.8811432293620027,2.5973624350083515,0.629865051739941
2.488729525327023,3.221410694077146,2.6448530823416263,2.784997767248598,0.3859220430229627
3.4049804206993377,3.3597113995542687,3.3151456342381667,3.3599458181639243,0.044917852004458816
4.799241523407568,4.988306092522719,3.9521499558452238,4.579899190591837,0.5518044754416126
5.4328493103911875,5.596941170797142,4.3280361887233765,5.119275556637235,0.6901277690873002
6.382078427311251,6.697926055968312,5.1829612175594235,6.087655233612995,0.7992455055515968
7.549651318234293,8.474239029915038,6.225100624930914,7.416330324360081,1.130480763546792
8.185938344146956,9.834285027542665,7.25225996516405,8.424161112284557,1.3073927952731643
10.145561808276678,10.978478960654652,8.85005743485295,9.991366067928093,1.072556195558185
11.33682913401885,12.573347140170496,10.540874626546627,11.483683633578657,1.024163469710697
13.076846816785215,14.55373060333981,12.018952653785703,13.216510024636909,1.273147348937663
14.625505514071355,15.87996346446457,13.281459639370203,14.595642872635375,1.299509278640466
16.076542811006362,17.81882805866243,15.027824752319363,16.30773187399605,1.4097911728830692
17.724562781398078,18.79651039242246,16.16733770384667,17.56280362588907,1.322029415286003
18.746551681219433,19.76682889390047,17.760565126727904,18.757981900615935,1.0031807231520915
20.659954449606566,22.3891809902922,19.489452488330457,20.846195976076405,1.458807998301588
22.056235710987682,23.44623689762382,20.365812263351167,21.956094957320886,1.542651972989101
23.12478757168575,24.59609141296002,21.49648275342676,23.072453912690843,1.5504668875733012
24.83096891514191,25.890673737233154,24.16795971977183,24.963200790715632,0.8689360437786791
25.94836929997428,27.11129606896408,25.036368755068487,26.03201137466895,1.0399893446482595
26.563916855696434,27.519362314528973,25.622038252257962,26.568439140827792,0.9486701152746668
28.173433977508516,28.955971332016784,26.111681355810624,27.74702888844531,1.4693067556405504
28.411573718162096,30.010237305827758,27.986070050745226,28.802627024911697,1.067241905884947
29.696620822765706,30.477917875763705,28.95181678274681,29.708785160425407,0.7631232632149699
30.15227332788743,31.614507718471735,29.456786044485217,30.40785569694813,1.1013321325235204
31.801937794199592,31.84868485684178,29.742957940549488,31.131193530530286,1.2024744745454765
31.882401178192694,32.695686302008156,30.724928443166142,31.767671974455663,0.9903755485620033
32.7991221464649,33.62677219085629,31.643549877508352,32.68981473827652,0.9961193543717222
32.92483729154915,33.47147342568641,33.45620462859268,33.284171781942746,0.3112864292432148
33.74273081111074,34.04543319961421,33.29354350899913,33.693902506574695,0.3783155815006949
34.09987435160127,34.91094030590882,32.87451723526636,33.96177729759214,1.0252111138227638
35.1857163280636,35.28763144033379,32.894495446481834,34.45594773829308,1.3532171360240723
35.37021817437707,35.016115632085246,32.987714048608446,34.45801595169025,1.2855691024868618
35.75869468890549,36.00548548908833,34.47033571084852,35.41150529628078,0.8243643406715065
36.236435299972634,36.312176603542326,34.95991850209382,35.83617680186959,0.75980631888071
35.2368962198465,36.609487514891306,36.0708474130624,35.97241038260007,0.691570027208291
36.21964891686619,36.45773377675419,35.27147681629406,35.98295316997149,0.6275508357962396
37.051629189001105,36.188896464550616,36.8020963921807,36.680874015244136,0.44395730308448883
36.16879935718194,37.09726099068366,36.93703299814011,36.734364448668565,0.49630248531499843
36.713132549146046,37.92993912838986,36.428692359945316,37.02392134582708,0.7974194141404691
38.21329759027325,37.99918349064752,37.379718686953986,37.86406658929158,0.4329040075914734
36.98819107158342,37.03859899306292,36.561174928900336,36.86265499784889,0.2623030949434084
37.99229705464454,37.40087582661063,38.22261747203606,37.871930117763746,0.42388793634305466
38.2188220511299,38.50762136582795,38.15267299617512,38.29303880437766,0.1887542877043585
38.634488217599824,38.58611146522601,38.695178537506266,38.6385927401107,0.054649262508548735
39.1599667160245,37.95537783575529,37.67285044078288,38.26273166418756,0.7897648294974293
38.41681103219953,39.18636587544304,37.73996993454659,38.44771561406305,0.723693045666149
38.75144548215159,38.72050360065449,38.39536474151183,38.6224379414393,0.19725878586674467
39.124383454868,38.86950788171884,38.712124365736415,38.902005234107754,0.2080419370634646
38.79344305303109,38.99047343181545,38.942049952924286,38.90865547925694,0.10267246804580298
39.45701992222447,38.372038253827455,38.877581298266264,38.90221315810606,0.542910076880847
39.34610896241363,38.70492728965668,39.23360279264878,39.094879681573026,0.34236173929011326
38.86838641469332,40.766553813915614,39.203541010225756,39.61282707961157,1.0131121279564992
39.12593191376089,39.14671775919372,39.101531399947056,39.12472702430055,0.02261726297434888
38.66637737437512,39.61664317163478,39.60397194192165,39.295664162643845,0.5450151708281084
39.981838283592474,40.582804480723524,39.52909232580723,40.03124503004108,0.5285906698954912
39.095216797639225,39.205887079093124,39.900215912382905,39.40043992970509,0.43634161209476335
39.76212269142113,39.61321691700023,38.97730974346608,39.45088311729582,0.41682974667642236
40.11323822365938,39.322923400952554,39.00328414848058,39.47981525769751,0.5713674853246062
40.001412770234886,39.436565634889405,39.5317061027112,39.65656150261183,0.30241482228928374
40.68128475828949,40.03452512407583,39.730000803362955,40.148603561909425,0.4857938947836669
40.64880215813736,39.58820706177795,39.83688697019744,40.024632063370916,0.5546635508246803
39.034537084520025,40.3243883575235,39.33516562843265,39.56469702349206,0.6748648550677482
39.89984348196066,39.86034042081679,40.58367753618001,40.11462047965248,0.40669523561093446
40.692942082815684,39.665923847911635,39.29058184990992,39.88314926021241,0.7259777651697117
39.585673567301846,39.71339209221371,41.28061689486716,40.19322751812757,0.9438695608430204
41.04345163543425,39.234388308900456,40.75050441966183,40.34278145466552,0.9710077455877588
41.55016417471698,40.24109719930534,40.42601797097924,40.73909311500052,0.7084674451810106
40.489478582870724,39.97684009263852,40.15980564395742,40.20870810648889,0.2597944255524357
40.555077545677854,39.952059558283445,40.99039762951024,40.499178244490516,0.5214211699237677
40.34613963926875,40.42668098167839,40.32246378321936,40.36509480138883,0.054633137763732485
40.82594750070672,40.205314208532414,40.602780153897875,40.54468062104567,0.3143693490577798
39.8930668710314,39.61179048321742,39.53799804080903,39.680951798352616,0.18736577644354757
40.888644305784666,40.678301680929124,40.60506263382912,40.7240028735143,0.14721104041496477
40.99628197656548,41.03788672015889,39.073902862750316,40.36935718649156,1.1220891975896041
39.87611700971373,41.14735963906798,39.770329783327696,40.264602144036466,0.7663180348865232
39.37542207744176,40.697626299842156,39.77620614555457,39.94975150761283,0.67797086659554
40.06005672908,40.44236796283895,41.125490182157556,40.542638291358834,0.5397478252112776
40.55749989081951,40.12963986716305,41.39518034606927,40.694106701350606,0.6437346048257424
40.694895404847735,40.72232331459374,40.70826590380203,40.708494874414505,0.013715388398246141
