G12,H12,I12,mean_WT-1.5mon-15,std_WT-1.5mon-15
2.965121288260845,3.177232261804266,2.521925637701853,2.888093062588988,0.3343750941095062
3.3834964964815084,3.4374899020561456,3.2142329796972486,3.345073126078301,0.11648253040756025
2.8581011417787496,3.0480829667724243,2.8672379077058587,2.924474005419011,0.10714593607810766
2.82015579015585,2.738908600135383,2.981010924419785,2.8466917715703395,0.12321324031207052
1.9148064594253351,2.413034714389207,2.079879677540535,2.1359069504516923,0.2537954688198397
2.382184679976996,1.9740974744874282,1.9977003344676496,2.1179941629773578,0.22909985967742003
1.75626666068524,1.6399002414714012,1.4482462599374968,1.6148043873647124,0.15553614769309487
1.7475805146848693,1.317521672951453,1.4766126545754348,1.513904947403919,0.21744122922430323
1.0815217142339952,1.5371206385102507,1.1955643897851633,1.271402247509803,0.23707832133836557
0.6626503360675667,0.9626053476561205,1.2316407146746464,0.9522987994661113,0.284635172525378
1.5346689281694297,0.9595005419326058,1.5650035235761535,1.3530576645593964,0.3411677791019125
0.9681419922685585,0.8119707528894718,1.2491041028982992,1.0097389493521098,0.22151551085972085
1.012902014125326,1.090223884004814,1.0636455981691002,1.0555904987664133,0.03928525627007531
0.6977894175604723,1.2559933223755904,0.7638850195848098,0.9058892531736241,0.30499475668537523
0.8755555463005117,0.9508697045031809,0.2825450929678875,0.7029901145905266,0.36605814806105647
1.5937608583376488,1.025938827018854,0.6259780237565951,1.081892569704366,0.48631164875810057
0.5844482483804915,0.7057445034246189,0.6738918239322375,0.6546948585791159,0.06288551487432709
0.8108047326357068,0.6211548840986082,0.8091602339462514,0.7470399502268554,0.10902276596917634
0.6582962360858958,0.22615637876176642,0.8380307074037179,0.5741611074171268,0.3144941786740137
0.8663398916799668,0.585719823796438,0.8358562689872464,0.7626386614878838,0.15397246234533993
1.314985034887194,1.007233453663683,0.7886918900876123,1.03697012621283,0.26440370806113855
1.1245995563209197,1.0347729591284014,0.9412981719790778,1.0335568958094663,0.0916567427029002
1.369394180745811,0.8847889699085442,1.2691161463199425,1.1744330989914324,0.25580111841275754
1.6063245528024406,1.3098713098217094,1.5109650728004715,1.4757203118082074,0.15133663205417083
1.8104483615171296,1.975626122936117,1.2811305487922544,1.689068344415167,0.3628096705438099
1.6522714187113146,1.8444804110953628,2.1555084618810136,1.884086763895897,0.25394561975187857
2.4363622206476934,2.119750355646671,2.1517311529180616,2.2359479097374755,0.1742989238685701
