D1,E1,F1,mean_Q150delta-intron-NB24,std_Q150delta-intron-NB24
2.8445256486318202,2.1123970652725568,2.9969795736755884,2.651300762526655,0.47288840755606965
2.9126097548424505,2.9271660903930257,2.7616668648459677,2.867147570027148,0.09163845317498838
2.6433505251058134,2.5304596023170998,2.334498350887458,2.5027694927701236,0.15627691129816315
2.8272457842502585,2.7038020898047592,2.266015260902027,2.5990210449856814,0.29492240606550335
2.0203510358058376,2.054967669975964,1.7698707120813462,1.9483964726210494,0.15557365851109453
1.4388783578922995,1.3340956354100775,1.7196850294715083,1.4975530075912948,0.1993786124215439
1.6437028717536828,1.5135186538976404,0.8475423197192146,1.3349212817901792,0.4270722095228458
1.2070248762102402,0.8658955455499798,1.0130877803052363,1.0286694006884856,0.17109761900594958
1.2384731269995413,1.1517160246829086,1.1901960886408216,1.193461746774424,0.043470646336106394
1.1670680221862506,0.8662126669130287,0.5739024233593435,0.8690610374862077,0.2965930576043756
0.8037893985664658,0.5529996589625463,1.4185641633780883,0.9251177403023668,0.44535480541621913
0.8413247102384909,0.6311107386483844,1.0229659344160709,0.831800461100982,0.1961011399858705
0.48733258269344015,0.328321199413573,0.7937640022941589,0.5364725948003907,0.23658044357202776
0.13995921133795158,0.6158888642597516,0.5894663029433513,0.44843812618035156,0.267477043152096
0.40758024376771324,0.1850344982012206,0.7698423636742152,0.4541523685477163,0.2951724614266432
0.3800873779733808,0.4533185526597031,0.08623839545543345,0.30654810869617244,0.1942755222554997
0.3742637478773876,0.44818681249401265,0.5031901386378971,0.44188023300309914,0.0646941517240106
0.38217637347268085,0.13553081388681884,0.9134233860810853,0.477043524480195,0.39752867283249504
0.14268362254894695,0.8247977944842713,0.14818421629643141,0.3718885444432165,0.392240558474588
0.8107891253324377,0.17305841281993095,0.7279458964762014,0.5705978115428567,0.34676206582406144
0.17039960650658692,0.5712845651972955,0.631227504205476,0.4576372253031195,0.2505541383077941
0.8668493030496938,0.524779045252386,0.6880844999205458,0.6932376160742084,0.17109334081707858
1.3508119655010986,0.3786570586285722,1.0027201803104586,0.9107297348133766,0.49256265823359613
0.6561972101492323,1.3470423759452632,0.7190022581142091,0.9074139480695682,0.3820222303214986
1.235116730081221,1.7909876426933562,1.3727173760937161,1.4662739162894312,0.2895042962239185
1.5957139192206993,1.5628785510597394,1.3639253102451239,1.5075059268418542,0.12542362396011922
2.2459576082279797,2.800026514154095,1.7576088599238284,2.267864327435301,0.5215539950211813
2.54550964001219,2.8304097642939876,2.28173715599304,2.552552186766406,0.2744040923046343
3.023770959163069,3.5226573371986145,2.5220415975559174,3.022823297972534,0.5003085429527208
4.195675172890224,3.871905854920172,3.1763964712756887,3.747992499695362,0.5208148976302002
4.3582954504456195,5.105467245662377,3.9113785126893896,4.458380402932462,0.6033031773818023
5.231324854945387,6.023189859332586,4.905109155938546,5.386541290072174,0.5749741047435342
6.661707540797403,7.185534553930806,5.968907829286811,6.605383308005007,0.6102658938358201
7.237876507291994,8.066181459305337,6.880269684386264,7.394775883661198,0.6083253613007683
8.843019834834879,9.540088711680049,8.115812309096995,8.832973618537308,0.7121913454859968
10.23357901258738,11.338225116799903,8.910451888802024,10.1607520060631,1.2155239780873413
12.121088350831654,12.867709938155073,10.743082402823328,11.910626897270019,1.077836285596713
13.549100805087082,13.747963541364058,12.418971187089605,13.238678511180249,0.7168170407054885
15.623459264112984,15.876005289315579,13.82821029148394,15.109224948304167,1.1165544263279745
17.280740325848505,17.731534067618504,14.673152009400903,16.56180880095597,1.6510821017199786
18.338545802246816,18.872430932816798,16.164829494411435,17.791935409825015,1.4341769689063244
19.841461921939647,19.461855857795914,18.689050187437882,19.33078932239115,0.5872793449301604
21.618490913805726,21.721535434394713,20.456680561895823,21.26556897003209,0.7024100553941186
22.401502392649913,22.497949390930597,21.315805431331384,22.071752404970635,0.656442972454646
23.5070176099121,24.373494383282218,22.617705462451628,23.49940581854865,0.8779192093545294
24.019021185104208,25.694530610403955,23.669974453603135,24.461175416370434,1.0822810084169434
25.427712792140905,26.013093112171287,24.805694094576715,25.415499999629635,0.6037921506178899
27.250828739803083,27.430687619640942,26.314385169383282,26.998633842942436,0.5993617351939713
27.73673120389483,27.57916657614203,26.882615958532156,27.399504579523008,0.4545184681199279
29.046718018862833,29.507614867525184,27.95262511286524,28.835652666417754,0.7986925074936064
29.604360209546332,28.872522728331028,28.22961692868981,28.902166622189057,0.6878508867460572
30.075333012220817,29.992968659636816,30.21313113816134,30.09381093667299,0.11123827806362649
31.011058887913762,30.670490566108967,30.48561929227345,30.722389582098728,0.2665367199133965
31.61755036217002,31.526277615599856,30.973523511615415,31.372450496461763,0.34848204113779646
31.955672554430265,32.1600770049785,31.00077630012156,31.70550861984344,0.618814210160382
34.07744502012775,33.10607403585531,31.238090069493325,32.80720304182546,1.4430790128150792
33.09921674357976,33.217822736020494,32.71287741917612,33.00997229959213,0.2640376324272053
33.77221298756622,32.637768562906345,32.67488394570126,33.028288498724606,0.6445247254634172
33.888114917611794,33.80340661752058,32.825961681313686,33.505827738815356,0.5903026902642671
35.15335546484078,36.13360693282777,34.33864713454553,35.20853651073802,0.8987512894188727
35.79130485457284,35.36209770167066,35.13895658022366,35.43078637882239,0.3315541713479545
35.56843895321615,35.06401238809102,34.67153355017587,35.10132829716102,0.4496155950398087
34.65599212007079,33.92300844188189,35.15335030364858,34.577450288533754,0.6189199372130252
36.947386159845,36.05250922440641,35.565224006841504,36.188373130364305,0.7010258946753817
36.67200226380232,35.26647723663939,36.280273628978215,36.07291770980664,0.725343028095642
35.81556926323675,35.5398956058647,36.3073832563529,35.88761604181812,0.38878320069280026
37.28745947534379,36.91078285036667,37.0455271911895,37.08125650563332,0.19086319153783057
36.95319878162589,36.22387708478866,36.24166902971865,36.47291496537773,0.41603310738271654
36.94037558991672,37.57413522635776,36.23003119005983,36.91484733544477,0.672415558959178
37.46053919950861,37.39426992889518,37.49067184545777,37.448493657953854,0.049316870163725435
37.303919432712554,36.51596285024098,36.500755456970765,36.7735459133081,0.4593798741418901
36.98762074727953,37.34083129148315,37.85886264600051,37.39577156158773,0.43821163435160926
38.88142985036123,37.59158681114477,38.14809783230052,38.207038164602174,0.6469383575988199
37.341373069908165,36.70952293497329,37.00728689179662,37.019394298892685,0.3160990196666965
38.2270579062713,37.744585113180044,38.0909139860176,38.02085233515631,0.2487498245413963
37.60150704863062,38.05954857744492,38.23420433171276,37.965086652596106,0.3267548843391445
38.731283212193205,37.957314107131936,40.07979223389809,38.92279651774108,1.0741212032641358
39.39204628204146,38.66245237106174,38.41422552814542,38.822908060416204,0.508274411978528
37.969570704804504,38.15973322317776,38.6481576172795,38.25915384842059,0.350047703875263
38.7895106626243,38.88397333613981,37.75840886979978,38.47729762285463,0.6243649402580939
38.20217762022452,38.979112486022956,39.14344729017334,38.774912465473605,0.5027627513904132
39.044747796117676,38.728054989966225,38.62749757604922,38.80010012071104,0.21775516569032627
38.75855850621646,38.68320629895569,38.41893384532036,38.6202328834975,0.1783548874100443
38.69650822974082,39.45382454196529,39.062475838921145,39.070936203542416,0.3787290357464828
38.842497576017124,38.64892589959062,40.17538534013119,39.22226960524631,0.8310774341434737
39.25988500570175,39.105727217517185,38.50047287227709,38.95536169849868,0.4014150459068834
37.593593784340925,39.63822748672102,39.9601361382582,39.06398580310671,1.2835286563303616
39.477757382023334,39.06765629238522,38.5239474534335,39.02312037594735,0.4784620474592074
40.05729970772827,39.14679803408034,38.29266679491199,39.165588178906866,0.8824665044099805
38.625231668090265,38.40855033856065,38.80458181580601,38.612787940818976,0.19830876809558098
38.871594371088406,38.981737573486896,38.849970278696006,38.90110074109044,0.07066558141804156
38.944554592514,40.50371176436426,38.701565077928336,39.38327714493553,0.9779014665908031
39.355381319239605,39.75791922040609,40.28620113113431,39.799833890260004,0.46682331798620197
40.03623369424506,39.14266064861815,39.59432466180664,39.591073001556616,0.44679539717697025
39.70303347924602,40.04576630602416,38.97302393609815,39.573941240456115,0.5478983962793299
39.90282264354963,39.61031256904558,40.69680214113758,40.06997911791093,0.5622017989626497
39.27511852770101,39.50158115216499,39.4682568292567,39.4149855030409,0.12226898918929072
39.33273279177363,38.869609379222524,39.53303430148846,39.24512549082821,0.3402784686915974
38.837361060394535,38.22968016544259,39.955752789538145,39.00759800512509,0.8755381995815069
40.750059159869835,40.32027885913817,40.771599852152946,40.613979290386986,0.25457996355332657
39.325957487197606,38.53020649422865,40.339469930303494,39.39854463724325,0.9068132200421148
40.08076613043482,39.39339572760276,39.220598820421614,39.56492022615306,0.4550136706803848
40.04016853952012,39.24494068889096,38.87060734362752,39.385238857346195,0.5972696457952232
40.092514902000445,40.039439585519226,40.4035112682854,40.178488585268354,0.19667397694925645
38.974808983433654,40.197391212911796,40.15756277990196,39.77658765874913,0.694646211507694
39.79839404743326,40.15497160256449,39.524971332770974,39.82611232758958,0.3159134569404928
39.96428713981577,40.16712605809968,40.14612780343184,40.09251366711576,0.1115426528388866
39.58968203873278,39.833363629247835,41.05306537318493,40.15870368038852,0.7840646067418399
40.542141941855576,39.109083892073336,40.222998221940315,39.958074685289745,0.7523644088571738
41.18599244169109,40.67762162462895,40.96127485372403,40.94162964001469,0.2547541417256489
39.465150392879444,39.88685612105491,40.592192494387106,39.981399669440485,0.5694381762304874
40.674413180376085,39.380701247485696,39.041079817116724,39.698731414992835,0.8618595358105042
40.25939480730967,39.981039880895764,40.53075172503265,40.257062137746026,0.27486334587675404
