A22,B22,C22,mean_Q150delta-intron-NB21,std_Q150delta-intron-NB21
2.625717056742074,3.1441875989456567,3.023682791864457,2.9311958158507294,0.27132693624544935
2.7530027765681186,2.413911918625174,2.6158063753622907,2.594240356851861,0.17057101849644546
2.425242970934342,2.25577907067517,3.048317963059729,2.5764466682230807,0.41734445310902846
2.8084096702835843,2.2611647143001177,2.710314507634752,2.5932962974061513,0.29178623443570006
2.3829229351527736,1.8791571939744314,2.200205776944252,2.154095302023819,0.2550286501930363
1.6233643402412041,1.7141232920493479,2.271152321285201,1.8695466511919177,0.35074867429775775
2.0557928676060415,1.4269478146142913,1.6412499703768537,1.707996884199062,0.31969186421715723
1.1020972532254414,1.2618935288328958,1.2576534607453784,1.2072147476012385,0.0910591031266562
1.5617715426827836,1.2290864492659057,1.4231904170164198,1.4046828029883696,0.1671129608325089
1.5071196982469854,1.1185897186678662,1.0739615599546115,1.2332236589564876,0.23824818654462046
0.7071656367411525,0.1257378716848962,1.0640440036473993,0.632315837357816,0.47361003860813894
1.0843361158469356,0.8425657125938808,1.0685893551083452,0.9984970611830538,0.13526983855637684
1.2106305482861273,0.8803661192259322,0.7768771119323501,0.9559579264814699,0.22654161180740354
0.6269612393866818,0.4895235877590577,0.22062957333498645,0.445704800160242,0.20667951112546018
0.508504617806817,0.40832235699756947,0.6375033164608565,0.5181100970884143,0.11489202308820266
0.4325386445342614,0.4685333945701674,0.8654366071000988,0.5888362154015092,0.24021810511157718
0.46622874468508,0.1492472777837227,0.025047729503073806,0.21350791732395882,0.22750218545070403
0.8685502175329731,0.5775305464248747,0.8842686365753244,0.7767831335110574,0.17273668478264934
0.6387332824207057,0.4911140899687592,1.1340036598005674,0.7546170107300108,0.33674698011233967
0.8820774330571238,0.7155992288942594,1.0667010539609008,0.8881259053040947,0.1756290434514559
1.168962078412732,1.3872702120967757,0.5737506012703407,1.0433276305932828,0.42106003153822613
0.9954457116969706,1.303466019636028,0.7969517666057573,1.0319544993129186,0.25522311966315486
1.0269799805354785,1.3381707053704934,0.36026574384696486,0.9084721432509789,0.4996074549748738
1.5996457348023452,1.2221530532954519,1.0594173050020563,1.2937386976999512,0.27713727186130516
1.4314840744811583,2.2114491624796973,1.3476989104455972,1.6635440491354843,0.4763454611410375
1.8698226990353557,2.200619214413474,1.599111582262411,1.8898511652370804,0.3012535684067326
2.7053200223911964,2.3507188517754143,2.161725842304959,2.40592157215719,0.27596949724393205
3.3986955933534033,3.511400488611801,2.1981178095596974,3.036071297174967,0.7278737073893707
3.633508912361836,3.8317470664576705,2.9547074362658043,3.4733211383617704,0.4599399095926482
4.15810423038905,4.772978705433322,3.808401496424286,4.246494810748886,0.48832567929321175
4.9324417311554205,5.910659960912179,3.8887514171856763,4.910617703084426,1.0111309291825117
5.299980872694188,6.388043824937825,4.917845269853052,5.535289989161687,0.762822871355386
6.651356394350164,8.673598228288157,6.164141159828407,7.163031927488909,1.3306774902358063
7.4934431193409035,9.300233651988297,7.4306898561279695,8.074788875819056,1.0617300351743504
8.634713025754712,10.936799631628425,8.593097939608553,9.388203532330564,1.3412849670816238
10.11470663043449,12.40005332458289,9.192689645768311,10.569149866928564,1.6512675232805716
12.095682018637607,14.043502619872733,10.807584780108655,12.315589806206333,1.629128798683788
12.979679989592496,15.42370221731597,11.97970996571769,13.461030724208719,1.7717348996263325
14.956944304171484,17.137723062679004,13.665463487278853,15.253376951376447,1.7550073719179122
16.66433037835722,18.88273838665694,14.796366370642215,16.781145045218793,2.045688958056074
17.499953336483497,19.82196575968482,16.58948409544079,17.970467730536367,1.6668150088347145
18.827854736321502,22.25006662281408,17.387979562168955,19.488633640434845,2.497487580832809
20.10027424964985,23.259637412407706,20.252974711727628,21.204295457928396,1.7816150735110596
21.951496637330155,24.761993603600434,21.444020073746067,22.719170104892218,1.787240610774787
22.5179604298459,25.014159766694654,22.29188709039261,23.274669095644388,1.5106780380696838
24.32804922982978,25.496894233979923,24.172987422430776,24.665976962080162,0.7237600953247355
24.999620659075923,26.82279668464897,24.35189677538573,25.39143803970354,1.2812014811186765
26.721386471515764,29.156448120508532,25.018515084821075,26.965449892281793,2.07973499921875
28.001147606179572,28.605226807106266,26.6364708603664,27.747615091217412,1.0085678195159578
27.614129591447533,29.622010502025297,27.561917875768323,28.266019323080382,1.1746129463980264
29.151337737696455,30.350203758832777,28.575281647416652,29.35894104798196,0.9054896334191759
29.827559894059334,31.22744744721379,29.848888121934518,30.30129848773588,0.8021394172352991
30.923268705504363,33.03458771589093,30.270676589653746,31.40951100368301,1.4446884985483772
30.48383659722661,32.861642227737526,30.78287808197228,31.376118968978805,1.2951605949204024
31.826729492059698,33.31580287227751,31.074440856351483,32.07232440689623,1.1406855694073483
32.68166489844236,32.99193906664223,31.459130303807953,32.37757808963085,0.8103871089332947
33.66705619995845,33.67424938400123,32.5861662255478,33.30915726983583,0.62613894070301
32.877480908220456,34.52419067320997,32.55145020797627,33.31770726313557,1.0574855405460644
34.16339655680176,35.31637750928256,33.82267537542705,34.434149813837124,0.7827943604916735
35.37047701831314,35.54503740340264,33.864711714779055,34.92674204549828,0.9238772372649593
35.33902469726093,35.78815718884657,34.7245564333728,35.283912773160104,0.5339378567723648
33.992650251570176,35.11298940489301,35.2835176076352,34.79638575469946,0.701258180861716
34.57109871906327,35.19803910178261,34.394297389778586,34.72114507020816,0.42235721317708214
35.67518355041637,36.550236875254484,35.30591903212168,35.84377981926418,0.6390620080138707
36.100504833234446,36.13909799458151,36.3652800087647,36.201627612193555,0.1430347447416192
35.95933007039695,35.687728134320466,35.76638754046863,35.80448191506201,0.1397508102011215
36.1858358607892,37.084212801000774,36.24054352446141,36.50353072875046,0.5036288155882339
36.33492515360621,37.06205059679829,36.887202633382735,36.76139279459574,0.37953779678185706
36.602060150773255,38.09349998887796,36.61860003270067,37.10472005745063,0.8563484725966533
37.23401730279127,37.60282054121357,37.84866587929686,37.561834574433895,0.3093672659715862
36.24262139433731,37.2339215945194,36.68892619918366,36.72182306268013,0.496468200835855
38.16959809444074,37.85641365731068,37.10733582387527,37.71111585854223,0.5458331893646126
36.94376999274321,37.35398139769757,37.51052601590553,37.26942580211544,0.2926864089872955
37.238341142312294,38.03589800391689,38.24125541940656,37.83849818854525,0.5297964487720253
38.75227301313157,38.577146107946916,38.060757289717685,38.46339213693206,0.35951839086949994
37.30845732539444,39.70290534039154,37.95776621718872,38.323042960991565,1.2383116121571707
37.20958059959666,39.45508556150848,38.06237703280067,38.24234773130194,1.1335189556120917
38.65719377016983,38.035581511080416,38.084731738268005,38.259169006506085,0.34557447905673694
38.537634078588034,38.346306854647736,38.529218006908394,38.47105298004806,0.10811523674960563
38.33615560694627,38.919178637322354,37.976663614884174,38.41066595305093,0.4756547967148948
38.41482104101512,39.22538602997561,38.184923654388285,38.60837690845967,0.5465696608117441
39.60373910255538,39.66697527273599,38.56828910007044,39.279667825120605,0.6168828666329422
38.66979110453826,38.589533245266026,38.710584658497574,38.656636336100625,0.06158853067596873
39.90839624799173,39.28665638814583,38.911748367492876,39.36893366787681,0.5033924040901522
39.24880863559674,39.10187458714658,38.856771518250724,39.06915158033135,0.1980564861990525
39.37097314185796,38.205181830411114,38.25900185211228,38.61171894146045,0.6580838505083713
39.09346320350991,39.46687495126163,38.58590887177612,39.04874900884922,0.4421818943649021
40.17030703895759,38.82533330908443,39.4218295086667,39.47248995223624,0.6739164962510025
39.487212044620776,38.646880535061094,39.701406430025465,39.27849966990244,0.5573839406621128
39.23857407881355,39.58839438177676,38.40057698150695,39.07584848069909,0.6103992622105742
38.99455699728193,39.82557712833883,39.75398787150679,39.52470733237585,0.46051687132350005
40.66214192620461,38.85210139322532,39.33013931497654,39.614794211468826,0.9379941312874858
40.07931782935465,40.01107250757115,38.954510392890334,39.68163357660538,0.6306309929017597
39.44723441565575,39.7089414753094,40.775135920575,39.977103937180054,0.7033945771464979
40.24424709511777,40.2015914380025,40.72013969436243,40.3886594091609,0.28786153073821646
39.89930157639138,39.789311326384706,39.72676880265014,39.80512723514207,0.08734699039507572
40.3954676004856,40.9389752555649,39.71548566564521,40.34997617389857,0.6130120688698988
40.16402185269883,40.037718894497296,40.65981143558152,40.28718406092588,0.32882591073344325
40.235356132903604,39.58149339061983,40.28414401530569,40.03366451294304,0.392350745207134
40.07397911076584,39.35295098533235,40.70874303340228,40.04522437650016,0.6783532600787227
40.14454269644068,39.823215898091824,40.072429585983684,40.01339606017206,0.1686014404196926
40.66605375608268,40.14418693550557,39.727819045164125,40.17935324558413,0.47010487682698315
39.676421066384904,40.44718094871005,39.70545948250092,39.94302049919862,0.4368571008250899
40.07508488349255,39.977207120227554,39.78148511405134,39.944592372590485,0.14949246628695048
40.30555957219369,40.002372917081644,39.59144884470981,39.96646044466171,0.35840732698059113
39.955493864955685,40.642816935280116,39.474562119898145,40.02429097337798,0.5871580792352624
40.600090967880895,40.0034414032037,40.90073491735453,40.50142242947971,0.45671164095844313
39.9352741368863,40.1771811646759,39.92119275351379,40.01121601835866,0.14390237553111165
39.851685172462076,39.98084617171892,40.60365557057021,40.145395638250406,0.402084897887962
40.42245992724714,39.659622949976836,41.07283023885049,40.38497103869148,0.7073491167063557
40.09705848484474,40.10763589100047,40.07843255137984,40.09437564240835,0.014785364178920887
40.79758900476957,40.759527025445685,40.64890258182685,40.735339537347365,0.07723787301094423
41.087377909081034,39.91243744851952,40.61466250990675,40.5381592891691,0.5911944084254785
39.39075256350033,40.04867193647716,41.396724862149426,40.2787164540423,1.022580840708069
39.67873709227341,40.77555098069465,40.65438504119614,40.36955770472141,0.6013278100677737
40.54675304603236,38.97248078041876,40.2995458533422,39.93959322659777,0.8466154449897543
41.298271549070584,40.17527187681144,40.568047966846684,40.680530464242906,0.5698870942027925
41.517945959827514,39.70650613408752,40.85382539022626,40.69275916138043,0.9163980074864848
40.06087870158502,41.594303425089905,40.55274698533388,40.735976370669604,0.7829607917398472
40.824061941815806,40.254592816614895,40.65439060184936,40.57768178676002,0.2923815193776451
40.38289845364771,39.503370589130775,41.97353221996213,40.619933754246865,1.2520239298453752
41.2856715758566,39.517834645316206,40.35391195923186,40.38580606013488,0.8843499185842258
40.695503326664685,40.85034044630884,40.700954950039666,40.74893290767107,0.08786379640548712
40.09128010209298,40.65793568031984,39.97588514855821,40.24170031032367,0.3650587778046208
40.297837696314694,40.43013118932821,40.40362013581621,40.37719634048637,0.06999324819690898
40.9440755367899,39.80905278593998,40.671409273926315,40.47484586555206,0.5924922289536853
41.0122607212004,40.18395721866943,40.35683399345466,40.51768397777483,0.43695103978377037
40.56095616877965,39.485966004931896,40.215022336621495,40.087314836777686,0.5487557445982887
40.58781952259138,39.96220737620827,38.87682251210845,39.80894980363603,0.8657329872041585
41.35389482371263,41.0878224116594,40.32451595528857,40.9220777302202,0.5343301304049184
40.50350889777797,40.759923683636075,41.232185224617304,40.83187260201044,0.3696278973040968
40.55405561809742,40.60043315000646,39.195266776771476,40.11658518162512,0.7982220375359477
41.2149266365829,39.8817427717066,40.83307242243788,40.64324727690913,0.6865639036520118
41.32877054134308,40.636074091337086,41.37893654100201,41.11459372456073,0.4151685638578755
