D22,E22,F22,mean_WT-delta-intron-1mon-49,std_WT-delta-intron-1mon-49
41.28839321314848,41.12796035285699,41.84677450148485,41.42104268916344,0.37731996724554956
40.71100330215041,40.419485112831595,40.951464470315344,40.69398429509912,0.26639771798565504
42.96697859808628,41.45411018303425,40.96839264114141,41.79649380742065,1.042356161065055
40.960936952682125,40.37844632067567,41.122559230727795,40.82064750136186,0.39139092138214576
40.84411913020528,40.036033098300855,40.7358937981965,40.53868200890088,0.43865718518866736
41.302570187864156,41.17897603802041,41.44593360404409,41.309159943309545,0.13360072668943485
41.05456838243035,40.651811087487424,41.45756282188142,41.054647430599736,0.4028758730132545
41.23733664114913,41.55321189309692,40.85026047455159,41.21360300293255,0.3520761826593364
41.085258280858255,41.052696843817415,40.45920944919376,40.86572152462315,0.3524260381952089
41.94173967841164,40.79885515746042,41.748764917665916,41.496453251179325,0.6117941972930151
40.759597114762194,41.39377042841057,40.90888411674826,41.02075055330701,0.3315562134196919
41.03285132462155,42.458272334154046,40.3257828814446,41.2723021800734,1.0862229746289307
41.33250987223887,40.98556890061386,40.44668309569459,40.92158728951578,0.4463658862746343
40.53633165478477,39.95156368490511,41.93597471271372,40.80795668413453,1.0197092228910425
41.57417468282667,41.361080692533974,40.84724838810708,41.26083458782258,0.37368759762807807
41.057296152741976,41.98480398224912,42.40518972816293,41.815763287718006,0.6896632076390193
40.093400169210454,41.70091499396823,41.848618934442754,41.21431136587381,0.9735427810897109
41.6103625597872,41.56900098920481,41.82381280043565,41.66772544980922,0.1367484575761048
41.51169527505007,40.06875444229057,41.190094479091115,40.92351473214392,0.7575078434069157
41.17279972231917,42.391168569858245,40.776572965013486,41.4468470857303,0.8414607595369182
40.77482168718885,42.036160958156984,41.403977898262184,41.40498684786934,0.6306702407804651
41.074337744333086,41.187463898868494,41.693567359347334,41.31845633418297,0.32974322223494856
41.09166149249512,40.25372265187567,40.92105439680088,40.75547951372389,0.44282802145317895
42.006703379324115,41.87769122628835,41.260185605354565,41.714860070322345,0.399008378017345
41.00802184008475,41.436372091333986,40.86220443508758,41.10219945550211,0.2984446210005265
40.682561915708284,42.04872390500487,40.5595555478581,41.09694712285708,0.8265542474088536
40.80431640089585,42.0334821544668,41.79401700018586,41.54393851851617,0.6516260796527217
41.2575075473876,41.40134049116122,40.4901570302078,41.049668356252205,0.48985882854923163
40.435007834731465,40.61883477744258,41.833022276261936,40.962288296145324,0.7596586959377957
39.70523479194606,41.332220039978566,41.28364909386312,40.77370130859592,0.925637783964679
41.56023798102537,41.132042635444726,40.83495623241484,41.17574561629498,0.3646105684401976
41.04269814068034,40.50861481690491,42.31504370771559,41.28878555510028,0.9280170235727319
41.964009970508606,40.92317176728288,41.4372991623394,41.44149363337696,0.5204317789240033
41.648306943729665,40.41017398463098,39.811904459940635,40.62346179610042,0.9365961181361468
41.592119242835466,41.460780052442416,40.8366873241778,41.29652887315189,0.4036126650087246
41.62665338875875,41.66170184038165,40.825960322771486,41.371438517303964,0.4727229040601883
42.057911102810294,41.29146903452048,40.32333622845014,41.22423878859363,0.8692395689140743
41.00849386975762,41.156374233179285,42.09904418589448,41.42130409627713,0.5915791344168001
40.255605182387946,40.8602375291823,42.48229079167473,41.199377834414996,1.1514314181166871
41.848235527276024,40.34893831833568,42.86022918477505,41.68580101012892,1.2635007650318484
41.194324684902156,41.934663378633715,40.44676563913262,41.1919179008895,0.7439517896074171
40.26893685900063,40.954948661113,42.51557290347401,41.24648614119588,1.1513422409525118
40.48201526710832,40.30565027405492,40.95040419035132,40.579356577171524,0.33321674797119916
40.67463983234045,40.59062420231769,42.34541463147538,41.20355955537784,0.9897673553059401
40.6606675624909,41.399125981642946,41.30911158560193,41.12296837657859,0.40288606317824494
42.257402263422314,40.53458294271211,40.33805660269639,41.04334726961027,1.0559842785666655
41.33955381847505,41.26492682188624,42.21644397582294,41.60697487206141,0.52913300642171
40.411392325715816,42.36260708789798,40.94247951823185,41.23882631061522,1.0087992010585303
42.32326230030234,42.5042277548765,42.143389520080625,42.32362652508649,0.18041939313006614
41.259566837806595,41.44875890465853,40.94825087327324,41.218858871912786,0.25272500120823854
41.787946496236486,40.97323071344231,42.076911590863006,41.61269626684727,0.5723306316909467
40.99425762013868,41.76477250727573,41.37020414952143,41.37641142564528,0.3852949461550363
41.41500288707321,40.886912034619186,41.143924946166884,41.14861328928643,0.2640766413984935
42.08880942457057,40.81945310075712,40.69031720746643,41.19952657759804,0.7728434551535467
42.5841872204225,41.3512674930807,42.37376778687855,42.10307416679391,0.6595294083534406
41.74612846902516,41.79591999468204,40.60742130021232,41.383156587973176,0.6722676003756738
41.80065339687868,40.564285700121346,41.41266447074941,41.25920118924981,0.632308867937757
41.69291577624586,41.03850583428896,41.34991614584298,41.3604459187926,0.3273320181738811
41.63387968133222,42.21371202773876,41.25646396298912,41.7013518906867,0.4821777044234953
42.568094341287555,41.63527666680035,41.6459511247441,41.94977404427734,0.5355076827499325
41.712017635182185,41.575973342594764,39.712388404792264,41.00012646085641,1.1172864396220386
41.170720463562404,42.3118922195836,41.63334268455429,41.7053184559001,0.573980511803965
42.191082045437916,40.89144570243424,39.875145542806216,40.98589109689279,1.1608533156503071
41.55284442517145,41.7300215439035,42.44802190908756,41.910295959387504,0.4740356849290651
40.40226516646368,42.10261837413607,41.36718202988984,41.29068852349653,0.8527535987028764
40.94630133075641,41.218677101534155,41.468449678317185,41.21114270353592,0.26115569988037446
42.00845113482771,42.49213978561937,40.81440587566277,41.77166559870329,0.8635672010578356
42.30873696840958,41.099749979605264,42.59492542405664,42.00113745735717,0.7936312095818556
40.51039782726409,41.13985935717107,42.251812414848665,41.300689866427945,0.8817772003142036
40.99319741890594,41.265935689801445,41.04246189289476,41.10053166720072,0.14534653459482877
41.60510407878468,42.09929843429975,41.42766361673454,41.71068870993966,0.34804370098245047
41.96219594448816,40.6281975676832,42.32294084937422,41.63777812051519,0.8927339419405568
40.63509142755848,41.371229529318384,41.76129044452351,41.255870467133455,0.5718932080156139
40.92084759481527,41.641676928943525,41.537733329726464,41.36675261782842,0.38964667984703405
41.78726083839087,41.756662713645035,40.51759948281,41.3538410116153,0.7243679880996007
42.06390425914998,41.03371872129545,40.83616302504493,41.31126200183012,0.6592494512003066
41.240373100916614,41.27071561409861,41.418148223959925,41.30974564632505,0.09509735093557374
41.58830108994951,41.96653496447194,41.09797274740208,41.550936267274516,0.43548499252038225
40.76027099527386,42.015222455773724,42.105339324755725,41.62694425860111,0.751912342991852
41.27388676521021,41.73558051282385,42.46736304941401,41.82561010914936,0.601810108256857
40.99800765632563,40.87516554118778,41.73789553847506,41.203689578662825,0.4666953523842585
41.832722604508895,41.238089978347254,40.05103955178391,41.04061737821335,0.90710815008167
40.276464205018165,41.292747118060156,42.082940410085314,41.21738391105455,0.905593054078972
42.24449738517115,40.718437411109946,41.80040472174233,41.587779839341145,0.7849342434688469
41.15474145667458,42.063674096904194,41.94834027186632,41.72225194181504,0.49485006401710263
41.70900269952378,40.86811363803854,41.42399582446866,41.333704054010326,0.42765413161895044
41.31409552589305,42.220477295157195,41.23918365437513,41.59125215847513,0.5462107208742845
42.59055557305706,41.263621380558064,41.98409067669991,41.94608921010501,0.6642828248594591
40.921230530412174,41.21714141121316,41.89425395125408,41.344208630959805,0.49880176736588133
41.23636346625944,42.376601654214,42.059379725805066,41.890781615426164,0.5885191359972715
41.92022969328544,42.246472958082784,42.139392266447615,42.10203163927195,0.16629951684724306
41.061404491452215,41.61375566244755,42.12779380826909,41.60098465405628,0.5333093546402381
42.34801117628117,41.42150660178439,42.258090947409976,42.00920290849185,0.5109418984368487
42.11118710268414,41.97831166999485,41.43611619349457,41.84187165539119,0.35762003760596917
40.09830480608846,41.68100518664073,40.48663715173987,40.75531571482302,0.8248492294628142
40.53758136291666,41.730309861610195,41.245606126488546,41.1711657836718,0.5998385961056011
41.37281556509448,41.36155466036642,41.767324358005006,41.500564861155304,0.2310891037315561
41.78707645703414,41.516856560989666,41.41358568853327,41.57250623551902,0.19286395009244375
41.913005182154144,40.94922652244529,41.52087694110199,41.461036215233804,0.48466793847114925
40.885290156184055,41.58086025368041,42.16966416879953,41.545271526221335,0.642926177109091
41.58223247053401,41.31150912082722,40.57766949760724,41.157137029656155,0.5197689376475501
41.20370214635559,42.5399193285394,41.45405505379806,41.73255884289768,0.7103114527430522
42.13140193141143,42.04138279919061,42.00937863090381,42.06072112050195,0.06326847137436496
40.993181843172046,40.93576524072575,41.85623474693252,41.26172727694344,0.5156583320995927
41.877065001171324,41.12063585000879,41.732341055081115,41.57668063542041,0.4015207215933304
41.332093910454965,41.76951312498209,42.38685607487,41.82948770343569,0.5299325602526127
42.10377220376982,41.85257696489313,41.146258986673075,41.70086938511201,0.4964567277729494
41.69420538304235,41.64740346134504,41.80524231363715,41.71561705267485,0.08106861612585309
41.875956761626576,41.50942318819864,41.19187694572174,41.52575229851565,0.3423321172705068
41.13487562886976,41.54371630616726,40.91226442618949,41.19695212040884,0.3202701785730563
41.10675029861729,42.21661025578724,41.728055122344756,41.68380522558309,0.5562515808111302
40.62258316392625,42.20566377746759,42.346370217315304,41.72487238623638,0.9571994164067694
40.96562545175442,40.60141707861723,42.06902172928675,41.212021419886135,0.7641983266799109
40.53753155659783,41.68167518224371,41.71864541081985,41.31261738322046,0.6714984947292989
41.41276200111465,41.02779578954262,41.091425343794384,41.17732771148388,0.20635929490581847
40.30740335547053,41.51178524428777,42.286100637281635,41.368429745679975,0.9971077336464119
42.224468309959896,41.82317947583016,42.25674376333864,42.10146384970957,0.24154103332930973
41.756785671332324,41.444609903702876,41.852515888464325,41.684637154499846,0.21330935155753736
41.18852549613226,41.95684439956066,41.603312517661514,41.58289413778481,0.3845662062882636
40.824510723799776,41.858700874863956,42.118225036931904,41.60047887853188,0.6844217490283502
41.28985026920075,41.670880121415806,42.15606594706229,41.705598779226285,0.43415024938770025
42.12043133518467,41.9020480633513,41.03038257580218,41.68428732477938,0.5767290342139602
40.91454296693182,40.9230865637172,42.083945415966426,41.307191648871814,0.6727020583313685
42.22910771377427,41.554023296866724,41.60780469285396,41.79697856783165,0.3751996917887942
41.290939556883984,41.500181617610366,42.345747076488806,41.71228941699439,0.5584774075764996
41.62471645622865,41.4168867413784,41.91036556665579,41.650656254754274,0.24775994956802777
40.864131869523185,41.743737793418546,41.77176852261037,41.45987939518404,0.5161228208411494
41.19129978950591,42.24522138962729,42.989028050823116,42.14184974331877,0.9033111304141247
41.491224513264555,41.233236505001734,40.244641203050776,40.98970074043902,0.6580081601254992
41.64600398470975,41.76712616713563,41.47646237226048,41.62986417470196,0.14600250173583265
41.562203501629305,41.480901646686355,41.74298725672728,41.595364135014314,0.13415266472382292
42.535169936142445,42.340538913484735,41.837876106003094,42.23786165187676,0.359807777050589
41.84104910486024,41.658161281693594,42.862211371105786,42.120473919219876,0.6488395985244071
42.04637382920485,41.21776989370656,41.541121750295986,41.6017551577358,0.4176163646867024
42.22649048413127,41.8019355025093,42.00901490253871,42.01248029639309,0.21229870423752373
41.29787244551526,41.936137527180826,42.23468672764425,41.822898900113444,0.47856294235481034
41.47505501511162,42.82713269023539,42.010994486703055,42.10439406401669,0.680860573593299
41.202998365997026,41.3736515718562,42.37151406280867,41.64938800022063,0.6311736424068909
41.39278920305182,41.7524293033174,42.23748008362428,41.79423286333117,0.4238942369895312
40.7667669881885,42.29408949459445,42.59837272897452,41.886409737252485,0.9815024125440928
40.93111314976662,41.66238931841435,41.96527766291521,41.51959337703206,0.5316644343196268
41.347244478659135,41.609058485185045,40.97722184443707,41.31117493609375,0.3174588856428171
41.08989734986656,42.38435937626288,41.37882343130322,41.61769338581089,0.6794866634602821
40.34645159439856,41.37373741893439,42.072840393525404,41.26434313561945,0.868377742318485
42.37486771198465,40.839739956713515,41.21440781519492,41.47633849463103,0.8003812009744757
40.90914683739772,41.769879561273484,41.565606421107226,41.4148776065928,0.44972723636815537
42.48476715717305,41.31691722874049,41.225687400923526,41.67579059561236,0.7020776511446598
40.97211590852833,41.015337292620885,42.287826437701796,41.42509321295034,0.7474613600904446
41.43663699132457,41.54124554254291,41.718615507408174,41.56549934709188,0.14254527757699595
42.91299748878564,41.66139958713833,42.06158532307511,42.21199413299969,0.6392115725088119
41.832422929671196,41.41176424084385,41.45731273481797,41.567166635111,0.2308448454669925
42.55603812823296,41.36725827344224,41.55333104950001,41.825542483725066,0.6394323142297487
40.62456464757344,41.57109818150202,42.372006473385824,41.52255643415376,0.8747316500369374
42.96883875672251,41.83669077635947,41.84157560230265,42.21570171179488,0.6522403864472615
42.07809467164815,41.73967517464342,41.07814339284995,41.63197107971384,0.5086017784485116
41.92556042634208,41.81217181359105,42.039411102781216,41.92571444757145,0.11361972289095452
41.394626934994115,41.19954085280779,41.392855350640225,41.32900771281405,0.11212508866301706
41.506163957652824,42.27981267925276,40.95691207122791,41.58096290271117,0.6646146750670698
41.270154828773485,42.53568467373552,42.15097832647794,41.98560594299565,0.6487699638827055
42.670490544670805,40.626683526848836,41.624783027445346,41.64065236632166,1.0219959190045043
41.49668487432877,42.6240523691631,41.0301131916997,41.716950145063855,0.8194803948125783
41.859739780975055,41.82998179227527,42.167329872169724,41.95235048180668,0.18677121883072006
42.19363100848285,40.72084966313368,42.126854648782675,41.68044510679974,0.8317044740664776
