J7,K7,L7,mean_WT-delta-intron-6mon-58,std_WT-delta-intron-6mon-58
2.920209395926488,2.871693151489347,2.819893225309786,2.8705985909085405,0.05016704166032322
2.645461225811938,3.2433879420382277,3.1298456795827776,3.006231615810981,0.31755222730429994
2.7255153888870978,2.9106389771261654,3.1912265229161316,2.9424602963097986,0.23448062255886343
2.9038044057873664,2.7533495232066834,2.9538268105145886,2.870326913169546,0.10434722116839651
1.6832386459651763,2.5528675578222098,1.9791737808950487,2.071759994894145,0.4421456392993454
1.748744409629432,2.1789122235820724,2.0283198664931716,1.9853254999015586,0.21828301287356022
1.5972523311676428,1.5103446542729473,1.6116621007253802,1.5730863620553235,0.05481151143932798
1.4648962698189865,1.8267572965237275,1.9521621612265476,1.7479385758564205,0.25301443689644376
1.2150719238464007,1.9433528112540752,1.2170470739343686,1.458490603011615,0.4199041510163763
1.2959091777707867,1.208793375570357,0.6289565149246126,1.0445530227552522,0.36254328533159075
1.6097249652820727,1.7234966956044935,0.8595414343833485,1.3975876984233047,0.4694212802383966
0.8859570684609124,0.7213948992958483,1.0113768983440268,0.8729096220335958,0.14543062551161537
1.190771400400099,1.217384300224109,0.9998313047742828,1.1359956684661636,0.11867018186541968
1.2440257566958202,0.8918707201722333,0.6416612139816308,0.9258525636165613,0.30261664667153515
0.2079608414097032,0.8166051567981728,0.4490357676092775,0.49120058860571786,0.3065051056033506
0.8720716110254927,0.7402835852055281,0.8070382344154364,0.8064644768821524,0.06589588633337566
0.9318404163601234,0.6215158346405908,0.09376307911832833,0.5490397767063475,0.42371333473215145
0.8201249821484748,0.28565386681096444,0.5226729369479308,0.5428172619691234,0.2678043850564254
0.8952676116478023,0.7445242698348811,0.814236239588111,0.8180093736902648,0.07544246934549817
0.49114886783969186,0.585987672435008,0.45308563312489203,0.510074057799864,0.06844238543817972
0.6177607035061459,0.39126347632812436,0.9571248119456967,0.655382997259989,0.28480052761046815
1.039385490793094,0.8447724039564749,0.8952325896492811,0.9264634947996165,0.10099549727290469
1.0223170751865038,0.5257974030715912,0.4738477581865073,0.6739874121482008,0.30277856102307654
1.1854888398069574,0.9621384093623344,0.41038342171833153,0.8526702236292077,0.39897940429721757
0.9062690555545203,1.2183066683157462,1.002278244171972,1.0422846560140795,0.1598194377595899
0.8813986500457252,1.1838167434758804,1.1314772010623806,1.065564198194662,0.1616247777067688
1.3103712750929113,1.0075080452824954,1.578159800447076,1.2986797069408276,0.2855054745403234
