D6,E6,F6,mean_WT-delta-intron-2w-45,std_WT-delta-intron-2w-45
2.6351527564849886,2.7320331755910625,2.480576408645976,2.6159207802406756,0.12682676410488156
3.417129901462955,3.0821786268469755,3.5801673734102515,3.359825300573394,0.2538918291088738
2.9806857947725236,2.953550344215011,3.137982883917402,3.024073007634979,0.09957749798648038
2.6278619941645744,3.1640119208017623,2.6810115947808115,2.824295169915716,0.29540112243497885
1.8547575949991928,1.985986846532461,2.250889735318084,2.030544725616579,0.20179004333653985
1.682076019820405,1.856874822579125,1.656344436997576,1.7317650931323687,0.10910940330843374
1.234192544477468,1.6226165904614152,1.3561391283115458,1.404316087750143,0.19864308304140887
1.490613823843883,1.1477833138057731,1.884078313765038,1.5074918171382314,0.36843755472873085
1.375953207048698,1.234695805627354,1.1659072046651655,1.2588520724470724,0.10708629557195823
0.5600049330220511,0.7974729151985499,1.2460195894259192,0.8678324792155068,0.34837749408755075
1.0050791429176709,1.213658812603193,0.8685502837989202,1.0290960797732616,0.17380329141102732
0.9451930583717784,0.7137460765381558,0.6624047093182149,0.773781281409383,0.1506501973382633
0.5303494951365643,0.3152870785275777,0.7406568523696481,0.5287644753445967,0.21268931646986697
0.4391325697902351,0.8923693761591233,0.9701860797441939,0.7672293418978509,0.28679169921702613
0.5868119672578462,-0.011113602594033404,0.863835191729376,0.4798445187977296,0.44717488127638355
0.4115014479240362,0.7445530900263468,0.252595794333501,0.4695501107612947,0.2510632004879445
1.1308257837020887,0.5148583127097863,0.6332377971707708,0.7596406311942152,0.326859662037138
0.6986324044910402,0.6177999382804228,0.7504838310253342,0.6889720579322658,0.06686737298722382
0.9648169476241928,0.719228905311507,0.5715607624959446,0.7518688718105481,0.1986495213817533
0.8074503717596102,0.9318890008727536,0.5583340529104085,0.7658911418475908,0.1902135693896407
0.6006370312936401,0.3856136117614751,1.2143018107136987,0.7335174845896045,0.43002784086821144
1.0162258833451188,0.9837249322616367,1.0907514314886648,1.0302340823651401,0.05487112276996579
0.39917678252546546,1.2429698303323122,0.6933822146176041,0.7785096091584606,0.428289250224399
1.4349988428742413,0.90876658839789,1.4684646658480516,1.2707433657067275,0.31392734957310975
1.6246768400238487,1.8367426114286798,1.1614487796619806,1.5409560770381698,0.34534376267961747
2.3858322406696186,2.02782840391081,1.9535473148590852,2.1224026531465046,0.23114017550963756
2.980579831813391,2.447863629023638,2.309934165232859,2.5794592086899626,0.35416020381544644
3.292200849749479,3.119719820947898,2.4363357394256497,2.9494188033743423,0.45263461998321175
4.049592639030312,4.026630593046683,3.2066452718478855,3.7609561679749604,0.4801845906136919
5.487085344943629,4.842675845490306,4.236820539377582,4.8555272432705054,0.6252314690000452
5.524765579554194,5.89082879781978,4.152023794534944,5.189206057302973,0.9166847083878924
7.152257332267496,6.658073845007601,5.017359000969484,6.275896726081527,1.1175832111828339
9.068430752266819,8.569148358643854,6.851880043330517,8.16315305141373,1.162711659630696
10.114344642980956,9.28071032264883,7.909194657483816,9.101416541037867,1.1134546734051545
11.304618854653132,11.051522620904267,8.956022573243343,10.437388016266915,1.2891264901951165
13.562835703455455,12.332208247883349,10.005928255583903,11.966990735640904,1.806359743134642
15.369916524679711,13.858802684740148,11.90704310593492,13.711920771784925,1.7361030501751185
16.539758785537746,15.51182123493288,12.930471746517433,14.994017255662685,1.859523851210583
18.632677738760616,17.289233982823497,14.935355195630592,16.952422305738235,1.8715314788563155
19.775301691556937,19.299164544999524,16.155047635223614,18.409837957260024,1.9671645057912048
20.94903749761535,20.603744524024087,18.025489958388103,19.859423993342514,1.5975895414110588
22.38888128821484,21.56444238594789,19.142549188886978,21.03195762101657,1.6874012692435025
24.530863770070056,23.630744881251992,21.050247741502744,23.07061879760826,1.8066482520854652
24.990615867152165,24.714328442191217,22.331489864122663,24.01214472448868,1.462030866654952
26.358800312303615,25.985716480213018,23.367358746817647,25.23729184644476,1.6301181657329775
27.55099542953458,27.072284899080024,24.251654947992716,26.29164509220244,1.7828238231375053
28.843598269095665,27.715359213493095,25.74505203092719,27.43466983783865,1.568227372456227
29.725718583097382,29.234459860065865,27.78735732010435,28.915845254422532,1.0076941731819877
30.398489621212022,30.00647197805665,27.45046493529278,29.285142178187147,1.6009215775084493
31.54647991146748,30.498241071737027,28.479232764385,30.1746512491965,1.5590170124986638
31.60091858197433,31.832646929216047,29.342898928943526,30.925488146711302,1.3754511917458057
31.907074784457016,31.59747468674193,29.89762082408983,31.134056765096258,1.0819165551398298
33.07815889078698,34.086460007866556,31.009867152747404,32.72482868380032,1.5684347533192078
34.22733686896978,33.2154753005403,31.581390699110045,33.00806762287338,1.3351109474553937
35.3961549402287,33.46513454353634,31.741961196510083,33.53441689342504,1.8280817848670343
34.35381323246743,33.13773482137631,34.38609548687799,33.95921451357391,0.7116053678179033
35.402155785531136,34.95488601897298,33.785977473961296,34.714339759488475,0.8345088141602675
34.577792963306806,35.31404665750516,33.95709963960464,34.61631308680554,0.6792931269216878
35.51297396222735,35.34735346211768,33.467668124280195,34.77599851620841,1.1360694733802237
