D23,E23,F23,mean_WT-delta-intron-1mon-50,std_WT-delta-intron-1mon-50
2.705792617598948,2.5340916318773354,3.40251369492274,2.8807993147996744,0.4599018677335843
3.382235751739244,3.113969288300063,3.109052306989341,3.201752449009549,0.1563224587174422
2.650554368990236,2.4756396199686295,3.0855676839543547,2.7372538909710733,0.314071116378318
2.472072748350065,2.744080426539366,2.6473953038904083,2.6211828262599464,0.13788533183819515
2.327068018284535,1.580488134272386,2.210399783866137,2.039318645474353,0.4016179126209016
1.8621797178472466,2.3336820812153025,2.0640864614354784,2.0866494201660095,0.2365595802232966
1.1181174647766932,1.4708978317147106,1.5016835437990663,1.3635662800968233,0.21312151633206053
1.8053875188930015,1.7287796091888556,1.1162514536793087,1.550139527253722,0.37770535904312535
1.6581166512134107,1.447674959458586,1.364878098369533,1.4902232363471766,0.15117863314018298
0.7388849524396516,0.943984737790791,1.1189836065967955,0.9339510989424126,0.1902478703019374
0.8282744934178015,0.7478886309074836,0.8948318882617194,0.8236650041956682,0.07357999567569312
1.003419430253047,0.9551720395758557,0.8256398684724662,0.9280771127671229,0.0919347292420105
0.7349183889554967,0.7723040629440351,1.1561344777853433,0.8877856432282917,0.23314747459706744
0.44301610777776657,0.2831855922771408,0.7212714792770025,0.4824910597773033,0.221694643538445
0.8142997083680601,0.6894400942324133,0.17288473757015518,0.5588748467235428,0.3400569865238895
0.38094848765002326,1.134552248353559,0.7812749766114377,0.7655919042050067,0.3770465834704076
0.5744647099749641,0.9576510780500739,0.1310789070466817,0.5543982316905732,0.41365128566507403
0.6165975748990429,0.29823412261189075,0.5504125795010796,0.4884147590040044,0.1679929142786657
0.8190579359136054,0.8154499773188627,0.6421182907401343,0.7588754013242007,0.10113071489542778
0.5328548813249107,0.738021474652095,0.6417871333317017,0.6375544964362357,0.10264876602125915
0.9170348471965523,0.4488614563093174,0.5811225122922322,0.6490062719327007,0.24135603286619245
1.1255907651865842,1.1870560256267764,0.9474109395141282,1.086685910109163,0.12446940441703333
1.0453743586548994,1.135517543193532,0.8647845116204301,1.0152254711562871,0.1378615615726281
1.4122163035243582,0.9631370996439607,1.3096303170286632,1.2283279067323274,0.23532019522229328
1.9025138237125645,1.2197170417571994,1.347217118616799,1.489815994695521,0.3630477805418133
1.9042377764468037,1.6307437747970401,1.5804242927961922,1.7051352813466787,0.1742537380762028
2.589768115687511,2.373787158886915,2.1716993400367013,2.3784182048703757,0.20907285867304118
2.8312690772054885,2.583020734848055,2.1040363673842553,2.5061087264792663,0.3696666692196823
3.5345408884596563,3.206925996156118,2.2051505807903933,2.9822058218020557,0.6925994622453403
4.453757009864141,3.4711486338722315,3.6630188808528628,3.8626415081964116,0.5208326988131798
5.440120830354746,4.06942692288325,4.042732751034191,4.517426834757395,0.7991879014576166
5.958047022516294,4.993490369480753,4.615161843272766,5.1888997450899375,0.6924404445257075
7.426661540328514,6.076352998411165,5.441686584842715,6.314900374527465,1.0137603422236638
8.402072135405888,6.899752164574129,6.175319859376845,7.159048053118954,1.1357958412770837
10.011730711178542,8.601309801558886,7.774695989176237,8.795912167304555,1.1311426291261153
11.404542600345858,9.820539520862543,8.738126268070296,9.987736129759567,1.3410481138931827
12.531955029333059,10.566799965575365,10.370370117587212,11.156375037498547,1.1953289951920107
14.24748316006198,12.443822470694961,11.17934558645652,12.623550405737822,1.5419447592629503
16.025532728099616,14.385120755580061,13.060564333898899,14.49040593919286,1.485285535534693
17.311758617007303,15.480338744353356,14.459273805584283,15.750457055648313,1.4452993898920685
19.10306434769868,16.309939592826968,16.259730791720987,17.22424491074888,1.6272990162912295
20.54488662358115,18.765487926644656,17.491278008338597,18.933884186188134,1.5337533598796322
22.216438154698164,19.784733574194508,18.961800629623905,20.320990786172192,1.692289928751552
23.37391243973577,21.687187821869653,19.653562962111277,21.571554407905566,1.8628683189463364
23.950727680882828,23.381887611555374,20.90806924900999,22.746894847149395,1.6176694475070228
25.110933474477797,23.77293956757198,21.76785890656082,23.550577316203533,1.6825934208205355
26.337479249270935,24.928152361497744,23.831109774983624,25.0322471285841,1.2564230083100536
27.615866013770773,26.55240767931637,25.626168717770987,26.59814747028604,0.9956369462739303
28.393649485161426,26.088202329935932,26.339848145113688,26.940566653403682,1.264681260648685
29.53733025493716,28.317906936049663,26.964993496364443,28.27341022911709,1.2867455333405986
29.622631039445174,27.592081371737358,27.330862536238655,28.181858315807062,1.254563011924675
31.424741717578065,30.074306845091986,28.767703764688925,30.088917442452992,1.3285792309605637
31.43496490865835,30.88141204762806,29.453178197629594,30.589851717972,1.0225581701665716
31.804635485093886,30.75914480715553,29.93716887284874,30.833649721699388,0.9359600011116825
32.04592372921876,32.731663773374905,31.71613545332108,32.164574318638245,0.5180568636598016
33.90825450674369,32.49312558490015,31.311488633803915,32.570956241815914,1.300131323398956
34.128297151430445,33.64055390205965,32.54952196693608,33.439457673475395,0.8083702992174543
34.04055074075097,33.76747012517693,32.2923082796227,33.3667763818502,0.9404810113334809
34.09791318588789,32.780888923445744,33.494880679248794,33.45789426286081,0.6592906970473942
35.54515160545846,34.744628527181035,33.79462310180955,34.69480107814968,0.8763273312692871
35.79366006010921,35.464264652110025,34.088136023505875,35.11535357857503,0.904713912120532
35.90901242108312,35.60701692026076,34.53964354608148,35.35189096247512,0.7194509849238137
35.63403318862019,34.84204515559649,35.053029332648926,35.17636922562187,0.41014730038380043
36.200405612370766,36.021536758225714,35.2420449503749,35.821329106990454,0.5095842592988359
36.962425626723714,35.80088821148047,35.11621159501922,35.95984181107447,0.9333146563906276
36.86808747187902,36.65852104852581,35.61803509284861,36.38154787108448,0.6694724365844799
37.91661278811556,36.0093167393616,36.96134574988931,36.9624250924555,0.9536484824784207
36.67487816638945,35.5708677706328,36.35728358821552,36.20100984174592,0.5683536323112749
36.77591622999882,37.13835908867611,36.914582029053356,36.94295244924276,0.18287937830120227
38.588195281352064,37.97942421151682,36.4918299492019,37.68648314735693,1.0784469165256185
38.41756834489146,37.907954138153805,38.19254102416893,38.17268783573807,0.2553865144156308
37.97282974718923,38.040326960977985,38.111188819635174,38.04144850926746,0.0691863543984629
38.27898522593558,38.00669676483303,37.72779526536914,38.00449241871258,0.2756015920013387
38.25877864945705,38.21042418735763,36.69317860062757,37.72079381248074,0.8902692324377356
38.70137317923148,38.776081882170054,38.644529617836,38.707328226412514,0.06597800014436968
38.549902138656336,39.211118998469686,37.72087071703701,38.49396395138768,0.746697258381494
40.004142474358545,38.39333645495708,38.75820689975294,39.05189527635619,0.8446085809112329
37.95301034532963,39.7422595508791,38.04056161897045,38.57861050505972,1.0086999716250034
39.119823008972084,38.72579566439949,38.280468004545945,38.708695559305845,0.4199387051219039
39.35849076801959,38.97619631100005,38.835499260065355,39.056728779695,0.2706365426797331
39.14785128871709,40.25127587181883,38.30783977872633,39.23565564642075,0.974688753350252
39.795685212109916,39.45440772127624,39.05965461633627,39.43658251657414,0.3683389239826981
38.848445847741644,39.128371648762275,39.69314422803668,39.223320574846866,0.43027934222052416
