A6,B6,C6,mean_10nM-seeds,std_10nM-seeds
3.0058453040958804,2.802181426844191,2.834657478445049,2.880894736461707,0.10942192077445921
3.182327410547551,3.262894214822315,3.210884014485445,3.218701879951771,0.04084839963938852
3.136158547069258,3.5539941185323345,3.8129299084397945,3.5010275246804627,0.34148054694379626
3.0973660277615234,2.9100165376131084,3.0753475808655124,3.0275767154133817,0.10240361104107588
2.202999775950091,2.288116693362361,2.0855839555949145,2.192233474969122,0.1016947018998724
2.0138947140015633,2.387967035333731,2.5977002635498896,2.3331873376283947,0.2957327194974743
2.1243314551989623,1.8010641366327174,2.0294206796743834,1.9849387571686876,0.16616082837300902
1.6838226594075634,2.0963496712189413,2.125856301844055,1.9686762108235198,0.24713117898885997
1.6736173964461778,1.602501151687654,1.4918562936186581,1.5893249472508302,0.09159412589129164
1.2752601632538767,1.7598570910571845,1.01195229566418,1.3490231833250803,0.37936938871037235
0.7781867407459981,1.1108789913147965,1.1038911017492792,0.9976522779366913,0.19009484254167602
1.310113536841982,1.6503013909456128,1.2944141358437244,1.4182763545437733,0.2010928415828925
1.0136641755980957,1.5864492626402389,1.2568357249800999,1.2856497210728115,0.287477605671454
1.380589609383304,1.2264376248368567,1.2448468725268966,1.2839580355823526,0.0841900878462832
1.4017659711714399,1.5325418040618848,1.591584622853015,1.5086307993621133,0.09714207245507564
1.9691992957449107,1.8518929704901446,1.9686566046025205,1.929916290279192,0.06757072185197496
2.4367699686553155,2.598041411749135,1.9917014639414274,2.342170948115293,0.31404420722600845
2.4601605906443833,2.460759652686753,2.3991871419242887,2.4400357950851417,0.03537723940084074
2.6560219525757276,2.888393334823559,2.50952179627554,2.6846456945582755,0.1910507776331945
3.171618195928904,2.96988313707554,3.0227752114764304,3.0547588481602914,0.1046014973807089
3.949361541917024,4.035707231618627,3.92415495988594,3.969741244473864,0.05850193620222957
4.663776507370131,4.555853523682557,3.6900494967599546,4.303226509270881,0.5337615376793982
5.181006011483808,4.969048880194052,4.5577117687525295,4.90258888681013,0.31691738086752613
5.756578887612992,6.163816964083415,5.279328423840403,5.733241425178936,0.4427058530446023
7.623239689985244,7.495302015002007,6.299214972778923,7.139252225922058,0.7303005902854156
7.970279358510283,8.33842028433312,7.422523361546117,7.91040766812984,0.4608744490362145
9.655548251347025,10.150376727724582,9.161363423204683,9.655762800758763,0.49450668716704954
10.476378868555416,11.166940795684381,9.94841750219333,10.530579055477709,0.6110670989276695
11.863439343888407,11.939832347827695,10.958448522139715,11.587240071285272,0.5458874260965985
13.37691095287946,13.576835111581541,12.425689537075266,13.126478533845422,0.6150783127405608
14.20009008280603,15.254585296327718,13.453516868850096,14.302730749327948,0.9049106032820183
15.546439291450461,16.01773014969511,14.66027588171039,15.408148440951988,0.6892124432395118
17.237101324638722,17.999796093509133,15.863870600226127,17.033589339457993,1.0824080904622866
18.16883416907888,18.991250903644126,17.26359471615019,18.141226596291066,0.8641589026926386
20.261133730845366,20.501665208980814,18.904813515080743,19.889204151635642,0.8609486291273268
20.652685534411,21.73465476880888,19.479845588153687,20.622395297124523,1.1277097295615968
22.15476991780804,22.58527544448171,21.39568236627007,22.045242576186606,0.6023122959514067
22.417703874822973,22.917441551863515,22.789308672809774,22.708151366498754,0.2595656328160855
24.486439256460002,24.91712952803098,23.700561317750285,24.368043367413758,0.6168652547142541
25.561518218305544,25.3766519082985,24.921024771801655,25.286398299468562,0.32964715861618993
25.932183851105655,26.901977356307288,24.840256216682565,25.891472474698503,1.0314633180683597
27.211597776817953,27.370701215731195,25.74094804851756,26.77441568035557,0.8985376929273213
26.823765211452365,29.381904274715527,26.686505326406145,27.63072493752468,1.5181178716634156
28.925526390401508,29.195873133307753,28.4960587000831,28.87248607459745,0.3529093602652539
29.94263214836724,30.926142180618747,28.434379891469053,29.767718073485014,1.255056184639182
30.210797393575305,30.168462069868756,29.72658041378329,30.03527995907578,0.2681783489698213
31.283551895734796,30.946338866234996,30.736471216010454,30.988787325993414,0.2759994951694814
30.933599953653435,31.401729940625522,30.97645508447537,31.103928326251445,0.25879237180082715
32.435707445987646,31.907222703688255,30.967714171718814,31.77021477379824,0.743525011660127
32.010929865393514,31.832131653022316,31.94021872539352,31.92776008126978,0.09004784032299439
32.27260558706066,32.66720332768795,32.18940798238552,32.376405632378045,0.25525072978169067
33.98049256294537,33.34092277237527,33.45452310541058,33.59197948024374,0.3412229044029376
34.09714573065508,33.08452318888436,32.92807177250449,33.369913564014645,0.6346410241776247
34.728244647841954,34.69271928509032,33.223716872644694,34.21489360185899,0.8585679904652982
33.8641543113719,34.425623592378514,33.287140558184454,33.85897282064496,0.5692592034140013
35.41575791606221,34.89274948470911,34.1313784890498,34.81329529660704,0.6458655851943197
35.012822910821775,35.24132922876159,34.219430170674414,34.8245274367526,0.5363402002424106
34.72524427244556,34.61593920915894,34.038951431417566,34.460044971007356,0.36875022173310673
35.59699323881707,35.935887432365966,34.84498196810936,35.4592875464308,0.558337555850328
