A3,B3,C3,mean_0.1nM-seeds,std_0.1nM-seeds
2.3639395663999188,2.864689370415206,2.860291621899602,2.696306852904909,0.28784691226764847
3.235072571106084,3.3889275431159653,3.5653061553991514,3.3964354232070666,0.16524476163061386
3.3498725502054536,2.9651793846173424,2.7874635776603247,3.034171837494373,0.28748205511876546
2.4406148934797924,2.71361824351055,2.711153870248845,2.621795669079729,0.1569119924325072
2.4863444299971427,2.3370812245430006,2.629593079281413,2.484339577940519,0.14626623282375603
2.1509216053332865,2.026515079680668,2.2851106037858795,2.154182429599945,0.12932859700385588
1.7880191660574325,1.7770900934891414,1.932554028189249,1.8325544292452742,0.0867744259474967
1.6094615302963546,1.5839833936595191,1.9460753768272196,1.7131734335943645,0.20210089122230854
1.7111839032387985,1.663156027299495,1.4674085744167362,1.6139161683183432,0.12913181451500994
0.7003070720930993,1.201532985895336,1.1661463998703325,1.0226621526195894,0.27972781605259806
1.158165521357624,1.2874662799894325,0.8723684759285139,1.1060000924251903,0.21240873502713542
0.8038958306085012,1.1381163958192597,0.5469026307292352,0.8296382857189988,0.29644634338159354
0.9409041103822717,0.9630663294476973,1.2895933723305073,1.0645212707201588,0.19523288447633574
0.6812013864091521,0.7780645182750794,0.9272998480884882,0.7955219175909066,0.12397452884922815
0.7409935949065689,1.1719632856018634,0.8794922235987552,0.9308163680357291,0.22002123630718004
0.7069847593678278,0.6490224013887544,0.672313254528301,0.6761068050949611,0.029166796276758215
0.6352368439448609,0.8628075919482543,0.8404640857566696,0.7795028405499282,0.12543650345722065
0.7083630229995209,0.7645387546921404,0.4269250544155368,0.6332756107023993,0.1808987072030188
1.1159657927350661,0.6906958247071089,0.9949174255304893,0.9338596809908881,0.21911109637081905
0.6864252397165432,0.7142325316908491,0.5909050154127217,0.6638542622733713,0.06468775645273282
0.7076572776937498,0.9759018558034553,0.6959602622460568,0.7931731319144206,0.158355754373443
0.7755683215716939,1.414008889909937,0.8189602303422692,1.0028458139413,0.3567380281336458
1.0561603937001725,1.1857957900858485,1.0018927788141545,1.0812829875333918,0.09449041183834941
1.6684487756969173,1.9689991564658689,1.5796806074417011,1.739042846534829,0.2040340052091119
2.0028579445687296,1.9564201867640927,1.610140710022177,1.856472947118333,0.21458982877125882
2.3230614538229526,2.2843365501521986,1.8827742013550692,2.1633907351100734,0.24379116842819054
2.8067076922272274,3.432681845536792,2.4196097864378463,2.8863331080672885,0.5112082788526818
3.4766953469731647,3.874223532577583,2.7162407225580965,3.355719867369615,0.5883938706972892
4.04593444524284,4.761771131928348,3.077901169869242,3.9618689156801437,0.8450767848111355
4.880654508006259,5.721349466145106,4.221231606049521,4.941078526733629,0.751882101844307
6.260010167678922,6.8413032709814985,5.112325103215152,6.071212847291857,0.8798151495013994
6.5719961617757265,8.220577998839127,6.06352165325235,6.952031937955735,1.1276273377723696
8.093549895412746,9.270158818841857,7.3272211930075315,8.230309969087378,0.9786619144445641
9.253654447725244,10.580674144955927,8.367133149237644,9.400487247306271,1.1140515419880597
11.103290246875604,11.896247771639617,10.115133123932853,11.038223714149359,0.8923382695646639
12.737000664843896,12.824892532590793,10.797733078339638,12.119875425258108,1.1458518814577743
13.37576660472999,15.033600182183404,12.582843564408552,13.664070117107315,1.2505563507210042
15.046443199345887,16.397366817375467,13.955986586474712,15.133265534398689,1.223003657540022
16.738115746930106,17.813702053411472,15.694397114159553,16.74873830483371,1.0596924013300775
18.203426565300326,19.601575063586125,17.770638065929102,18.525213231605182,0.9569443903937283
19.129891775602175,20.246972161753718,17.707041630900175,19.027968522752023,1.273029079594868
21.028337685369564,21.637058438461306,20.117237080690412,20.927544401507095,0.7649076443845861
22.00721381549716,23.401916772941174,20.980023847225162,22.129718145221165,1.2155849698845251
22.903123883524852,23.907920363809694,22.469518738443316,23.093520995259286,0.737860490934276
24.513514422602515,24.998780526132443,22.77215398391313,24.094816310882695,1.1708746821061542
24.94500288709275,25.191655443908985,25.085961577219294,25.074206636073672,0.12374572690400036
26.742411327425586,27.37189573965414,25.04643622006173,26.386914429047152,1.2027984153145763
26.59858784142263,28.490587336444722,26.7699462803083,27.286373819391883,1.0463931262359798
28.199822155223085,29.022039025224267,26.79778547937325,28.006548886606865,1.1246518911774002
28.14195651005616,29.899331532621215,27.883531201434852,28.641606414704075,1.096859272748225
29.368803464878056,29.690879798778607,28.422382805506135,29.16068868972093,0.659359518938151
30.074824881974195,31.140239656471646,30.396033871780638,30.537032803408824,0.5465232698335742
31.49953996178286,31.69978460339712,29.449186880120955,30.88283714843364,1.2456080033455923
31.077670703769506,32.06536668377149,31.153297763779285,31.43211171710676,0.549716975047696
32.120220685585096,31.608078714357568,30.934057909441087,31.554119103127917,0.5949195429723727
32.75603374128255,32.71407009173844,31.42020371054165,32.29676918118755,0.7594178725953608
33.28998673151738,32.98540226154905,31.848650507064146,32.708013166710195,0.7596519337380219
