J8,K8,L8,mean_WT-delta-intron-6mon-59,std_WT-delta-intron-6mon-59
2.965575006901848,3.035875833471444,2.833280645120736,2.944910495164676,0.10286626813351642
3.0595438419393375,3.4176298822290048,3.01406564400431,3.1637464560575506,0.22104221810611543
2.92386950879725,2.894119688842883,3.0647052805042074,2.960898159381447,0.09112190594843773
3.034950311706151,2.31132654223083,3.0918282851204353,2.812701713019139,0.4351339706081145
1.9651903356623295,2.4623679601449284,2.0109007927650695,2.1461530295241094,0.2748022438641696
2.180067193283612,1.7500591402393177,2.4018530107680824,2.1106597814303374,0.3313938050565287
2.138253750504319,1.9760987032338764,1.6433021990384558,1.919218217592217,0.25233073893154495
1.892177381880173,1.6392741267762307,1.8214513894431132,1.7843009660331723,0.13048038005844342
1.8720774913463314,1.7657482799514872,2.083255123768632,1.9070269650221503,0.1616129581758337
1.3469391141758058,1.6464110884741197,1.3872765378817353,1.4602089135105538,0.16251219772275485
1.4444888542041672,1.5244618285926799,1.2898331579990305,1.419594613598626,0.11927885679210183
1.0518841734178264,1.0830360983171516,1.289429796005408,1.1414500225801285,0.1290973300013639
1.4388824922111385,1.124303562518017,1.2900589611077122,1.2844150052789558,0.1573653914612904
1.0986645014650858,1.0864343156065799,0.850665456510555,1.0119214245274069,0.13978558501262697
1.0643597555515092,0.4834550113928188,0.8097922969384429,0.785869021294257,0.291190354896379
0.4607034081293768,0.961142933805215,0.7584826349937308,0.7267763256427742,0.2517218648710485
0.7978958384095202,0.6176564173087002,0.9907251162936601,0.8020924573372934,0.1865697516973246
0.9091500932693324,1.0421010443440428,0.6381627362685294,0.8631379579606349,0.20586251875821523
0.495130458274612,0.6331022115505106,1.094435607064003,0.7408894256297085,0.3138554252846119
0.8839055559048441,0.8002639291555993,0.7400940603880402,0.8080878484828279,0.0722242815535341
1.1502002996887604,1.3773996605456793,0.875087113014169,1.134229024416203,0.25153684636107054
1.266507745102287,1.264695676095481,0.9696290589291664,1.1669441600423114,0.17088229207261169
0.6170915851825504,0.8562654167931967,1.0220027824670808,0.8317865948142759,0.2035624694429323
1.0003405176379594,0.9861607938696403,0.824446449573781,0.9369825870271269,0.09771669671159187
1.1460532323752604,1.5009479857112502,1.2728695945764208,1.3066236042209771,0.1798390151264927
1.3440780868278221,1.1263964534211393,0.9697866557809878,1.146753732009983,0.18797428795563942
1.4490171701643562,1.1368812684192096,1.0844873578670833,1.2234619321502163,0.19708539903414332
2.003524827658899,1.7137589733974303,1.669159260072703,1.795481020376344,0.18154600771878066
1.6992685070338476,2.4219094705576794,1.9135204781885833,2.0115661519267034,0.3711633146537174
2.3544705120854443,2.4533992965077007,2.444938848628376,2.4176028857405067,0.05483764443401571
2.7268992548260402,2.743627967310528,2.800166218780361,2.7568978136389766,0.038393731492997706
3.2878630565389053,3.1939298241868515,2.762060174452143,3.0812843517259663,0.2804174023703565
4.397413803005239,3.907945320636747,4.227041812535736,4.177466978725907,0.24847152134295564
4.262795487032412,4.59763085286101,4.905677510612985,4.588701283502136,0.3215340214774544
5.622431737795372,5.407460918867158,5.440926061243163,5.490272905968564,0.11566955762399816
5.78595381388574,6.253491395061736,6.320283952754835,6.1199097205674375,0.2911360887050798
7.450035036515648,7.281556516193202,7.014569768683426,7.2487204404640915,0.2195817746854531
8.919058419245536,8.10803305664716,7.5560528255189,8.194381433803866,0.68559324224406
9.642978321985812,9.611949316683193,8.90620900672466,9.387045548464554,0.41670557315303985
10.720150632859925,10.835234765701623,10.212997871964683,10.58946109017541,0.33106571161502746
11.582156536352112,11.859956984364164,11.94605459709984,11.796056039272038,0.19017872578640152
13.253370562544989,13.379112144703987,12.626096398265933,13.086193035171638,0.4033849561398094
